date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2021-01-06 00:00:00,1,0,0,,,
2021-01-05 00:00:00,29,3,0.103448275862069,3.0,2.0,0.6666666666666666
2021-01-04 00:00:00,645,192,0.2976744186046512,22.0,9.0,0.4090909090909091
2021-01-03 00:00:00,317,86,0.2712933753943218,6.0,1.0,0.1666666666666667
2021-01-02 00:00:00,316,106,0.3354430379746836,3.0,2.0,0.6666666666666666
2021-01-01 00:00:00,79,26,0.3291139240506329,1.0,0.0,0
2020-12-31 00:00:00,509,153,0.3005893909626719,17.0,0.0,0
2020-12-30 00:00:00,534,134,0.250936329588015,95.0,16.0,0.168421052631579
2020-12-29 00:00:00,586,175,0.2986348122866894,65.0,19.0,0.2923076923076923
2020-12-28 00:00:00,628,218,0.3471337579617834,23.0,3.0,0.1304347826086957
2020-12-27 00:00:00,291,100,0.3436426116838488,36.0,3.0,0.0833333333333333
2020-12-26 00:00:00,308,94,0.3051948051948052,3.0,2.0,0.6666666666666666
2020-12-25 00:00:00,68,22,0.3235294117647059,2.0,0.0,0
2020-12-24 00:00:00,382,101,0.2643979057591623,10.0,2.0,0.2
2020-12-23 00:00:00,542,161,0.2970479704797048,27.0,7.0,0.2592592592592593
2020-12-22 00:00:00,678,142,0.2094395280235988,45.0,13.0,0.2888888888888889
2020-12-21 00:00:00,823,202,0.2454434993924666,28.0,7.0,0.25
2020-12-20 00:00:00,316,86,0.2721518987341772,50.0,11.0,0.22
2020-12-19 00:00:00,341,94,0.2756598240469208,48.0,4.0,0.0833333333333333
2020-12-18 00:00:00,744,169,0.2271505376344086,54.0,5.0,0.0925925925925926
2020-12-17 00:00:00,811,180,0.2219482120838471,158.0,20.0,0.1265822784810127
2020-12-16 00:00:00,681,141,0.2070484581497797,23.0,5.0,0.2173913043478261
2020-12-15 00:00:00,836,164,0.1961722488038278,19.0,3.0,0.1578947368421053
2020-12-14 00:00:00,823,193,0.2345078979343864,21.0,7.0,0.3333333333333333
2020-12-13 00:00:00,282,72,0.2553191489361702,29.0,4.0,0.1379310344827586
2020-12-12 00:00:00,233,70,0.3004291845493563,5.0,0.0,0
2020-12-11 00:00:00,661,163,0.2465960665658094,31.0,6.0,0.1935483870967742
2020-12-10 00:00:00,763,118,0.1546526867627785,49.0,10.0,0.2040816326530612
2020-12-09 00:00:00,681,162,0.2378854625550661,13.0,2.0,0.1538461538461539
2020-12-08 00:00:00,727,162,0.2228335625859697,59.0,11.0,0.1864406779661017
2020-12-07 00:00:00,974,189,0.1940451745379877,25.0,2.0,0.08
2020-12-06 00:00:00,284,74,0.2605633802816902,2.0,2.0,1
2020-12-05 00:00:00,248,70,0.2822580645161291,50.0,0.0,0
2020-12-04 00:00:00,779,127,0.1630295250320924,103.0,6.0,0.058252427184466
2020-12-03 00:00:00,738,144,0.1951219512195122,30.0,4.0,0.1333333333333333
2020-12-02 00:00:00,742,161,0.2169811320754717,19.0,0.0,0
2020-12-01 00:00:00,742,160,0.215633423180593,22.0,1.0,0.0454545454545455
2020-11-30 00:00:00,900,220,0.2444444444444445,61.0,3.0,0.0491803278688525
2020-11-29 00:00:00,282,75,0.2659574468085107,3.0,0.0,0
2020-11-28 00:00:00,353,98,0.2776203966005666,2.0,0.0,0
2020-11-27 00:00:00,412,106,0.2572815533980583,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,79,22,0.2784810126582279,1.0,1.0,1
2020-11-25 00:00:00,738,147,0.1991869918699187,27.0,7.0,0.2592592592592593
2020-11-24 00:00:00,796,144,0.1809045226130653,60.0,3.0,0.05
2020-11-23 00:00:00,838,153,0.1825775656324582,20.0,2.0,0.1
2020-11-22 00:00:00,249,49,0.1967871485943775,1.0,0.0,0
2020-11-21 00:00:00,359,62,0.1727019498607242,38.0,3.0,0.0789473684210526
2020-11-20 00:00:00,752,126,0.1675531914893617,63.0,4.0,0.0634920634920635
2020-11-19 00:00:00,713,120,0.1683029453015428,24.0,4.0,0.1666666666666667
2020-11-18 00:00:00,651,95,0.1459293394777266,9.0,3.0,0.3333333333333333
2020-11-17 00:00:00,695,106,0.1525179856115108,30.0,2.0,0.0666666666666667
2020-11-16 00:00:00,627,111,0.1770334928229665,20.0,0.0,0
2020-11-15 00:00:00,229,50,0.2183406113537118,,,
2020-11-14 00:00:00,230,37,0.1608695652173913,4.0,0.0,0
2020-11-13 00:00:00,552,76,0.1376811594202899,34.0,4.0,0.1176470588235294
2020-11-12 00:00:00,528,62,0.1174242424242424,14.0,3.0,0.2142857142857143
2020-11-11 00:00:00,288,47,0.1631944444444445,15.0,2.0,0.1333333333333333
2020-11-10 00:00:00,457,72,0.1575492341356674,61.0,3.0,0.0491803278688525
2020-11-09 00:00:00,424,55,0.1297169811320755,20.0,1.0,0.05
2020-11-08 00:00:00,158,19,0.120253164556962,3.0,0.0,0
2020-11-07 00:00:00,203,14,0.0689655172413793,68.0,1.0,0.0147058823529412
2020-11-06 00:00:00,496,38,0.0766129032258065,30.0,1.0,0.0333333333333333
2020-11-05 00:00:00,478,41,0.0857740585774059,18.0,2.0,0.1111111111111111
