Category,value
tests,12239555
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,2045854
20 - 44 years,5230851
45 - 54 years,1622685
55 - 64 years,1505413
65 years and older,1811930
Unknown,22822
positive,0.097559184137005
