date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,946,863,634,481,223,7
1/10/2021,1294,1200,924,709,499,11
1/11/2021,1354,1288,987,747,840,11
1/12/2021,1417,1356,1063,801,1161,13
1/13/2021,1503,1430,1138,863,1496,13
1/14/2021,1522,1447,1167,886,1584,13
1/15/2021,1551,1463,1187,912,1674,13
1/16/2021,1555,1465,1190,913,1679,13
1/17/2021,1557,1468,1191,914,1683,13
1/18/2021,1566,1474,1200,918,1700,13
1/19/2021,1609,1502,1229,947,1813,18
1/2/2021,948,864,634,483,224,7
1/20/2021,1624,1509,1237,957,1843,19
1/21/2021,1744,1702,1408,1055,2365,22
1/22/2021,1853,1796,1490,1135,3027,23
1/23/2021,1882,1835,1516,1166,3061,24
1/24/2021,1883,1837,1519,1169,3072,24
1/25/2021,1918,1909,1582,1218,3229,24
1/26/2021,2051,2051,1720,1354,3383,32
1/27/2021,2193,2204,1838,1450,3584,32
1/28/2021,2350,2356,2027,1668,4279,33
1/29/2021,2510,2487,2192,1810,5360,36
1/3/2021,950,864,634,483,224,7
1/30/2021,2550,2518,2230,1883,6220,36
1/31/2021,2551,2519,2230,1884,6236,36
1/4/2021,1005,919,674,516,261,8
1/5/2021,1093,1014,739,561,296,8
1/6/2021,1208,1129,834,625,366,11
1/7/2021,1254,1167,894,662,397,11
1/8/2021,1287,1196,920,703,488,11
1/9/2021,1289,1197,924,707,493,11
12/1/2020,1,1,1,,2,
12/10/2020,1,2,3,,3,
12/11/2020,1,2,3,,3,
12/12/2020,1,2,5,,3,
12/13/2020,1,2,5,,3,
12/14/2020,1,2,5,,3,
12/15/2020,1,2,5,,3,
12/16/2020,3,3,6,1,4,
12/17/2020,9,7,10,5,6,
12/18/2020,9,7,11,5,6,
12/19/2020,9,7,11,5,8,
12/2/2020,1,1,1,,2,
12/20/2020,9,9,11,6,8,
12/21/2020,75,45,49,23,23,
12/22/2020,255,243,170,135,55,1
12/23/2020,445,458,328,253,95,4
12/24/2020,508,511,385,293,102,4
12/25/2020,508,511,385,293,102,4
12/26/2020,532,546,401,311,108,4
12/27/2020,532,546,401,311,109,4
12/28/2020,675,659,478,361,135,6
12/29/2020,774,748,536,408,168,7
12/3/2020,1,1,2,,2,
12/30/2020,912,846,616,462,202,7
12/31/2020,944,861,630,476,210,7
12/4/2020,1,1,3,,2,
12/5/2020,1,1,3,,2,
12/6/2020,1,1,3,,2,
12/7/2020,1,1,3,,2,
12/8/2020,1,1,3,,3,
12/9/2020,1,1,3,,3,
2/1/2021,2592,2545,2250,1908,6841,39
2/10/2021,2932,2847,2626,2355,9942,54
2/11/2021,3062,2961,2757,2510,10955,65
2/12/2021,3119,3010,2815,2565,12039,66
2/13/2021,3146,3033,2832,2600,12686,68
2/14/2021,3151,3037,2832,2601,12692,68
2/15/2021,3157,3041,2836,2608,12730,68
2/16/2021,3182,3045,2845,2612,12775,70
2/17/2021,3221,3081,2897,2669,12828,71
2/18/2021,3250,3103,2913,2687,12957,71
2/19/2021,3321,3174,2998,2782,13105,73
2/2/2021,2625,2578,2284,1965,7534,43
2/20/2021,3360,3195,3022,2817,13155,78
2/21/2021,3361,3196,3025,2817,13165,78
2/22/2021,3364,3199,3026,2819,13174,78
2/23/2021,3406,3252,3062,2873,13352,82
2/24/2021,3427,3286,3085,2917,14352,85
2/25/2021,3500,3345,3149,2994,15346,87
2/26/2021,3560,3403,3192,3095,16348,89
2/27/2021,3589,3429,3208,3129,16713,92
2/28/2021,3609,3454,3245,3159,16832,92
2/3/2021,2749,2712,2453,2135,8229,46
2/4/2021,2798,2754,2510,2197,8551,49
2/5/2021,2835,2785,2541,2228,8682,51
2/6/2021,2846,2786,2542,2233,8705,52
2/7/2021,2847,2787,2543,2234,8723,52
2/8/2021,2868,2809,2562,2262,8826,52
2/9/2021,2889,2829,2596,2303,8867,52
3/1/2021,3633,3478,3261,3187,16984,93
3/10/2021,4607,4275,4260,4998,19987,123
3/11/2021,4826,4383,4380,5232,20304,134
3/12/2021,4878,4442,4497,5869,20639,138
3/13/2021,4953,4499,4545,5993,20789,140
3/14/2021,4965,4504,4555,6060,20854,140
3/15/2021,5087,4604,4686,6262,20960,146
3/16/2021,5331,4818,4930,6606,21132,157
3/17/2021,5911,5043,5135,6881,21687,168
3/18/2021,6287,5276,5480,7820,22464,190
3/19/2021,6636,5568,5876,8761,23072,209
3/2/2021,3663,3493,3289,3219,17107,95
3/20/2021,6719,5627,5965,9099,23379,216
3/21/2021,6736,5637,5986,9138,23411,218
3/22/2021,6770,5686,6026,9235,23487,223
3/23/2021,7020,5895,6248,9524,23629,243
3/24/2021,7541,6204,6621,9897,23884,307
3/25/2021,8042,6449,6899,10229,24051,346
3/26/2021,8332,6629,7163,10479,24249,392
3/27/2021,8372,6642,7186,10512,24281,398
3/28/2021,8393,6655,7198,10531,24294,399
3/29/2021,8665,6808,7392,10720,24469,515
3/3/2021,3690,3525,3319,3267,17271,98
3/30/2021,9474,7324,8095,11338,24847,713
3/31/2021,10371,7820,8722,11785,25167,923
3/4/2021,3802,3638,3448,3470,17605,103
3/5/2021,4124,3890,3735,3923,18502,114
3/6/2021,4141,3901,3749,3997,18572,114
3/7/2021,4152,3910,3762,4052,18619,116
3/8/2021,4179,3933,3799,4201,19076,117
3/9/2021,4401,4131,4036,4543,19627,120
4/1/2021,11043,8195,9183,12176,25476,1145
4/10/2021,14699,10277,11340,14280,27133,2318
4/11/2021,14834,10350,11398,14376,27201,2390
4/12/2021,14976,10423,11502,14484,27308,2431
4/13/2021,15167,10525,11633,14622,27431,2483
4/14/2021,15538,10723,11840,14786,27554,2559
4/15/2021,15703,10932,12032,14889,27649,2649
4/16/2021,15896,11082,12175,14992,27736,2700
4/17/2021,16025,11156,12237,15060,27787,2751
4/18/2021,16069,11179,12266,15096,27811,2775
4/19/2021,16208,11281,12357,15167,27880,2798
4/2/2021,11537,8494,9521,12480,25668,1319
4/20/2021,16309,11334,12413,15255,27949,2833
4/21/2021,16438,11412,12509,15334,28039,2880
4/22/2021,16569,11475,12590,15420,28111,2910
4/23/2021,16703,11547,12676,15522,28204,2956
4/24/2021,16791,11586,12721,15575,28249,2991
4/25/2021,16838,11603,12754,15611,28263,3014
4/26/2021,16903,11647,12797,15660,28305,3037
4/27/2021,17059,11752,12900,15793,28413,3090
4/28/2021,17235,11834,13008,15906,28473,3134
4/29/2021,17396,11920,13102,15999,28551,3184
4/3/2021,11841,8641,9679,12665,25814,1427
4/30/2021,17599,12031,13227,16100,28627,3240
4/4/2021,12112,8801,9834,12829,25914,1551
4/5/2021,12420,8987,10034,13070,26149,1682
4/6/2021,12817,9189,10291,13349,26408,1780
4/7/2021,13361,9534,10582,13601,26596,1896
4/8/2021,14014,9919,10899,13882,26820,2045
4/9/2021,14464,10177,11185,14147,27027,2180
5/1/2021,17664,12058,13266,16138,28656,3264
5/10/2021,18517,12491,13783,16600,29078,3632
5/11/2021,18610,12535,13833,16654,29123,3660
5/12/2021,18734,12595,13907,16745,29175,3692
5/13/2021,18840,12651,13970,16795,29213,3870
5/14/2021,18950,12724,14048,16844,29264,4068
5/15/2021,19023,12749,14089,16875,29291,4596
5/16/2021,19051,12761,14100,16885,29304,4614
5/17/2021,19138,12811,14150,16933,29350,4665
5/18/2021,19243,12851,14198,16979,29395,4724
5/19/2021,19379,12902,14257,17025,29451,4929
5/2/2021,17708,12072,13287,16158,28676,3275
5/20/2021,19504,12957,14303,17075,29493,5050
5/21/2021,19627,13037,14360,17118,29530,5235
5/22/2021,19671,13060,14390,17141,29545,5438
5/23/2021,19697,13071,14397,17153,29552,5471
5/24/2021,19768,13111,14440,17195,29600,5536
5/25/2021,19844,13171,14489,17234,29639,5747
5/26/2021,19963,13232,14549,17276,29685,5947
5/27/2021,20086,13290,14601,17317,29714,6176
5/28/2021,20208,13352,14655,17363,29741,6323
5/29/2021,20244,13372,14676,17373,29753,6343
5/3/2021,17821,12120,13366,16218,28734,3307
5/30/2021,20274,13383,14691,17387,29757,6355
5/31/2021,20292,13391,14700,17391,29765,6358
5/4/2021,17958,12202,13446,16301,28807,3352
5/5/2021,18104,12277,13565,16396,28882,3390
5/6/2021,18250,12346,13639,16468,28953,3427
5/7/2021,18372,12420,13708,16518,29004,3578
5/8/2021,18412,12454,13735,16541,29025,3600
5/9/2021,18441,12463,13747,16551,29034,3612
6/1/2021,20401,13438,14745,17416,29790,6465
6/10/2021,21275,13818,15125,17678,29988,7565
6/11/2021,21457,13880,15179,17705,30009,7774
6/12/2021,21482,13901,15188,17717,30014,7808
6/13/2021,21494,13903,15192,17720,30018,7809
6/14/2021,21567,13935,15233,17749,30041,7906
6/15/2021,21684,13991,15270,17780,30065,8008
6/16/2021,21753,14025,15301,17806,30083,8072
6/17/2021,21812,14052,15332,17828,30104,8138
6/18/2021,21878,14079,15363,17848,30113,8209
6/19/2021,21907,14093,15372,17857,30120,8235
6/2/2021,20508,13487,14813,17457,29832,6772
6/20/2021,21914,14098,15374,17862,30121,8241
6/21/2021,21977,14127,15397,17877,30135,8304
6/22/2021,22298,14259,15432,17892,30153,8366
6/23/2021,22933,14473,15499,17926,30176,8523
6/24/2021,23546,14745,15543,17963,30202,8658
6/25/2021,23638,14791,15572,17995,30226,8751
6/26/2021,23685,14806,15581,18005,30229,8778
6/27/2021,23697,14815,15588,18011,30230,8792
6/28/2021,23808,14842,15612,18021,30239,8854
6/29/2021,24025,14909,15669,18061,30254,8950
6/3/2021,20625,13532,14845,17494,29860,6909
6/30/2021,24166,14985,15712,18090,30274,9044
6/4/2021,20746,13589,14894,17526,29891,7039
6/5/2021,20798,13619,14920,17550,29909,7107
6/6/2021,20813,13633,14928,17559,29910,7121
6/7/2021,20882,13666,14965,17575,29930,7204
6/8/2021,20999,13702,15011,17615,29954,7308
6/9/2021,21130,13763,15068,17641,29968,7424
7/1/2021,24347,15052,15754,18109,30293,9180
7/10/2021,24867,15244,15948,18242,30397,9691
7/11/2021,24880,15250,15954,18242,30401,9704
7/12/2021,24939,15267,15978,18269,30410,9816
7/13/2021,25015,15296,16005,18301,30427,9910
7/14/2021,25081,15323,16029,18320,30446,9972
7/15/2021,25139,15351,16052,18340,30455,10048
7/16/2021,25205,15379,16072,18366,30468,10182
7/17/2021,25223,15394,16086,18375,30477,10219
7/18/2021,25246,15405,16090,18379,30480,10245
7/19/2021,25304,15426,16119,18395,30501,10346
