Category,value
tests,545865
Yuma,10765
Yavapai,14079
Santa Cruz,2116
Pinal,34959
Pima,54402
Navajo,4544
Mohave,12269
Maricopa,379607
La Paz,1595
Greenlee,208
Graham,1137
Gila,6059
Coconino,6749
Cochise,6285
Apache,1250
Unknown,468
65 years and older,127020
55 - 64 years,102490
45 - 54 years,96277
20 - 44 years,191390
Less than 20 years,28220
positive,0.2009434567154883
