Category,value
tests,486255
Yuma,10305
Yavapai,12412
Santa Cruz,1824
Pinal,31043
Pima,50659
Navajo,4042
Mohave,9899
Maricopa,336647
La Paz,1553
Greenlee,198
Graham,1070
Gila,4918
Coconino,6125
Cochise,5259
Apache,1137
Unknown,404
65 years and older,114984
55 - 64 years,92301
45 - 54 years,85921
20 - 44 years,169550
Less than 20 years,23095
positive,0.1577341107032319
