date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-03-03 00:00:00,38934,1958342,15050.0,472507.0
2021-03-02 00:00:00,42217,1919408,14402.0,457457.0
2021-03-01 00:00:00,39983,1877191,12834.0,443055.0
2021-02-28 00:00:00,24643,1837208,15575.0,430221.0
2021-02-27 00:00:00,48996,1812565,15096.0,414646.0
2021-02-26 00:00:00,64520,1763569,13987.0,399550.0
2021-02-25 00:00:00,58321,1699049,13362.0,385563.0
2021-02-24 00:00:00,55567,1640728,13714.0,372201.0
2021-02-23 00:00:00,42858,1585161,12730.0,358487.0
2021-02-22 00:00:00,26952,1542303,11775.0,345757.0
2021-02-21 00:00:00,14659,1515351,10824.0,333982.0
2021-02-20 00:00:00,34022,1500692,11254.0,323158.0
2021-02-19 00:00:00,41087,1466670,10222.0,311904.0
2021-02-18 00:00:00,42849,1425583,9841.0,301682.0
2021-02-17 00:00:00,45350,1382734,10554.0,291841.0
2021-02-16 00:00:00,42209,1337384,11077.0,281287.0
2021-02-15 00:00:00,30381,1295175,11028.0,270210.0
2021-02-14 00:00:00,17180,1264794,10226.0,259182.0
2021-02-13 00:00:00,45094,1247614,10478.0,248956.0
2021-02-12 00:00:00,60191,1202520,11056.0,238478.0
2021-02-11 00:00:00,50017,1142329,10847.0,227422.0
2021-02-10 00:00:00,49422,1092312,11070.0,216575.0
2021-02-09 00:00:00,43116,1042890,11035.0,205505.0
2021-02-08 00:00:00,37907,999774,13482.0,194470.0
2021-02-07 00:00:00,16140,961867,11441.0,180988.0
2021-02-06 00:00:00,37309,945727,10991.0,169547.0
2021-02-05 00:00:00,42928,908418,9139.0,158556.0
2021-02-04 00:00:00,45532,865490,9946.0,149417.0
2021-02-03 00:00:00,42987,819958,8972.0,139471.0
2021-02-02 00:00:00,37824,776971,8728.0,130499.0
2021-02-01 00:00:00,28805,739147,8253.0,121771.0
2021-01-31 00:00:00,11469,710342,4835.0,113518.0
2021-01-30 00:00:00,25888,698873,4759.0,108683.0
2021-01-29 00:00:00,39051,672985,4890.0,103924.0
2021-01-28 00:00:00,38651,633934,5335.0,99034.0
2021-01-27 00:00:00,39048,595283,5503.0,93699.0
2021-01-26 00:00:00,36210,556235,6123.0,88196.0
2021-01-25 00:00:00,28445,520025,5021.0,82073.0
2021-01-24 00:00:00,15928,491580,5710.0,77052.0
2021-01-23 00:00:00,28251,475652,5758.0,71342.0
2021-01-22 00:00:00,37114,447401,5558.0,65584.0
2021-01-21 00:00:00,34383,410287,6164.0,60026.0
2021-01-20 00:00:00,31022,375904,5694.0,53862.0
2021-01-19 00:00:00,26327,344882,6001.0,48168.0
2021-01-18 00:00:00,18735,318555,6008.0,42167.0
2021-01-17 00:00:00,9248,299820,5970.0,36159.0
2021-01-16 00:00:00,15650,290572,5663.0,30189.0
2021-01-15 00:00:00,24001,274922,5947.0,24526.0
2021-01-14 00:00:00,24269,250921,5885.0,18579.0
2021-01-13 00:00:00,24761,226652,6323.0,12694.0
2021-01-12 00:00:00,22708,201891,5637.0,6371.0
2021-01-11 00:00:00,15363,179183,733.0,734.0
2021-01-10 00:00:00,3147,163820,,
2021-01-09 00:00:00,7865,160673,,
2021-01-08 00:00:00,11493,152808,1.0,1.0
2021-01-07 00:00:00,12032,141315,,
2021-01-06 00:00:00,11581,129283,,
2021-01-05 00:00:00,8631,117702,,
2021-01-04 00:00:00,8321,109071,,
2021-01-03 00:00:00,3163,100750,,
2021-01-02 00:00:00,7502,97587,,
2021-01-01 00:00:00,414,90085,,
2020-12-31 00:00:00,7627,89671,,
2020-12-30 00:00:00,14589,82044,,
2020-12-29 00:00:00,12590,67455,,
2020-12-28 00:00:00,8980,54865,,
2020-12-27 00:00:00,2622,45885,,
2020-12-26 00:00:00,6489,43263,,
2020-12-25 00:00:00,136,36774,,
2020-12-24 00:00:00,3722,36638,,
2020-12-23 00:00:00,9526,32916,,
2020-12-22 00:00:00,7590,23390,,
2020-12-21 00:00:00,5323,15800,,
2020-12-20 00:00:00,1001,10477,,
2020-12-19 00:00:00,2543,9476,,
2020-12-18 00:00:00,3458,6933,,
2020-12-17 00:00:00,2859,3475,,
2020-12-16 00:00:00,538,616,,
2020-12-15 00:00:00,25,78,,
2020-12-14 00:00:00,3,53,,
2020-12-13 00:00:00,2,50,,
2020-12-12 00:00:00,3,48,,
2020-12-11 00:00:00,7,45,,
2020-12-10 00:00:00,1,38,,
2020-12-09 00:00:00,3,37,,
2020-12-08 00:00:00,2,34,,
2020-12-07 00:00:00,4,32,,
2020-12-05 00:00:00,1,28,,
2020-12-04 00:00:00,1,27,,
2020-12-03 00:00:00,5,26,,
2020-12-02 00:00:00,4,21,,
2020-12-01 00:00:00,17,17,,
