date,pcr_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_positivity_PIMA
2020-08-27 00:00:00,3,0.6666666666666666,,
2020-08-26 00:00:00,120,0.05,11.0,0.0909090909090909
2020-08-25 00:00:00,923,0.057421451787649,106.0,0.0754716981132076
2020-08-24 00:00:00,1065,0.0563380281690141,123.0,0.1138211382113821
2020-08-23 00:00:00,398,0.0804020100502513,55.0,0.0909090909090909
2020-08-22 00:00:00,631,0.0459587955625991,68.0,0.1176470588235294
2020-08-21 00:00:00,1025,0.0517073170731707,145.0,0.0551724137931035
2020-08-20 00:00:00,1327,0.0316503391107762,144.0,0.1180555555555556
2020-08-19 00:00:00,1161,0.0732127476313523,86.0,0.0930232558139535
2020-08-18 00:00:00,1195,0.0635983263598326,148.0,0.1216216216216216
2020-08-17 00:00:00,1334,0.0532233883058471,166.0,0.1566265060240964
2020-08-16 00:00:00,834,0.0227817745803357,67.0,0.0149253731343284
2020-08-15 00:00:00,761,0.0643889618922471,85.0,0.0470588235294118
2020-08-14 00:00:00,1655,0.0398791540785499,182.0,0.0934065934065934
2020-08-13 00:00:00,1496,0.0614973262032086,136.0,0.1323529411764706
2020-08-12 00:00:00,1223,0.0727718724448079,89.0,0.0786516853932584
2020-08-11 00:00:00,1608,0.0646766169154229,158.0,0.1075949367088608
2020-08-10 00:00:00,1597,0.0776455854727614,177.0,0.096045197740113
2020-08-09 00:00:00,803,0.0547945205479452,64.0,0.125
2020-08-08 00:00:00,871,0.0746268656716418,79.0,0.0379746835443038
2020-08-07 00:00:00,1323,0.0468631897203326,204.0,0.1029411764705882
2020-08-06 00:00:00,1447,0.0711817553559088,196.0,0.1071428571428571
2020-08-05 00:00:00,1231,0.0796100731112916,125.0,0.136
2020-08-04 00:00:00,1381,0.0651701665459812,332.0,0.0391566265060241
2020-08-03 00:00:00,1585,0.0858044164037855,296.0,0.0472972972972973
2020-08-02 00:00:00,478,0.0690376569037657,50.0,0.06
2020-08-01 00:00:00,1043,0.0891658676893576,89.0,0.0337078651685393
2020-07-31 00:00:00,1463,0.0704032809295967,421.0,0.0783847980997625
2020-07-30 00:00:00,1399,0.1122230164403145,378.0,0.044973544973545
2020-07-29 00:00:00,1411,0.0836286321757619,368.0,0.0516304347826087
2020-07-28 00:00:00,1423,0.0927617709065355,486.0,0.0679012345679012
2020-07-27 00:00:00,1498,0.0994659546061415,525.0,0.0419047619047619
2020-07-26 00:00:00,522,0.0881226053639847,44.0,0.0227272727272727
2020-07-25 00:00:00,1065,0.1098591549295775,78.0,0.0256410256410256
2020-07-24 00:00:00,1567,0.0855137204850032,532.0,0.0413533834586466
2020-07-23 00:00:00,1466,0.1036834924965894,428.0,0.058411214953271
2020-07-22 00:00:00,1862,0.0800214822771214,445.0,0.0651685393258427
2020-07-21 00:00:00,1839,0.1049483414899402,547.0,0.0402193784277879
2020-07-20 00:00:00,1736,0.097926267281106,527.0,0.0588235294117647
2020-07-19 00:00:00,632,0.1044303797468355,48.0,0.0833333333333333
2020-07-18 00:00:00,1227,0.097799511002445,65.0,0.0461538461538462
2020-07-17 00:00:00,1908,0.0911949685534591,255.0,0.0745098039215686
2020-07-16 00:00:00,2050,0.0985365853658537,186.0,0.1236559139784946
2020-07-15 00:00:00,2059,0.1044196211753278,177.0,0.1355932203389831
2020-07-14 00:00:00,2300,0.1334782608695652,221.0,0.1085972850678733
2020-07-13 00:00:00,2048,0.11669921875,239.0,0.0627615062761506
2020-07-12 00:00:00,723,0.1217150760719226,79.0,0.0759493670886076
2020-07-11 00:00:00,1236,0.1359223300970874,69.0,0.0579710144927536
2020-07-10 00:00:00,2285,0.1207877461706783,268.0,0.0783582089552239
2020-07-09 00:00:00,2299,0.117442366246194,180.0,0.0888888888888889
2020-07-08 00:00:00,2642,0.1150643451930356,181.0,0.0828729281767956
2020-07-07 00:00:00,2694,0.1321455085374907,242.0,0.0495867768595041
2020-07-06 00:00:00,2583,0.1389856755710414,223.0,0.0493273542600897
2020-07-05 00:00:00,952,0.1764705882352941,71.0,0.0563380281690141
2020-07-04 00:00:00,616,0.1948051948051948,67.0,0.0597014925373134
2020-07-03 00:00:00,1518,0.1343873517786561,80.0,0.025
2020-07-02 00:00:00,2790,0.135483870967742,254.0,0.0708661417322835
2020-07-01 00:00:00,2832,0.1370056497175141,235.0,0.0595744680851064
2020-06-30 00:00:00,2370,0.1531645569620253,291.0,0.0549828178694158
2020-06-29 00:00:00,2406,0.1433915211970075,322.0,0.0372670807453416
2020-06-28 00:00:00,900,0.15,68.0,0.0735294117647059
2020-06-27 00:00:00,1379,0.16751269035533,110.0,0.0363636363636364
2020-06-26 00:00:00,1894,0.1341077085533263,337.0,0.0326409495548961
2020-06-25 00:00:00,2537,0.1229798975167521,249.0,0.0481927710843374
2020-06-24 00:00:00,2152,0.1157063197026022,248.0,0.0403225806451613
2020-06-23 00:00:00,2394,0.1365914786967419,416.0,0.1538461538461539
2020-06-22 00:00:00,2137,0.1272812353766963,289.0,0.027681660899654
2020-06-21 00:00:00,1092,0.152930402930403,78.0,0
2020-06-20 00:00:00,1435,0.1658536585365854,84.0,0.0476190476190476
2020-06-19 00:00:00,2196,0.1343351548269581,361.0,0.0415512465373961
2020-06-18 00:00:00,1999,0.1345672836418209,255.0,0.0470588235294118
2020-06-17 00:00:00,1859,0.1301775147928994,226.0,0.0442477876106195
2020-06-16 00:00:00,1948,0.1124229979466119,308.0,0.0162337662337662
2020-06-15 00:00:00,2034,0.1155358898721731,434.0,0.0276497695852535
2020-06-14 00:00:00,805,0.1204968944099379,96.0,0.0104166666666667
2020-06-13 00:00:00,925,0.172972972972973,123.0,0.024390243902439
2020-06-12 00:00:00,1388,0.1138328530259366,334.0,0.0239520958083832
2020-06-11 00:00:00,1231,0.107229894394801,269.0,0.0223048327137546
2020-06-10 00:00:00,1357,0.1149594694178335,463.0,0.0453563714902808
2020-06-09 00:00:00,1356,0.1157817109144543,358.0,0.0335195530726257
2020-06-08 00:00:00,1323,0.090702947845805,482.0,0.0767634854771784
2020-06-07 00:00:00,511,0.1291585127201566,80.0,0.0125
2020-06-06 00:00:00,651,0.1244239631336406,267.0,0.0262172284644195
2020-06-05 00:00:00,1509,0.072233267064281,315.0,0.0158730158730159
2020-06-04 00:00:00,1356,0.084070796460177,421.0,0.0997624703087886
2020-06-03 00:00:00,1180,0.0864406779661017,455.0,0.0285714285714286
2020-06-02 00:00:00,1053,0.0826210826210826,330.0,0.0181818181818182
2020-06-01 00:00:00,1303,0.0613967766692249,464.0,0.0193965517241379
2020-05-31 00:00:00,422,0.0829383886255924,82.0,0.0121951219512195
2020-05-30 00:00:00,1538,0.0793237971391417,118.0,0.0169491525423729
2020-05-29 00:00:00,1120,0.0598214285714286,434.0,0.0414746543778802
2020-05-28 00:00:00,1055,0.0521327014218009,355.0,0.0422535211267606
2020-05-27 00:00:00,902,0.0731707317073171,501.0,0.0598802395209581
2020-05-26 00:00:00,938,0.0575692963752665,412.0,0.0315533980582524
2020-05-25 00:00:00,371,0.0970350404312669,70.0,0.0142857142857143
2020-05-24 00:00:00,453,0.0640176600441501,78.0,0.0128205128205128
2020-05-23 00:00:00,540,0.0648148148148148,111.0,0.009009009009009
2020-05-22 00:00:00,847,0.0448642266824085,350.0,0.02
2020-05-21 00:00:00,705,0.0326241134751773,341.0,0.0117302052785924
2020-05-20 00:00:00,703,0.0512091038406828,375.0,0.024
2020-05-19 00:00:00,809,0.0420271940667491,412.0,0.0315533980582524
2020-05-18 00:00:00,877,0.0456100342075257,458.0,0.0218340611353712
2020-05-17 00:00:00,324,0.0462962962962963,70.0,0
2020-05-16 00:00:00,1310,0.0274809160305344,98.0,0.0306122448979592
2020-05-15 00:00:00,844,0.0438388625592417,422.0,0.037914691943128
2020-05-14 00:00:00,843,0.0498220640569395,355.0,0.047887323943662
2020-05-13 00:00:00,643,0.031104199066874,389.0,0.0359897172236504
2020-05-12 00:00:00,766,0.0391644908616188,440.0,0.0409090909090909
2020-05-11 00:00:00,967,0.03205791106515,517.0,0.0290135396518375
2020-05-10 00:00:00,213,0.0657276995305164,59.0,0.0169491525423729
2020-05-09 00:00:00,792,0.0416666666666667,89.0,0.0112359550561798
2020-05-08 00:00:00,698,0.0343839541547278,578.0,0.0328719723183391
2020-05-07 00:00:00,1027,0.0253164556962025,482.0,0.0352697095435685
2020-05-06 00:00:00,651,0.0414746543778802,357.0,0.0392156862745098
2020-05-05 00:00:00,803,0.0448318804483188,424.0,0.0400943396226415
2020-05-04 00:00:00,762,0.047244094488189,419.0,0.0167064439140811
2020-05-03 00:00:00,195,0.0564102564102564,35.0,0
2020-05-02 00:00:00,674,0.0385756676557864,54.0,0
2020-05-01 00:00:00,518,0.0328185328185328,485.0,0.0577319587628866
2020-04-30 00:00:00,475,0.0421052631578947,480.0,0.0354166666666667
2020-04-29 00:00:00,365,0.0438356164383562,478.0,0.0523012552301255
2020-04-28 00:00:00,347,0.0432276657060519,295.0,0.0610169491525424
2020-04-27 00:00:00,304,0.0493421052631579,122.0,0.0081967213114754
2020-04-26 00:00:00,87,0.0919540229885058,2.0,0
2020-04-25 00:00:00,110,0.0636363636363636,4.0,0
2020-04-24 00:00:00,323,0.0743034055727554,18.0,0.0555555555555556
2020-04-23 00:00:00,288,0.0798611111111111,2.0,0
