date,pcr_tests,pcr_positivity,ser_tests,ser_positivity
2020-08-27 00:00:00,12,0.1666666666666667,,
2020-08-26 00:00:00,1447,0.0587422252937111,364,0.1401098901098901
2020-08-25 00:00:00,7635,0.0349705304518664,1431,0.1215932914046122
2020-08-24 00:00:00,9514,0.0580197603531638,1286,0.1306376360808709
2020-08-23 00:00:00,3782,0.0481226864093072,402,0.082089552238806
2020-08-22 00:00:00,4339,0.0553122839363909,554,0.0992779783393502
2020-08-21 00:00:00,7560,0.0464285714285714,1454,0.156808803301238
2020-08-20 00:00:00,7165,0.0463363572923936,1311,0.1510297482837529
2020-08-19 00:00:00,8080,0.0513613861386139,1119,0.1349419124218052
2020-08-18 00:00:00,9741,0.0437326763165999,1718,0.1280558789289872
2020-08-17 00:00:00,10825,0.0448036951501155,1579,0.1481950601646612
2020-08-16 00:00:00,4279,0.0451039962608086,480,0.0958333333333333
2020-08-15 00:00:00,5598,0.0644873168988925,580,0.1206896551724138
2020-08-14 00:00:00,9155,0.0502457673402512,1609,0.1417029210689869
2020-08-13 00:00:00,7956,0.0622171945701358,1460,0.1671232876712329
2020-08-12 00:00:00,9623,0.0506079185285254,1430,0.1468531468531469
2020-08-11 00:00:00,9805,0.0607853136155023,1878,0.1586794462193823
2020-08-10 00:00:00,10227,0.0627750073335289,1534,0.1342894393741852
2020-08-09 00:00:00,4973,0.0573094711441786,419,0.0859188544152745
2020-08-08 00:00:00,5812,0.0665863730213352,551,0.103448275862069
2020-08-07 00:00:00,8097,0.0742250216129431,1689,0.1397276494967436
2020-08-06 00:00:00,8094,0.0788238201136644,1445,0.1653979238754325
2020-08-05 00:00:00,7870,0.0819567979669632,1277,0.2012529365700862
2020-08-04 00:00:00,7948,0.0826623049823855,1866,0.1296891747052519
2020-08-03 00:00:00,9478,0.0930576070901034,1905,0.1333333333333333
2020-08-02 00:00:00,4237,0.0906301628510739,415,0.0987951807228916
2020-08-01 00:00:00,6398,0.0819005939356049,556,0.1169064748201439
2020-07-31 00:00:00,9521,0.0775128662955572,2003,0.1347978032950574
2020-07-30 00:00:00,8017,0.1044031433204441,1869,0.1514178705189941
2020-07-29 00:00:00,8281,0.0975727569134163,1944,0.132201646090535
2020-07-28 00:00:00,8478,0.1100495399858457,2442,0.1244881244881245
2020-07-27 00:00:00,10028,0.1137814120462705,2220,0.1166666666666667
2020-07-26 00:00:00,4903,0.118294921476647,364,0.0906593406593407
2020-07-25 00:00:00,7212,0.1167498613422074,534,0.1198501872659176
2020-07-24 00:00:00,10735,0.1098276665114113,2354,0.1389124893797791
2020-07-23 00:00:00,10409,0.1169180516860409,1999,0.128064032016008
2020-07-22 00:00:00,11980,0.1156093489148581,1863,0.1282877079978529
2020-07-21 00:00:00,12454,0.1192387987795086,2577,0.1187427240977881
2020-07-20 00:00:00,12339,0.1346138260799093,2499,0.1316526610644258
