date,Maricopa_cume,Maricopa
2020-12-01 00:00:00,57,
2020-12-02 00:00:00,66,9
2020-12-03 00:00:00,71,5
2020-12-04 00:00:00,72,1
2020-12-07 00:00:00,76,4
2020-12-08 00:00:00,79,3
2020-12-09 00:00:00,83,4
2020-12-10 00:00:00,93,10
2020-12-11 00:00:00,97,4
2020-12-12 00:00:00,99,2
2020-12-13 00:00:00,100,1
2020-12-14 00:00:00,105,5
2020-12-15 00:00:00,118,13
2020-12-16 00:00:00,157,39
2020-12-17 00:00:00,1410,1253
2020-12-18 00:00:00,3066,1656
2020-12-19 00:00:00,4750,1684
2020-12-20 00:00:00,5722,972
2020-12-21 00:00:00,8982,3260
2020-12-22 00:00:00,13240,4258
2020-12-23 00:00:00,18059,4819
2020-12-24 00:00:00,19622,1563
2020-12-25 00:00:00,19623,1
2020-12-26 00:00:00,24740,5117
2020-12-27 00:00:00,27056,2316
2020-12-28 00:00:00,32347,5291
2020-12-29 00:00:00,40312,7965
2020-12-30 00:00:00,49125,8813
2020-12-31 00:00:00,52899,3774
2021-01-01 00:00:00,53466,567
2021-01-02 00:00:00,59681,6215
2021-01-03 00:00:00,62377,2696
2021-01-04 00:00:00,67033,4656
2021-01-05 00:00:00,71412,4379
2021-01-06 00:00:00,76430,5018
2021-01-07 00:00:00,81711,5281
2021-01-08 00:00:00,86281,4570
2021-01-09 00:00:00,90928,4647
2021-01-10 00:00:00,93651,2723
2021-01-11 00:00:00,102645,8994
2021-01-12 00:00:00,113422,10777
2021-01-13 00:00:00,124977,11555
2021-01-14 00:00:00,136430,11453
2021-01-15 00:00:00,146267,9837
2021-01-16 00:00:00,152662,6395
2021-01-17 00:00:00,155393,2731
2021-01-18 00:00:00,162227,6834
2021-01-19 00:00:00,174497,12270
2021-01-20 00:00:00,188047,13550
2021-01-21 00:00:00,202323,14276
2021-01-22 00:00:00,219629,17306
2021-01-23 00:00:00,233547,13918
2021-01-24 00:00:00,240712,7165
2021-01-25 00:00:00,252293,11581
2021-01-26 00:00:00,269174,16881
2021-01-27 00:00:00,284985,15811
2021-01-28 00:00:00,299243,14258
2021-01-29 00:00:00,316605,17362
2021-01-30 00:00:00,327985,11380
2021-01-31 00:00:00,331480,3495
2021-02-01 00:00:00,340519,9039
2021-02-02 00:00:00,354934,14415
2021-02-03 00:00:00,369230,14296
2021-02-04 00:00:00,386001,16771
2021-02-05 00:00:00,401158,15157
2021-02-06 00:00:00,415623,14465
2021-02-07 00:00:00,418110,2487
2021-02-08 00:00:00,429394,11284
2021-02-09 00:00:00,447418,18024
2021-02-10 00:00:00,463969,16551
2021-02-11 00:00:00,481167,17198
2021-02-12 00:00:00,507966,26799
2021-02-13 00:00:00,527691,19725
2021-02-14 00:00:00,531574,3883
2021-02-15 00:00:00,540998,9424
2021-02-16 00:00:00,559134,18136
2021-02-17 00:00:00,578673,19539
2021-02-18 00:00:00,598749,20076
2021-02-19 00:00:00,619529,20780
2021-02-20 00:00:00,635707,16178
2021-02-21 00:00:00,638741,3034
2021-02-22 00:00:00,648241,9500
2021-02-23 00:00:00,667695,19454
2021-02-24 00:00:00,689183,21488
2021-02-25 00:00:00,709038,19855
2021-02-26 00:00:00,735767,26729
2021-02-27 00:00:00,755033,19266
2021-02-28 00:00:00,759154,4121
2021-03-01 00:00:00,773866,14712
2021-03-02 00:00:00,791213,17347
2021-03-03 00:00:00,809626,18413
2021-03-04 00:00:00,828826,19200
2021-03-05 00:00:00,848999,20173
2021-03-06 00:00:00,863786,14787
2021-03-07 00:00:00,868592,4806
2021-03-08 00:00:00,885705,17113
2021-03-09 00:00:00,905482,19777
2021-03-10 00:00:00,928404,22922
2021-03-11 00:00:00,952170,23766
2021-03-12 00:00:00,981880,29710
2021-03-13 00:00:00,999729,17849
2021-03-14 00:00:00,1006980,7251
2021-03-15 00:00:00,1024887,17907
2021-03-16 00:00:00,1045434,20547
2021-03-17 00:00:00,1069193,23759
2021-03-18 00:00:00,1093209,24016
2021-03-19 00:00:00,1114871,21662
2021-03-20 00:00:00,1133390,18519
2021-03-21 00:00:00,1142438,9048
2021-03-22 00:00:00,1159577,17139
2021-03-23 00:00:00,1178072,18495
2021-03-24 00:00:00,1200439,22367
2021-03-25 00:00:00,1225096,24657
2021-03-26 00:00:00,1248082,22986
2021-03-27 00:00:00,1265294,17212
2021-03-28 00:00:00,1274080,8786
2021-03-29 00:00:00,1295118,21038
2021-03-30 00:00:00,1317604,22486
2021-03-31 00:00:00,1345192,27588
2021-04-01 00:00:00,1374525,29333
2021-04-02 00:00:00,1399187,24662
2021-04-03 00:00:00,1413429,14242
2021-04-04 00:00:00,1420072,6643
2021-04-05 00:00:00,1444748,24676
2021-04-06 00:00:00,1473252,28504
2021-04-07 00:00:00,1506041,32789
2021-04-08 00:00:00,1540749,34708
2021-04-09 00:00:00,1570015,29266
2021-04-10 00:00:00,1589212,19197
2021-04-11 00:00:00,1599312,10100
2021-04-12 00:00:00,1620842,21530
2021-04-13 00:00:00,1640844,20002
2021-04-14 00:00:00,1662996,22152
2021-04-15 00:00:00,1686741,23745
2021-04-16 00:00:00,1709550,22809
2021-04-17 00:00:00,1725359,15809
2021-04-18 00:00:00,1733772,8413
2021-04-19 00:00:00,1754434,20662
2021-04-20 00:00:00,1775540,21106
2021-04-21 00:00:00,1801635,26095
2021-04-22 00:00:00,1827219,25584
2021-04-23 00:00:00,1849867,22648
2021-04-24 00:00:00,1864320,14453
2021-04-25 00:00:00,1872323,8003
2021-04-26 00:00:00,1892619,20296
2021-04-27 00:00:00,1913347,20728
2021-04-28 00:00:00,1936068,22721
2021-04-29 00:00:00,1956578,20510
2021-04-30 00:00:00,1979457,22879
2021-05-01 00:00:00,1993377,13920
2021-05-02 00:00:00,2001227,7850
2021-05-03 00:00:00,2016010,14783
2021-05-04 00:00:00,2034777,18767
2021-05-05 00:00:00,2052368,17591
2021-05-06 00:00:00,2070358,17990
2021-05-07 00:00:00,2088766,18408
2021-05-08 00:00:00,2101752,12986
2021-05-09 00:00:00,2106667,4915
2021-05-10 00:00:00,2120638,13971
2021-05-11 00:00:00,2135639,15001
2021-05-12 00:00:00,2152545,16906
2021-05-13 00:00:00,2173163,20618
2021-05-14 00:00:00,2192468,19305
2021-05-15 00:00:00,2206358,13890
2021-05-16 00:00:00,2215200,8842
2021-05-17 00:00:00,2233066,17866
2021-05-18 00:00:00,2249646,16580
2021-05-19 00:00:00,2271678,22032
2021-05-20 00:00:00,2289018,17340
2021-05-21 00:00:00,2308262,19244
2021-05-22 00:00:00,2322526,14264
2021-05-23 00:00:00,2329566,7040
2021-05-24 00:00:00,2343848,14282
2021-05-25 00:00:00,2356693,12845
2021-05-26 00:00:00,2369227,12534
2021-05-27 00:00:00,2381403,12176
2021-05-28 00:00:00,2394480,13077
2021-05-29 00:00:00,2402387,7907
2021-05-30 00:00:00,2407312,4925
2021-05-31 00:00:00,2409831,2519
2021-06-01 00:00:00,2422205,12374
2021-06-02 00:00:00,2432736,10531
2021-06-03 00:00:00,2445644,12908
2021-06-04 00:00:00,2459655,14011
2021-06-05 00:00:00,2469968,10313
2021-06-06 00:00:00,2476293,6325
2021-06-07 00:00:00,2488102,11809
2021-06-08 00:00:00,2498989,10887
2021-06-09 00:00:00,2509146,10157
2021-06-10 00:00:00,2521121,11975
2021-06-11 00:00:00,2536754,15633
2021-06-12 00:00:00,2547050,10296
2021-06-13 00:00:00,2552057,5007
