date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20800,23263,21469,18743,13975,173
1/1/2022,935761,623567,635181,722367,1301891,563872
1/10/2021,34353,35615,33881,30776,32097,395
1/10/2022,947773,629465,640750,728105,1307856,583260
1/11/2021,36273,37443,35874,32494,36582,450
1/11/2022,949264,630216,641389,728756,1308605,585550
1/12/2021,39048,40163,38704,35090,44601,545
1/12/2022,950651,630926,642023,729453,1309277,588109
1/13/2021,41798,43109,41887,37881,53738,620
1/13/2022,952266,631671,642656,730120,1309967,590586
1/14/2021,44546,46184,45187,40958,63531,676
1/14/2022,953866,632468,643272,730739,1310479,593829
1/15/2021,48026,49460,48641,44137,73117,763
1/15/2022,954763,632944,643644,731072,1310666,595956
1/16/2021,49801,51032,50344,45763,78620,799
1/16/2022,955301,633194,643877,731278,1310842,596864
1/17/2021,50904,52041,51428,46854,82172,828
1/17/2022,956224,633624,644297,731728,1311253,598565
1/18/2021,52566,53575,53207,48644,90440,863
1/18/2022,957479,634200,644794,732208,1311777,600411
1/19/2021,54638,55464,55315,50896,100880,945
1/19/2022,958784,634836,645356,732763,1312289,602680
1/2/2021,22672,24988,23053,20172,15144,196
1/2/2022,936399,623898,635493,722693,1302193,564552
1/20/2021,57201,58031,58410,54146,113606,1051
1/20/2022,960043,635448,645903,733309,1312823,604699
1/21/2021,60025,61000,61957,57850,129982,1185
1/21/2022,961285,636056,646449,733769,1313229,606906
1/22/2021,64496,65185,66592,62818,146129,1309
1/22/2022,961996,636478,646784,734021,1313423,608486
1/23/2021,67741,67952,69678,66037,156872,1434
1/23/2022,962509,636770,647012,734183,1313552,609284
1/24/2021,69240,69342,71201,67733,164648,1481
1/24/2022,963577,637323,647457,734662,1314039,610881
1/25/2021,71627,71512,73816,70746,178678,1547
1/25/2022,964463,637777,647877,735052,1314448,612398
1/26/2021,74540,74046,76733,74022,196424,1636
1/26/2022,965435,638256,648294,735446,1314859,614130
1/27/2021,77681,76721,79731,77529,215775,1720
1/27/2022,966410,638726,648675,735827,1315220,615665
1/28/2021,80818,79386,82830,81307,237554,1831
1/28/2022,967369,639189,649049,736191,1315513,617502
1/29/2021,84693,82587,86254,85151,258109,1996
1/29/2022,967961,639486,649368,736402,1315640,618953
1/3/2021,23553,25733,23720,20731,15543,212
1/3/2022,937921,624578,636201,723493,1303112,566745
1/30/2021,87483,84728,88607,87629,269739,2151
1/30/2022,968436,639703,649549,736535,1315772,619652
1/31/2021,88393,85463,89473,88688,275897,2185
1/31/2022,969250,640097,649898,736910,1316129,620992
1/4/2021,25275,27398,25371,22272,17664,231
1/4/2022,939515,625331,636856,724239,1304036,569048
1/5/2021,27048,29089,27002,23876,19963,260
1/5/2022,941202,626127,637552,725064,1304982,571797
