date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,106,95,57,67,66,3
1/1/2022,11596,7465,7322,6936,10450,15663
1/10/2021,261,210,161,155,198,6
1/10/2022,11790,7574,7461,7093,10536,16036
1/11/2021,277,231,186,174,215,6
1/11/2022,11842,7591,7505,7135,10564,16133
1/12/2021,297,246,208,201,260,6
1/12/2022,11891,7629,7556,7193,10590,16216
1/13/2021,307,256,215,212,432,6
1/13/2022,11930,7654,7576,7208,10603,16295
1/14/2021,318,268,225,225,596,6
1/14/2022,11966,7679,7599,7228,10609,16388
1/15/2021,333,282,237,233,763,6
1/15/2022,11991,7696,7608,7235,10609,16442
1/16/2021,339,285,237,233,768,6
1/16/2022,12009,7700,7617,7238,10612,16465
1/17/2021,339,286,237,235,772,6
1/17/2022,12015,7707,7626,7248,10615,16488
1/18/2021,341,290,239,239,777,6
1/18/2022,12057,7731,7656,7287,10623,16574
1/19/2021,346,301,241,243,822,6
1/19/2022,12097,7752,7685,7308,10638,16676
1/2/2021,106,95,57,68,66,3
1/2/2022,11606,7468,7325,6941,10456,15676
1/20/2021,366,315,263,261,1149,8
1/20/2022,12119,7771,7707,7324,10647,16736
1/21/2021,381,336,282,279,1461,8
1/21/2022,12151,7788,7722,7332,10650,16788
1/22/2021,411,367,320,308,1866,9
1/22/2022,12163,7806,7733,7332,10651,16838
1/23/2021,416,372,320,310,1872,9
1/23/2022,12178,7818,7742,7339,10654,16866
1/24/2021,416,374,321,312,1874,9
1/24/2022,12197,7843,7772,7353,10663,16895
1/25/2021,431,382,336,330,1899,9
1/25/2022,12212,7867,7781,7371,10668,16918
1/26/2021,455,398,352,352,2193,10
1/26/2022,12227,7881,7800,7379,10671,16925
1/27/2021,476,418,367,376,2257,12
1/27/2022,12243,7895,7807,7386,10674,16947
1/28/2021,498,447,407,447,2550,12
1/28/2022,12255,7898,7819,7392,10674,16967
1/29/2021,548,511,498,518,2715,13
1/29/2022,12267,7911,7831,7396,10674,16997
1/3/2021,108,97,57,69,67,3
1/3/2022,11630,7479,7339,6958,10463,15728
1/30/2021,567,525,512,535,2722,13
1/30/2022,12283,7920,7834,7397,10677,17025
1/31/2021,579,532,517,546,2730,13
1/31/2022,12299,7925,7834,7402,10677,17042
1/4/2021,127,113,67,82,74,3
1/4/2022,11651,7488,7353,6974,10475,15768
1/5/2021,154,123,85,94,84,3
1/5/2022,11674,7507,7375,6997,10487,15815
1/6/2021,185,155,108,114,94,4
1/6/2022,11707,7526,7391,7011,10502,15876
1/7/2021,209,173,126,128,179,5
1/7/2022,11731,7536,7421,7034,10514,15940
1/8/2021,258,207,158,154,196,5
1/8/2022,11750,7544,7432,7051,10517,15976
1/9/2021,261,208,160,154,198,5
1/9/2022,11764,7555,7439,7060,10520,16002
10/1/2021,10290,6377,6393,6204,9644,6149
10/10/2021,10335,6407,6406,6222,9662,6219
10/11/2021,10338,6413,6414,6225,9666,6222
10/12/2021,10350,6415,6417,6226,9668,6255
10/13/2021,10361,6421,6421,6231,9669,6259
10/14/2021,10369,6428,6427,6236,9674,6270
10/15/2021,10389,6433,6434,6239,9677,6275
10/16/2021,10398,6434,6434,6239,9678,6282
10/17/2021,10404,6435,6434,6239,9678,6287
10/18/2021,10413,6441,6438,6242,9683,6292
10/19/2021,10433,6451,6445,6248,9688,6306
10/2/2021,10292,6378,6393,6206,9645,6151
