date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,926,873,654,492,251,4
1/1/2022,35950,20605,19916,22488,37654,27044
1/10/2021,1264,1216,949,723,538,8
1/10/2022,36346,20773,20075,22801,38188,27840
1/11/2021,1328,1308,1014,760,886,8
1/11/2022,36410,20798,20096,22838,38254,27899
1/12/2021,1394,1380,1090,814,1214,9
1/12/2022,36496,20831,20116,22883,38294,27980
1/13/2021,1485,1454,1169,882,1557,9
1/13/2022,36557,20858,20136,22910,38338,28115
1/14/2021,1503,1476,1197,907,1647,9
1/14/2022,36597,20878,20155,22947,38365,28216
1/15/2021,1534,1492,1218,936,1738,9
1/15/2022,36622,20892,20162,22960,38378,28247
1/16/2021,1539,1493,1222,937,1743,9
1/16/2022,36643,20905,20170,22968,38397,28268
1/17/2021,1541,1497,1223,938,1746,10
1/17/2022,36671,20923,20177,22985,38415,28339
1/18/2021,1550,1504,1233,942,1762,10
1/18/2022,36733,20945,20201,23014,38458,28480
1/19/2021,1602,1532,1270,970,1897,14
1/19/2022,36793,20980,20228,23049,38493,28606
1/2/2021,928,874,654,493,253,4
1/2/2022,35964,20614,19923,22507,37675,27054
1/20/2021,1616,1540,1280,981,1930,15
1/20/2022,36910,21038,20272,23092,38526,28713
1/21/2021,1737,1727,1461,1082,2455,19
1/21/2022,36990,21067,20310,23119,38550,28803
1/22/2021,1847,1825,1548,1161,3134,19
1/22/2022,37033,21084,20321,23125,38563,28836
1/23/2021,1878,1866,1574,1193,3172,20
1/23/2022,37065,21098,20329,23131,38568,28848
1/24/2021,1879,1868,1577,1196,3183,20
1/24/2022,37127,21124,20345,23155,38607,28960
1/25/2021,1914,1942,1640,1247,3343,20
1/25/2022,37169,21155,20368,23187,38647,29051
1/26/2021,2042,2084,1780,1388,3503,28
1/26/2022,37261,21208,20399,23218,38683,29278
1/27/2021,2185,2238,1900,1487,3728,28
1/27/2022,37331,21248,20421,23245,38711,29389
1/28/2021,2339,2389,2082,1709,4441,28
1/28/2022,37367,21262,20437,23264,38720,29464
1/29/2021,2493,2521,2246,1852,5534,30
1/29/2022,37386,21276,20453,23281,38726,29533
1/3/2021,929,875,655,493,253,4
1/3/2022,36000,20622,19932,22538,37751,27159
1/30/2021,2531,2554,2281,1924,6402,30
1/30/2022,37404,21286,20459,23288,38731,29547
1/31/2021,2532,2555,2281,1925,6419,30
1/31/2022,37435,21304,20479,23307,38758,29632
1/4/2021,983,931,698,524,294,4
1/4/2022,36056,20648,19951,22589,37882,27281
1/5/2021,1067,1029,764,570,331,5
1/5/2022,36123,20667,19972,22640,37975,27451
1/6/2021,1182,1142,862,639,402,8
1/6/2022,36182,20691,19996,22689,38049,27544
1/7/2021,1223,1184,920,677,435,8
1/7/2022,36251,20724,20022,22733,38099,27646
1/8/2021,1256,1212,945,717,526,8
1/8/2022,36280,20739,20033,22752,38116,27728
1/9/2021,1258,1213,949,721,532,8
1/9/2022,36296,20750,20048,22765,38136,27740
10/1/2021,31238,18190,18022,20094,32882,15549
10/10/2021,31674,18376,18141,20170,32966,15746
10/11/2021,31722,18405,18160,20188,32974,15772
10/12/2021,31765,18432,18170,20197,32983,15807
10/13/2021,31805,18450,18183,20203,32989,15828
10/14/2021,31873,18471,18214,20218,33003,15861
10/15/2021,31944,18495,18234,20236,33012,15882
10/16/2021,31973,18507,18244,20248,33016,15895
10/17/2021,31990,18514,18248,20250,33016,15903
10/18/2021,32043,18551,18265,20266,33028,15953
10/19/2021,32082,18571,18278,20287,33042,15984
10/2/2021,31258,18200,18033,20100,32887,15571
10/20/2021,32112,18582,18292,20302,33050,16008
10/21/2021,32170,18611,18312,20320,33068,16086
10/22/2021,32281,18655,18338,20338,33099,16202
10/23/2021,32341,18678,18347,20355,33118,16356
10/24/2021,32359,18695,18357,20364,33126,16499
10/25/2021,32431,18724,18377,20379,33166,16607
10/26/2021,32490,18763,18389,20405,33212,16623
10/27/2021,32536,18789,18423,20426,33260,16641
10/28/2021,32594,18825,18450,20459,33306,16664
10/29/2021,32700,18863,18471,20483,33351,16684
10/3/2021,31267,18203,18040,20102,32890,15581
10/30/2021,32757,18882,18479,20488,33362,16698
10/31/2021,32769,18886,18485,20493,33366,16701
10/4/2021,31310,18226,18060,20114,32899,15607
10/5/2021,31464,18265,18078,20128,32919,15637
10/6/2021,31516,18299,18096,20138,32932,15671
10/7/2021,31563,18311,18114,20149,32939,15699
10/8/2021,31616,18346,18126,20159,32953,15725
10/9/2021,31656,18365,18132,20164,32960,15739
11/1/2021,32830,18914,18508,20514,33418,16801
11/10/2021,33292,19168,18705,20749,33795,19778
11/11/2021,33338,19187,18721,20772,33819,19951
11/12/2021,33405,19221,18746,20805,33867,20246
11/13/2021,33463,19252,18759,20820,33875,20829
11/14/2021,33484,19277,18771,20835,33886,20884
11/15/2021,33578,19333,18807,20860,33948,21247
11/16/2021,33627,19370,18838,20899,34010,21425
11/17/2021,33695,19415,18867,20933,34082,21689
11/18/2021,33798,19472,18910,20969,34150,21943
11/19/2021,33910,19537,18959,21002,34194,22217
11/2/2021,32879,18944,18530,20529,33471,16849
11/20/2021,33952,19553,18980,21023,34210,22305
11/21/2021,33978,19557,18992,21032,34218,22363
11/22/2021,34052,19586,19019,21067,34267,22568
11/23/2021,34259,19634,19059,21106,34331,22879
11/24/2021,34354,19672,19090,21147,34388,23127
11/25/2021,34355,19672,19090,21147,34388,23128
