Category,value
tests,9702583
YUMA,245689
YAVAPAI,205788
SANTA CRUZ,59590
PINAL,596053
PIMA,1651273
NAVAJO,112140
MOHAVE,196305
MARICOPA,5772966
LA PAZ,17445
GREENLEE,2898
GRAHAM,22409
GILA,63348
COCONINO,246459
COCHISE,108702
APACHE,52483
Unknown,18085
65 years and older,1492793
55 - 64 years,1231915
45 - 54 years,1305976
20 - 44 years,4191539
Less than 20 years,1462275
positive,0.1002772148406254
