Category,value
tests,4784623
Yuma,140645
Yavapai,116194
Santa Cruz,30650
Pinal,297503
Pima,705162
Navajo,61741
Mohave,106748
Maricopa,2855852
La Paz,7592
Greenlee,2082
Graham,12608
Gila,29908
Coconino,97935
Cochise,59539
Apache,29873
Unknown,10986
65 years and older,765404
55 - 64 years,582235
45 - 54 years,612432
20 - 44 years,1922575
Less than 20 years,890991
positive,0.1272727234726749
