Category,value
tests,747764
YUMA,12726
YAVAPAI,22003
SANTA CRUZ,2257
PINAL,45474
PIMA,66558
NAVAJO,6135
MOHAVE,16602
MARICOPA,536013
LA PAZ,1903
GREENLEE,304
GRAHAM,1622
GILA,7408
COCONINO,10116
COCHISE,6786
APACHE,1650
Unknown,686
65 years and older,181949
55 - 64 years,149187
45 - 54 years,134927
20 - 44 years,247963
Less than 20 years,33052
positive,0.2188377616467228
