date,Pima_cume,Pima
1/1/2021,13,
1/10/2021,15,2
1/11/2021,19,4
1/12/2021,20,1
1/13/2021,21,1
1/14/2021,24,3
1/15/2021,25,1
1/16/2021,28,3
1/17/2021,29,1
1/18/2021,30,1
1/19/2021,34,4
1/2/2021,52,18
1/20/2021,56,4
1/21/2021,1290,1234
1/22/2021,2697,1407
1/23/2021,3436,739
1/24/2021,3440,4
1/25/2021,4964,1524
1/26/2021,6471,1507
1/27/2021,8322,1851
1/28/2021,9362,1040
1/29/2021,9364,2
1/3/2021,10154,790
1/30/2021,10321,167
1/31/2021,12177,1856
1/4/2021,14260,2083
1/5/2021,16523,2263
1/6/2021,18181,1658
1/7/2021,18402,221
1/8/2021,19018,616
1/9/2021,19454,436
12/1/2020,21275,1821
12/10/2020,23018,1743
12/11/2020,25181,2163
12/12/2020,27431,2250
12/13/2020,30087,2656
12/14/2020,31607,1520
12/15/2020,32010,403
12/16/2020,34793,2783
12/17/2020,37529,2736
12/18/2020,40013,2484
12/19/2020,42439,2426
12/2/2020,46503,4064
12/20/2020,47907,1404
12/21/2020,48411,504
12/22/2020,52371,3960
12/23/2020,56465,4094
12/24/2020,61181,4716
12/25/2020,66515,5334
12/26/2020,73073,6558
12/27/2020,75630,2557
12/28/2020,76632,1002
12/29/2020,83961,7329
12/3/2020,90961,7000
12/30/2020,98513,7552
12/31/2020,105456,6943
12/4/2020,112735,7279
12/5/2020,116552,3817
12/9/2020,118065,1513
2/1/2021,123580,5515
2/10/2021,129892,6312
2/11/2021,136868,6976
2/12/2021,144112,7244
2/13/2021,152899,8787
2/14/2021,157258,4359
2/15/2021,158347,1089
2/16/2021,165201,6854
2/17/2021,171391,6190
2/18/2021,178884,7493
2/19/2021,186616,7732
2/2/2021,195389,8773
2/20/2021,199677,4288
2/21/2021,200599,922
2/22/2021,206710,6111
2/23/2021,213584,6874
2/24/2021,221123,7539
2/25/2021,228336,7213
2/26/2021,232640,4304
2/27/2021,234726,2086
2/28/2021,235385,659
2/3/2021,239183,3798
2/4/2021,243716,4533
2/5/2021,250103,6387
2/6/2021,258316,8213
2/7/2021,268474,10158
2/8/2021,272848,4374
2/9/2021,274973,2125
3/1/2021,282029,7056
3/10/2021,288675,6646
3/11/2021,296804,8129
3/12/2021,303093,6289
3/13/2021,310973,7880
