date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4370,4451,3701,3485,2183,26
1/10/2021,6662,6419,5581,5411,4699,61
1/11/2021,6979,6695,5848,5701,5079,71
1/12/2021,7311,6950,6112,5960,5596,80
1/13/2021,7527,7189,6352,6209,6039,90
1/14/2021,7834,7500,6669,6501,6464,95
1/15/2021,8461,8077,7248,7065,7771,103
1/16/2021,8704,8270,7433,7231,8046,106
1/17/2021,8787,8329,7479,7289,8178,109
1/18/2021,9134,8638,7799,7579,9748,115
1/19/2021,9505,8925,8126,7901,11429,125
1/2/2021,4541,4574,3802,3598,2296,27
1/20/2021,9999,9474,8635,8382,13559,138
1/21/2021,10405,9917,9124,8866,16673,147
1/22/2021,11109,10600,9879,9606,19724,160
1/23/2021,11388,10833,10073,9806,21530,165
1/24/2021,11531,10965,10182,9911,21852,168
1/25/2021,12260,11600,10930,10664,25110,183
1/26/2021,12975,12180,11594,11307,28146,192
1/27/2021,13703,12777,12261,12033,31325,201
1/28/2021,14547,13418,12933,12761,34655,217
1/29/2021,15471,14144,13663,13513,37748,238
1/3/2021,4631,4664,3872,3655,2342,29
1/30/2021,16130,14572,14016,13915,40480,246
1/31/2021,16298,14684,14133,14050,41226,251
1/4/2021,4974,4972,4133,3938,2591,38
1/5/2021,5313,5292,4402,4222,2903,41
1/6/2021,5733,5630,4826,4589,3236,48
1/7/2021,6036,5864,5041,4865,3641,53
1/8/2021,6311,6146,5328,5148,3894,56
1/9/2021,6564,6320,5495,5336,4627,61
10/1/2021,130128,83134,82643,99945,198261,58523
10/10/2021,131317,83768,83072,100321,198660,59146
10/11/2021,131367,83797,83099,100341,198676,59190
10/2/2021,130223,83186,82689,99976,198293,58590
10/3/2021,130282,83219,82709,99988,198316,58627
10/4/2021,130488,83314,82785,100031,198384,58717
10/5/2021,130677,83404,82829,100095,198455,58791
10/6/2021,130861,83507,82889,100146,198513,58872
10/7/2021,130984,83591,82935,100206,198556,58948
10/8/2021,131207,83688,83014,100266,198616,59046
10/9/2021,131274,83735,83049,100302,198639,59115
12/1/2020,12,7,11,7,16,
12/10/2020,15,11,16,12,24,
12/11/2020,15,13,19,14,26,
12/12/2020,15,13,19,16,27,
12/13/2020,16,13,19,17,27,
12/14/2020,16,16,22,17,28,
12/15/2020,19,21,26,22,35,
12/16/2020,22,23,28,23,36,
12/17/2020,268,333,338,280,120,
12/18/2020,586,692,633,550,236,1
12/19/2020,792,900,778,652,299,1
12/2/2020,13,7,13,7,16,
12/20/2020,794,902,781,656,304,1
12/21/2020,1209,1277,1064,936,434,3
12/22/2020,1607,1665,1403,1219,568,5
12/23/2020,2111,2151,1787,1532,742,6
12/24/2020,2372,2429,1986,1747,832,8
12/25/2020,2373,2430,1986,1749,835,8
12/26/2020,2578,2636,2136,1901,907,9
12/27/2020,2626,2679,2166,1932,923,9
12/28/2020,3094,3125,2521,2262,1108,11
12/29/2020,3555,3585,2866,2653,1354,17
12/3/2020,13,8,14,9,18,
12/30/2020,3998,4049,3314,3081,1627,18
12/31/2020,4320,4403,3624,3396,1878,23
12/4/2020,13,9,15,9,18,
12/5/2020,14,9,15,9,18,
12/6/2020,14,9,15,10,18,
12/7/2020,14,9,15,11,19,
12/8/2020,14,9,15,12,19,
12/9/2020,15,11,16,12,23,
2/1/2021,16931,15232,14719,14680,43553,261
2/10/2021,21298,18344,18233,18916,69299,382
2/11/2021,21639,18602,18467,19236,73469,394
2/12/2021,22008,18894,18766,19663,77271,404
2/13/2021,22225,19041,18920,19872,80527,417
2/14/2021,22295,19072,18979,19922,81008,424
2/15/2021,22456,19182,19096,20062,82858,428
2/16/2021,22659,19311,19278,20286,85073,437
2/17/2021,22965,19527,19486,20558,87195,453
2/18/2021,23190,19685,19633,20760,89115,458
2/19/2021,23440,19830,19816,20954,90086,465
2/2/2021,17602,15800,15379,15351,45965,276
2/20/2021,23715,20022,19981,21131,90829,480
2/21/2021,23749,20053,20026,21171,91088,483
2/22/2021,23889,20121,20102,21284,92087,488
2/23/2021,24047,20222,20214,21440,93646,494
2/24/2021,24357,20414,20401,21701,95583,529
2/25/2021,24559,20579,20555,21971,98475,542
2/26/2021,24928,20834,20839,22490,101900,559
2/27/2021,25119,20993,21017,22742,104317,569
2/28/2021,25222,21077,21092,22876,106346,584
2/3/2021,18181,16294,15906,15974,49060,289
2/4/2021,18742,16721,16345,16563,52473,305
2/5/2021,19487,17265,16993,17404,56337,326
2/6/2021,19979,17539,17296,17776,58067,339
2/7/2021,20053,17584,17349,17857,58673,341
2/8/2021,20433,17833,17640,18203,61429,348
2/9/2021,20830,18061,17924,18532,64683,362
3/1/2021,25467,21276,21320,23303,109177,611
3/10/2021,28682,23519,23761,31004,136086,843
3/11/2021,29188,23901,24211,32607,139599,897
3/12/2021,29858,24331,24693,34087,143028,955
3/13/2021,30244,24590,25026,35255,144595,993
