date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,16,17,27,20,36,
1/10/2021,23,22,39,33,88,1
1/11/2021,23,22,39,33,88,1
1/12/2021,26,28,44,39,105,1
1/13/2021,29,34,45,42,133,1
1/14/2021,37,41,60,65,143,1
1/15/2021,40,42,64,67,148,1
1/16/2021,40,42,64,67,149,1
1/17/2021,40,42,64,67,149,1
1/18/2021,43,43,65,71,156,1
1/19/2021,47,44,67,71,173,1
1/2/2021,16,17,27,20,36,
1/20/2021,48,47,70,73,190,1
1/21/2021,65,67,100,103,327,1
1/22/2021,78,90,121,132,416,1
1/23/2021,126,144,158,201,559,1
1/24/2021,128,145,160,203,559,1
1/25/2021,137,157,171,210,563,1
1/26/2021,138,157,171,210,564,1
1/27/2021,155,169,181,226,577,1
1/28/2021,205,209,226,281,613,5
1/29/2021,230,236,247,303,630,5
1/3/2021,16,17,27,20,36,
1/30/2021,230,237,247,303,631,5
1/31/2021,230,237,247,303,631,5
1/4/2021,16,17,27,20,36,1
1/5/2021,19,17,29,21,51,1
1/6/2021,20,18,31,25,58,1
1/7/2021,22,21,36,31,80,1
1/8/2021,23,22,39,33,88,1
1/9/2021,23,22,39,33,88,1
10/1/2021,755,675,622,683,986,284
10/10/2021,766,681,622,685,988,287
10/11/2021,768,681,622,685,988,287
10/12/2021,769,681,622,685,988,287
10/2/2021,755,675,622,683,987,284
10/3/2021,755,675,622,683,987,284
10/4/2021,757,676,622,683,987,286
10/5/2021,757,678,622,683,987,286
10/6/2021,759,679,622,683,987,286
10/7/2021,762,680,622,685,988,286
10/8/2021,766,681,622,685,988,287
10/9/2021,766,681,622,685,988,287
12/18/2020,,,2,,,
12/19/2020,,,2,,,
12/20/2020,,,2,,,
12/21/2020,4,4,6,1,,
12/22/2020,7,6,16,10,2,
12/23/2020,9,8,16,11,4,
12/24/2020,9,9,16,12,6,
12/25/2020,9,9,16,12,6,
12/26/2020,9,10,16,12,6,
12/27/2020,9,10,16,12,6,
12/28/2020,9,12,16,12,6,
12/29/2020,10,13,20,12,8,
12/30/2020,12,13,20,12,27,
12/31/2020,15,17,27,20,35,
2/1/2021,231,237,252,303,634,5
2/10/2021,300,291,317,391,727,13
2/11/2021,312,310,326,402,743,15
2/12/2021,337,332,350,432,782,20
2/13/2021,337,332,351,432,786,20
2/14/2021,337,332,351,432,786,20
2/15/2021,338,334,353,435,786,20
2/16/2021,345,340,364,439,789,21
2/17/2021,346,340,366,441,797,22
2/18/2021,348,344,374,445,802,22
2/19/2021,348,344,374,445,803,22
2/2/2021,237,242,260,311,656,5
2/20/2021,349,344,374,445,803,22
2/21/2021,349,344,374,445,803,22
2/22/2021,350,346,374,447,803,22
2/23/2021,350,348,375,447,805,22
2/24/2021,352,349,378,450,807,22
2/25/2021,353,350,382,455,807,22
2/26/2021,362,366,391,471,816,22
2/27/2021,362,366,391,471,816,22
2/28/2021,362,366,391,471,817,22
2/3/2021,237,242,262,319,675,5
2/4/2021,244,248,265,330,683,5
2/5/2021,268,262,292,368,711,6
2/6/2021,269,262,292,368,712,6
2/7/2021,269,262,292,368,712,6
2/8/2021,273,265,296,371,714,6
2/9/2021,274,273,301,381,717,7
3/1/2021,367,368,392,478,820,22
3/10/2021,412,406,421,513,844,30
3/11/2021,417,410,422,517,845,30
3/12/2021,420,420,428,521,852,32
3/13/2021,420,420,428,521,853,32
3/14/2021,420,420,428,521,853,32
3/15/2021,421,422,432,529,869,33
3/16/2021,425,425,432,529,872,33
3/17/2021,431,434,441,537,881,34
3/18/2021,431,435,442,543,884,34
3/19/2021,441,438,447,548,888,36
3/2/2021,377,376,397,482,828,25
3/20/2021,441,438,447,548,889,36
3/21/2021,441,438,447,548,889,36
3/22/2021,442,439,447,548,889,36
3/23/2021,445,441,448,550,889,37
3/24/2021,446,441,449,551,890,37
3/25/2021,452,450,452,557,897,37
3/26/2021,453,450,455,557,897,37
3/27/2021,454,451,456,557,897,38
3/28/2021,456,451,456,559,897,38
3/29/2021,457,452,460,559,897,38
3/3/2021,383,387,403,487,836,25
3/30/2021,459,453,463,562,901,38
3/31/2021,462,454,464,562,901,38
3/4/2021,390,393,406,491,838,25
3/5/2021,396,395,411,497,838,25
3/6/2021,396,395,411,497,838,25
3/7/2021,397,395,411,497,838,25
3/8/2021,401,397,412,500,839,27
3/9/2021,410,405,420,512,843,28
4/1/2021,467,465,473,566,907,42
4/10/2021,486,479,485,581,917,43
4/11/2021,487,479,485,581,917,43
4/12/2021,490,480,490,583,917,44
4/13/2021,490,481,491,584,919,44
4/14/2021,490,485,492,586,919,44
4/15/2021,494,487,497,588,922,44
4/16/2021,498,490,500,588,922,44
4/17/2021,498,490,500,588,922,44
4/18/2021,498,490,500,588,922,44
4/19/2021,498,491,500,588,922,45
4/2/2021,469,470,476,568,907,42
4/20/2021,500,494,501,588,924,45
4/21/2021,501,496,502,588,926,45
4/22/2021,507,504,505,589,929,46
4/23/2021,507,505,505,591,929,46
4/24/2021,507,506,505,592,929,46
4/25/2021,507,506,505,592,929,46
4/26/2021,507,507,505,592,929,46
4/27/2021,509,512,510,595,930,48
4/28/2021,512,512,510,595,930,48
4/29/2021,516,513,510,595,930,48
4/3/2021,469,470,476,568,907,42
4/30/2021,517,515,510,598,932,48
4/4/2021,469,470,476,568,907,42
4/5/2021,470,471,477,569,909,42
4/6/2021,472,471,478,569,909,43
4/7/2021,475,473,479,571,909,43
4/8/2021,480,478,483,578,915,43
4/9/2021,484,479,485,581,917,43
5/1/2021,517,515,510,598,932,49
5/10/2021,523,519,514,602,936,51
5/11/2021,523,519,514,602,936,51
5/12/2021,524,519,514,602,936,53
5/13/2021,528,520,514,602,936,54
5/14/2021,528,520,514,602,936,55
5/15/2021,528,520,514,602,936,55
5/16/2021,529,520,514,602,936,57
5/17/2021,529,520,514,602,936,58
5/18/2021,532,521,515,605,936,58
5/19/2021,532,521,515,605,937,58
5/2/2021,517,515,510,598,932,49
5/20/2021,533,522,516,605,937,59
5/21/2021,537,524,518,607,938,61
5/22/2021,537,524,519,607,938,71
5/23/2021,537,524,519,608,938,71
5/24/2021,537,524,519,608,938,71
5/25/2021,540,527,522,610,938,71
5/26/2021,540,527,522,610,938,71
5/27/2021,542,529,522,610,939,74
5/28/2021,544,530,522,610,940,75
5/29/2021,544,532,522,610,940,75
5/3/2021,517,515,510,598,932,49
5/30/2021,544,532,522,610,940,75
5/31/2021,544,532,522,610,940,75
5/4/2021,519,518,512,599,934,49
5/5/2021,519,519,512,599,934,50
5/6/2021,522,519,512,601,934,50
5/7/2021,522,519,513,602,934,50
5/8/2021,522,519,513,602,936,50
5/9/2021,522,519,513,602,936,50
6/1/2021,548,533,522,611,940,76
6/10/2021,554,540,524,613,941,80
6/11/2021,554,540,524,613,941,82
6/12/2021,554,540,524,613,942,82
6/13/2021,554,540,524,613,942,82
6/14/2021,554,540,524,613,942,82
6/15/2021,558,540,524,613,942,83
6/16/2021,558,540,525,613,942,83
6/17/2021,558,541,526,614,943,84
6/18/2021,560,541,526,615,943,84
6/19/2021,560,541,526,615,943,84
6/2/2021,548,533,522,611,940,76
6/20/2021,560,541,526,615,943,84
6/21/2021,561,541,526,615,943,84
6/22/2021,562,541,526,615,943,84
6/23/2021,562,541,526,615,943,84
6/24/2021,562,541,526,617,943,84
6/25/2021,563,542,526,617,946,85
6/26/2021,563,542,526,617,946,85
6/27/2021,563,542,526,617,946,85
6/28/2021,563,542,526,617,946,85
6/29/2021,566,542,526,617,946,88
6/3/2021,549,535,522,613,941,77
6/30/2021,567,542,526,617,946,88
6/4/2021,550,536,523,613,941,78
6/5/2021,550,536,524,613,941,78
6/6/2021,550,536,524,613,941,78
6/7/2021,551,537,524,613,941,79
6/8/2021,552,538,524,613,941,80
6/9/2021,553,538,524,613,941,80
7/1/2021,567,543,529,618,947,88
7/10/2021,572,546,529,619,948,93
7/11/2021,572,546,530,619,948,94
7/12/2021,574,547,531,621,948,95
7/13/2021,574,548,531,621,948,95
