date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,641,730,567,434,357,3
1/10/2021,1156,1138,938,790,709,15
1/11/2021,1227,1223,1015,842,775,16
1/12/2021,1334,1309,1088,926,972,17
1/13/2021,1396,1374,1168,1002,1230,18
1/14/2021,1496,1460,1261,1089,1500,18
1/15/2021,1611,1556,1339,1183,2241,19
1/16/2021,1622,1572,1355,1206,2344,19
1/17/2021,1628,1580,1363,1210,2351,19
1/18/2021,1695,1653,1418,1263,2416,22
1/19/2021,1783,1718,1482,1341,2673,23
1/2/2021,667,746,575,449,367,3
1/20/2021,2036,1993,1807,1628,2887,28
1/21/2021,2185,2105,1908,1728,3095,29
1/22/2021,2280,2182,2003,1841,3432,30
1/23/2021,2325,2215,2037,1879,3630,33
1/24/2021,2330,2218,2037,1880,3648,33
1/25/2021,2379,2269,2101,1981,3953,34
1/26/2021,2442,2321,2157,2064,4314,37
1/27/2021,2696,2462,2308,2224,4693,40
1/28/2021,2890,2586,2437,2383,5097,46
1/29/2021,2989,2668,2518,2491,5436,50
1/3/2021,667,747,575,450,369,3
1/30/2021,3050,2712,2545,2529,5554,58
1/31/2021,3060,2714,2546,2534,5578,58
1/4/2021,737,822,634,519,430,4
1/5/2021,824,892,687,584,496,8
1/6/2021,906,939,741,637,561,10
1/7/2021,1022,1023,828,705,660,11
1/8/2021,1142,1130,926,770,699,15
1/9/2021,1156,1137,936,787,707,15
10/1/2021,22327,11736,11027,12803,18942,8536
10/10/2021,22431,11777,11072,12828,18976,8591
10/11/2021,22439,11782,11074,12830,18982,8595
10/12/2021,22442,11784,11074,12830,18982,8599
10/2/2021,22337,11736,11028,12803,18947,8541
10/3/2021,22346,11736,11030,12805,18948,8548
10/4/2021,22361,11737,11034,12812,18954,8552
10/5/2021,22372,11740,11037,12816,18959,8557
10/6/2021,22394,11756,11048,12821,18964,8568
10/7/2021,22401,11763,11055,12824,18966,8574
10/8/2021,22417,11773,11069,12826,18969,8582
10/9/2021,22426,11776,11071,12828,18975,8589
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,3,,2,1,
12/16/2020,25,42,32,23,14,
12/17/2020,53,76,62,49,19,
12/18/2020,100,134,108,80,38,
12/19/2020,110,147,115,94,39,
12/2/2020,,1,,1,,
12/20/2020,111,148,115,94,41,
12/21/2020,113,149,117,95,42,
12/22/2020,120,169,130,106,47,1
12/23/2020,177,274,207,143,70,2
12/24/2020,258,374,278,199,83,2
12/25/2020,284,402,298,219,88,2
12/26/2020,302,426,312,229,90,2
12/27/2020,329,449,326,241,93,2
12/28/2020,384,508,370,271,105,3
12/29/2020,448,583,416,320,200,3
12/3/2020,,1,,1,,
12/30/2020,548,669,491,382,302,3
12/31/2020,601,711,540,417,352,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3117,2777,2607,2643,6026,58
2/10/2021,4997,3645,3567,3936,10002,228
2/11/2021,5143,3763,3693,4112,10638,237
2/12/2021,5565,4066,3987,4499,11367,295
2/13/2021,5974,4284,4167,4696,11875,335
2/14/2021,5984,4287,4171,4700,11903,335
2/15/2021,6118,4417,4284,4818,12230,344
2/16/2021,6284,4572,4437,5006,12643,355
2/17/2021,6879,4918,4716,5274,12988,665
2/18/2021,6945,4978,4796,5371,13084,669
2/19/2021,7069,5048,4878,5482,13166,683
2/2/2021,3162,2813,2643,2695,6428,60
2/20/2021,7308,5152,4990,5568,13227,704
2/21/2021,7311,5155,4993,5571,13234,705
2/22/2021,7343,5177,5013,5615,13261,707
2/23/2021,7370,5195,5050,5663,13318,709
2/24/2021,7663,5404,5237,5883,13540,727
2/25/2021,7921,5597,5410,6076,13828,755
2/26/2021,8223,5815,5638,6291,14097,778
2/27/2021,8318,5890,5712,6362,14180,786
2/28/2021,8327,5895,5718,6369,14208,787
2/3/2021,3525,2944,2787,2867,6930,71
2/4/2021,3958,3092,2935,3053,7564,88
2/5/2021,4061,3182,3039,3201,8173,91
2/6/2021,4406,3399,3320,3568,8509,192
2/7/2021,4415,3402,3327,3576,8554,193
2/8/2021,4621,3450,3393,3680,8893,206
2/9/2021,4677,3493,3427,3760,9238,209
3/1/2021,8591,6095,5921,6570,14399,802
3/10/2021,9838,6789,6565,7873,15200,1026
3/11/2021,10023,6889,6677,8102,15354,1043
3/12/2021,10164,6961,6757,8263,15475,1053
3/13/2021,10193,6975,6776,8325,15527,1055
3/14/2021,10201,6979,6781,8346,15537,1055
3/15/2021,10292,7008,6817,8486,15644,1063
3/16/2021,10536,7147,6943,8684,15753,1118
3/17/2021,10782,7253,7055,8876,15903,1152
3/18/2021,10963,7374,7169,8981,15977,1173
3/19/2021,11137,7481,7279,9116,16059,1189
3/2/2021,8996,6321,6130,6801,14575,866
3/20/2021,11224,7546,7332,9189,16104,1197
3/21/2021,11246,7549,7334,9201,16117,1199
3/22/2021,11373,7646,7442,9279,16168,1220
3/23/2021,11715,7781,7545,9385,16232,1279
3/24/2021,12005,7854,7607,9465,16307,1326
3/25/2021,12351,7985,7720,9568,16365,1369
3/26/2021,12567,8042,7778,9645,16409,1427
3/27/2021,12784,8095,7820,9690,16434,1475
3/28/2021,12828,8114,7840,9700,16440,1482
3/29/2021,13066,8167,7909,9774,16475,1549
3/3/2021,9119,6395,6190,6948,14685,893
3/30/2021,13307,8234,7982,9855,16533,1612
3/31/2021,13671,8359,8095,9959,16605,1692
3/4/2021,9237,6460,6249,7111,14754,904
3/5/2021,9430,6577,6367,7299,14865,975
3/6/2021,9538,6635,6420,7368,14901,988
3/7/2021,9542,6636,6421,7391,14915,989
3/8/2021,9632,6683,6456,7554,14989,995
3/9/2021,9724,6743,6525,7727,15094,1013
4/1/2021,13992,8441,8192,10041,16715,1729
4/10/2021,15490,9062,8767,10655,17221,2049
4/11/2021,15519,9068,8772,10664,17226,2058
4/12/2021,15634,9097,8799,10694,17257,2069
4/13/2021,15731,9132,8834,10727,17288,2080
4/14/2021,15863,9185,8873,10774,17324,2106
4/15/2021,16006,9228,8901,10819,17370,2126
4/16/2021,16139,9284,8949,10868,17443,2165
4/17/2021,16181,9319,8984,10900,17477,2177
4/18/2021,16194,9323,8990,10903,17482,2179
4/19/2021,16329,9342,9011,10940,17507,2306
4/2/2021,14290,8549,8312,10169,16796,1810
4/20/2021,16430,9367,9043,10974,17541,2358
4/21/2021,16551,9421,9095,11032,17584,2412
4/22/2021,16662,9450,9144,11076,17616,2453
4/23/2021,16793,9501,9179,11121,17652,2549
4/24/2021,16848,9527,9209,11138,17667,2572
4/25/2021,16875,9532,9221,11145,17674,2584
4/26/2021,16933,9549,9238,11169,17686,2599
4/27/2021,17003,9574,9267,11193,17706,2615
4/28/2021,17153,9618,9320,11235,17747,2646
4/29/2021,17242,9646,9341,11268,17770,2667
4/3/2021,14353,8581,8346,10207,16832,1827
4/30/2021,17346,9672,9378,11314,17811,2688
4/4/2021,14371,8585,8353,10212,16844,1834
4/5/2021,14551,8655,8416,10265,16902,1859
4/6/2021,14778,8739,8497,10355,16988,1886
4/7/2021,14965,8820,8560,10456,17052,1918
4/8/2021,15166,8913,8655,10531,17135,1950
4/9/2021,15384,9010,8727,10620,17205,1987
5/1/2021,17397,9691,9384,11320,17825,2702
5/10/2021,17886,9864,9537,11473,17939,2841
5/11/2021,17935,9872,9557,11487,17951,2857
5/12/2021,17995,9892,9581,11510,17966,2894
5/13/2021,18054,9917,9608,11533,17985,3197
5/14/2021,18137,9951,9632,11566,18010,3634
5/15/2021,18176,9970,9647,11582,18025,3784
5/16/2021,18194,9978,9652,11588,18028,3801
5/17/2021,18266,10009,9672,11611,18042,3945
5/18/2021,18329,10031,9693,11621,18059,4013
5/19/2021,18409,10067,9723,11644,18088,4255
5/2/2021,17425,9696,9388,11329,17829,2709
5/20/2021,18462,10091,9737,11658,18102,4353
5/21/2021,18519,10117,9756,11675,18117,4535
5/22/2021,18570,10133,9770,11684,18123,4649
5/23/2021,18581,10137,9776,11689,18124,4662
5/24/2021,18625,10148,9786,11704,18131,4706
5/25/2021,18680,10163,9802,11715,18135,4732
5/26/2021,18769,10185,9824,11727,18156,4835
5/27/2021,18812,10201,9840,11746,18163,4873
5/28/2021,18859,10221,9858,11757,18173,4986
5/29/2021,18892,10229,9864,11761,18179,5010
5/3/2021,17473,9713,9409,11340,17833,2723
5/30/2021,18901,10232,9869,11762,18183,5017
5/31/2021,18902,10234,9869,11764,18185,5017
5/4/2021,17550,9747,9426,11367,17848,2745
5/5/2021,17623,9785,9447,11391,17870,2767
5/6/2021,17681,9803,9475,11407,17892,2787
5/7/2021,17784,9831,9503,11435,17907,2809
5/8/2021,17810,9842,9519,11455,17913,2826
5/9/2021,17836,9846,9524,11458,17915,2832
