date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2021-02-10 00:00:00,60,7,0.1166666666666667,,,
2021-02-09 00:00:00,287,22,0.0766550522648084,3.0,1.0,0.3333333333333333
2021-02-08 00:00:00,451,46,0.1019955654101996,4.0,3.0,0.75
2021-02-07 00:00:00,86,12,0.1395348837209302,,,
2021-02-06 00:00:00,128,20,0.15625,2.0,1.0,0.5
2021-02-05 00:00:00,335,31,0.0925373134328358,6.0,0.0,0
2021-02-04 00:00:00,334,33,0.0988023952095808,1.0,1.0,1
2021-02-03 00:00:00,453,49,0.1081677704194261,17.0,7.0,0.4117647058823529
2021-02-02 00:00:00,479,53,0.1106471816283925,12.0,8.0,0.6666666666666666
2021-02-01 00:00:00,560,84,0.15,10.0,4.0,0.4
2021-01-31 00:00:00,90,20,0.2222222222222222,1.0,1.0,1
2021-01-30 00:00:00,127,14,0.1102362204724409,2.0,2.0,1
2021-01-29 00:00:00,418,49,0.1172248803827751,3.0,0.0,0
2021-01-28 00:00:00,451,76,0.1685144124168515,64.0,21.0,0.328125
2021-01-27 00:00:00,499,84,0.1683366733466934,10.0,3.0,0.3
2021-01-26 00:00:00,277,45,0.1624548736462094,2.0,2.0,1
2021-01-25 00:00:00,522,85,0.1628352490421456,11.0,7.0,0.6363636363636364
2021-01-24 00:00:00,81,15,0.1851851851851852,1.0,1.0,1
2021-01-23 00:00:00,123,21,0.1707317073170732,1.0,1.0,1
2021-01-22 00:00:00,439,66,0.1503416856492027,18.0,1.0,0.0555555555555556
2021-01-21 00:00:00,494,96,0.194331983805668,13.0,3.0,0.2307692307692308
2021-01-20 00:00:00,565,76,0.1345132743362832,24.0,22.0,0.9166666666666666
2021-01-19 00:00:00,703,115,0.1635846372688478,13.0,11.0,0.8461538461538462
2021-01-18 00:00:00,466,69,0.148068669527897,7.0,3.0,0.4285714285714286
2021-01-17 00:00:00,140,30,0.2142857142857143,,,
2021-01-16 00:00:00,150,23,0.1533333333333333,1.0,1.0,1
2021-01-15 00:00:00,479,88,0.1837160751565762,17.0,8.0,0.4705882352941176
2021-01-14 00:00:00,523,96,0.1835564053537285,76.0,20.0,0.2631578947368421
2021-01-13 00:00:00,719,126,0.1752433936022253,11.0,7.0,0.6363636363636364
2021-01-12 00:00:00,631,94,0.1489698890649763,13.0,7.0,0.5384615384615384
2021-01-11 00:00:00,957,163,0.1703239289446186,14.0,6.0,0.4285714285714286
2021-01-10 00:00:00,197,33,0.16751269035533,1.0,0.0,0
2021-01-09 00:00:00,251,72,0.2868525896414343,1.0,1.0,1
2021-01-08 00:00:00,588,103,0.1751700680272109,8.0,3.0,0.375
2021-01-07 00:00:00,569,122,0.2144112478031635,48.0,19.0,0.3958333333333333
2021-01-06 00:00:00,734,164,0.223433242506812,17.0,8.0,0.4705882352941176
2021-01-05 00:00:00,752,138,0.1835106382978724,15.0,5.0,0.3333333333333333
2021-01-04 00:00:00,959,186,0.1939520333680918,10.0,2.0,0.2
2021-01-03 00:00:00,146,40,0.273972602739726,,,
2021-01-02 00:00:00,246,63,0.2560975609756098,2.0,1.0,0.5
2021-01-01 00:00:00,94,28,0.2978723404255319,2.0,0.0,0
2020-12-31 00:00:00,527,120,0.2277039848197344,4.0,1.0,0.25
2020-12-30 00:00:00,662,125,0.188821752265861,10.0,4.0,0.4
2020-12-29 00:00:00,672,142,0.2113095238095238,13.0,5.0,0.3846153846153847
2020-12-28 00:00:00,706,149,0.2110481586402266,10.0,2.0,0.2
2020-12-27 00:00:00,164,48,0.2926829268292683,,,
2020-12-26 00:00:00,153,45,0.2941176470588236,1.0,1.0,1
2020-12-25 00:00:00,68,24,0.3529411764705883,2.0,1.0,0.5
2020-12-24 00:00:00,324,56,0.1728395061728395,5.0,2.0,0.4
2020-12-23 00:00:00,468,93,0.1987179487179487,20.0,6.0,0.3
2020-12-22 00:00:00,504,121,0.2400793650793651,7.0,3.0,0.4285714285714286
2020-12-21 00:00:00,785,131,0.1668789808917197,22.0,11.0,0.5
2020-12-20 00:00:00,138,36,0.2608695652173913,2.0,0.0,0
2020-12-19 00:00:00,261,67,0.2567049808429119,2.0,0.0,0
2020-12-18 00:00:00,577,124,0.2149046793760832,13.0,4.0,0.3076923076923077
2020-12-17 00:00:00,524,92,0.1755725190839695,15.0,3.0,0.2
2020-12-16 00:00:00,648,144,0.2222222222222222,6.0,3.0,0.5
2020-12-15 00:00:00,811,102,0.12577065351418,17.0,3.0,0.1764705882352941
2020-12-14 00:00:00,749,127,0.1695594125500668,11.0,4.0,0.3636363636363637
2020-12-13 00:00:00,114,32,0.2807017543859649,,,
2020-12-12 00:00:00,199,70,0.3517587939698493,46.0,7.0,0.1521739130434783
2020-12-11 00:00:00,515,106,0.2058252427184466,36.0,5.0,0.1388888888888889
2020-12-10 00:00:00,511,99,0.1937377690802348,39.0,3.0,0.0769230769230769
2020-12-09 00:00:00,683,136,0.1991215226939971,27.0,8.0,0.2962962962962963
2020-12-08 00:00:00,706,103,0.1458923512747875,16.0,1.0,0.0625
2020-12-07 00:00:00,825,145,0.1757575757575758,14.0,1.0,0.0714285714285714
2020-12-06 00:00:00,123,37,0.3008130081300814,,,
2020-12-05 00:00:00,96,26,0.2708333333333333,,,
2020-12-04 00:00:00,489,66,0.1349693251533742,10.0,1.0,0.1
2020-12-03 00:00:00,416,85,0.2043269230769231,18.0,3.0,0.1666666666666667
2020-12-02 00:00:00,611,109,0.1783960720130933,8.0,2.0,0.25
2020-12-01 00:00:00,571,118,0.2066549912434326,12.0,0.0,0
2020-11-30 00:00:00,747,164,0.2195448460508702,16.0,1.0,0.0625
2020-11-29 00:00:00,97,25,0.2577319587628866,4.0,0.0,0
2020-11-28 00:00:00,116,14,0.1206896551724138,5.0,0.0,0
2020-11-27 00:00:00,416,74,0.1778846153846154,8.0,1.0,0.125
2020-11-26 00:00:00,61,8,0.1311475409836066,,,
2020-11-25 00:00:00,529,79,0.1493383742911153,13.0,2.0,0.1538461538461539
2020-11-24 00:00:00,555,68,0.1225225225225225,18.0,1.0,0.0555555555555556
2020-11-23 00:00:00,716,106,0.1480446927374302,22.0,2.0,0.0909090909090909
2020-11-22 00:00:00,150,20,0.1333333333333333,,,
2020-11-21 00:00:00,189,41,0.2169312169312169,3.0,1.0,0.3333333333333333
2020-11-20 00:00:00,718,71,0.0988857938718663,7.0,1.0,0.1428571428571429
2020-11-19 00:00:00,503,73,0.1451292246520875,12.0,8.0,0.6666666666666666
2020-11-18 00:00:00,691,80,0.1157742402315485,51.0,8.0,0.1568627450980392
2020-11-17 00:00:00,525,64,0.1219047619047619,14.0,4.0,0.2857142857142857
2020-11-16 00:00:00,608,77,0.1266447368421053,4.0,0.0,0
2020-11-15 00:00:00,96,19,0.1979166666666667,1.0,0.0,0
2020-11-14 00:00:00,141,19,0.1347517730496454,3.0,2.0,0.6666666666666666
2020-11-13 00:00:00,434,54,0.1244239631336406,3.0,0.0,0
2020-11-12 00:00:00,576,54,0.09375,10.0,1.0,0.1
2020-11-11 00:00:00,221,31,0.1402714932126697,8.0,3.0,0.375
2020-11-10 00:00:00,486,47,0.0967078189300412,1.0,0.0,0
2020-11-09 00:00:00,435,49,0.1126436781609196,5.0,0.0,0
2020-11-08 00:00:00,88,12,0.1363636363636364,1.0,0.0,0
2020-11-07 00:00:00,123,15,0.1219512195121951,2.0,0.0,0
2020-11-06 00:00:00,295,26,0.088135593220339,3.0,0.0,0
2020-11-05 00:00:00,425,56,0.131764705882353,7.0,4.0,0.5714285714285714
2020-11-04 00:00:00,624,37,0.0592948717948718,71.0,11.0,0.1549295774647887
2020-11-03 00:00:00,309,22,0.0711974110032363,6.0,0.0,0
2020-11-02 00:00:00,499,63,0.12625250501002,4.0,0.0,0
2020-11-01 00:00:00,117,25,0.2136752136752137,2.0,0.0,0
2020-10-31 00:00:00,104,25,0.2403846153846154,1.0,1.0,1
2020-10-30 00:00:00,236,15,0.0635593220338983,7.0,1.0,0.1428571428571429
2020-10-29 00:00:00,311,37,0.1189710610932476,7.0,0.0,0
2020-10-28 00:00:00,494,31,0.062753036437247,48.0,12.0,0.25
2020-10-27 00:00:00,251,18,0.0717131474103586,4.0,0.0,0
2020-10-26 00:00:00,345,45,0.1304347826086957,9.0,2.0,0.2222222222222222
2020-10-25 00:00:00,113,17,0.1504424778761062,1.0,0.0,0
2020-10-24 00:00:00,115,23,0.2,4.0,1.0,0.25
2020-10-23 00:00:00,252,24,0.0952380952380952,2.0,0.0,0
2020-10-22 00:00:00,341,20,0.0586510263929619,3.0,1.0,0.3333333333333333
2020-10-21 00:00:00,538,31,0.0576208178438662,1.0,1.0,1
2020-10-20 00:00:00,301,27,0.0897009966777409,4.0,3.0,0.75
2020-10-19 00:00:00,413,29,0.0702179176755448,6.0,0.0,0
2020-10-18 00:00:00,120,9,0.075,,,
2020-10-17 00:00:00,150,24,0.16,3.0,1.0,0.3333333333333333
2020-10-16 00:00:00,207,28,0.1352657004830918,6.0,0.0,0
2020-10-15 00:00:00,280,16,0.0571428571428571,62.0,5.0,0.0806451612903226
2020-10-14 00:00:00,627,16,0.025518341307815,4.0,2.0,0.5
2020-10-13 00:00:00,280,15,0.0535714285714286,7.0,1.0,0.1428571428571429
2020-10-12 00:00:00,187,9,0.0481283422459893,6.0,0.0,0
2020-10-11 00:00:00,60,5,0.0833333333333333,4.0,1.0,0.25
2020-10-10 00:00:00,70,1,0.0142857142857143,1.0,0.0,0
2020-10-09 00:00:00,191,12,0.0628272251308901,10.0,0.0,0
2020-10-08 00:00:00,237,8,0.0337552742616034,10.0,0.0,0
2020-10-07 00:00:00,308,11,0.0357142857142857,7.0,2.0,0.2857142857142857
2020-10-06 00:00:00,209,9,0.0430622009569378,102.0,8.0,0.0784313725490196
2020-10-05 00:00:00,249,10,0.0401606425702811,4.0,1.0,0.25
2020-10-04 00:00:00,49,3,0.0612244897959184,1.0,0.0,0
2020-10-03 00:00:00,96,4,0.0416666666666667,1.0,0.0,0
2020-10-02 00:00:00,194,7,0.0360824742268041,5.0,0.0,0
2020-10-01 00:00:00,232,5,0.021551724137931,6.0,2.0,0.3333333333333333
2020-09-30 00:00:00,390,6,0.0153846153846154,5.0,1.0,0.2
2020-09-29 00:00:00,222,8,0.036036036036036,13.0,3.0,0.2307692307692308
2020-09-28 00:00:00,191,5,0.0261780104712042,5.0,2.0,0.4
2020-09-27 00:00:00,54,3,0.0555555555555556,1.0,1.0,1
2020-09-26 00:00:00,53,3,0.0566037735849057,3.0,0.0,0
2020-09-25 00:00:00,173,5,0.0289017341040462,34.0,3.0,0.0882352941176471
2020-09-24 00:00:00,282,5,0.0177304964539007,19.0,0.0,0
2020-09-23 00:00:00,333,3,0.009009009009009,5.0,2.0,0.4
2020-09-22 00:00:00,175,7,0.04,5.0,1.0,0.2
2020-09-21 00:00:00,214,8,0.0373831775700935,5.0,2.0,0.4
2020-09-20 00:00:00,50,1,0.02,,,
2020-09-19 00:00:00,71,4,0.0563380281690141,1.0,0.0,0
2020-09-18 00:00:00,180,5,0.0277777777777778,14.0,4.0,0.2857142857142857
2020-09-17 00:00:00,225,7,0.0311111111111111,6.0,2.0,0.3333333333333333
2020-09-16 00:00:00,360,5,0.0138888888888889,7.0,3.0,0.4285714285714286
2020-09-15 00:00:00,194,7,0.0360824742268041,13.0,3.0,0.2307692307692308
2020-09-14 00:00:00,215,7,0.0325581395348837,5.0,2.0,0.4
2020-09-13 00:00:00,54,1,0.0185185185185185,2.0,0.0,0
2020-09-12 00:00:00,57,1,0.0175438596491228,2.0,0.0,0
2020-09-11 00:00:00,125,3,0.024,6.0,1.0,0.1666666666666667
2020-09-10 00:00:00,229,4,0.0174672489082969,2.0,0.0,0
2020-09-09 00:00:00,376,2,0.0053191489361702,7.0,1.0,0.1428571428571429
2020-09-08 00:00:00,171,10,0.0584795321637427,11.0,1.0,0.0909090909090909
2020-09-07 00:00:00,55,7,0.1272727272727273,4.0,0.0,0
2020-09-06 00:00:00,34,2,0.0588235294117647,3.0,0.0,0
2020-09-05 00:00:00,53,2,0.0377358490566038,1.0,0.0,0
2020-09-04 00:00:00,161,6,0.0372670807453416,9.0,1.0,0.1111111111111111
2020-09-03 00:00:00,181,5,0.0276243093922652,,,
2020-09-02 00:00:00,217,3,0.0138248847926267,27.0,2.0,0.0740740740740741
2020-09-01 00:00:00,173,4,0.023121387283237,6.0,0.0,0
2020-08-31 00:00:00,257,9,0.0350194552529183,9.0,0.0,0
2020-08-30 00:00:00,40,2,0.05,1.0,0.0,0
2020-08-29 00:00:00,56,3,0.0535714285714286,4.0,1.0,0.25
2020-08-28 00:00:00,173,7,0.0404624277456647,9.0,0.0,0
2020-08-27 00:00:00,132,3,0.0227272727272727,34.0,3.0,0.0882352941176471
2020-08-26 00:00:00,299,8,0.0267558528428094,37.0,6.0,0.1621621621621622
2020-08-25 00:00:00,186,11,0.0591397849462366,115.0,12.0,0.1043478260869565
2020-08-24 00:00:00,216,12,0.0555555555555556,7.0,2.0,0.2857142857142857
2020-08-23 00:00:00,44,5,0.1136363636363636,1.0,0.0,0
2020-08-22 00:00:00,64,1,0.015625,1.0,0.0,0
2020-08-21 00:00:00,200,25,0.125,4.0,0.0,0
2020-08-20 00:00:00,171,4,0.0233918128654971,10.0,2.0,0.2
2020-08-19 00:00:00,262,4,0.0152671755725191,16.0,4.0,0.25
2020-08-18 00:00:00,169,5,0.029585798816568,18.0,2.0,0.1111111111111111
2020-08-17 00:00:00,168,14,0.0833333333333333,8.0,1.0,0.125
2020-08-16 00:00:00,35,5,0.1428571428571429,2.0,0.0,0
2020-08-15 00:00:00,64,6,0.09375,1.0,0.0,0
2020-08-14 00:00:00,191,15,0.0785340314136126,5.0,0.0,0
2020-08-13 00:00:00,186,7,0.0376344086021505,6.0,1.0,0.1666666666666667
2020-08-12 00:00:00,328,10,0.0304878048780488,6.0,1.0,0.1666666666666667
2020-08-11 00:00:00,180,6,0.0333333333333333,4.0,1.0,0.25
2020-08-10 00:00:00,282,19,0.0673758865248227,10.0,1.0,0.1
2020-08-09 00:00:00,43,5,0.1162790697674419,1.0,0.0,0
2020-08-08 00:00:00,60,5,0.0833333333333333,3.0,2.0,0.6666666666666666
2020-08-07 00:00:00,200,15,0.075,5.0,1.0,0.2
2020-08-06 00:00:00,146,11,0.0753424657534247,6.0,3.0,0.5
2020-08-05 00:00:00,282,9,0.0319148936170213,6.0,2.0,0.3333333333333333
2020-08-04 00:00:00,139,16,0.1151079136690648,13.0,2.0,0.1538461538461539
2020-08-03 00:00:00,235,30,0.1276595744680851,12.0,1.0,0.0833333333333333
2020-08-02 00:00:00,38,7,0.1842105263157895,2.0,0.0,0
2020-08-01 00:00:00,53,7,0.1320754716981132,2.0,0.0,0
2020-07-31 00:00:00,208,17,0.0817307692307692,10.0,2.0,0.2
2020-07-30 00:00:00,366,14,0.0382513661202186,14.0,4.0,0.2857142857142857
2020-07-29 00:00:00,298,17,0.0570469798657718,8.0,0.0,0
2020-07-28 00:00:00,212,13,0.0613207547169811,11.0,1.0,0.0909090909090909
2020-07-27 00:00:00,311,34,0.1093247588424437,23.0,2.0,0.0869565217391304
2020-07-26 00:00:00,36,6,0.1666666666666667,,,
2020-07-25 00:00:00,115,19,0.1652173913043478,3.0,0.0,0
2020-07-24 00:00:00,253,24,0.0948616600790514,11.0,2.0,0.1818181818181818
2020-07-23 00:00:00,206,16,0.0776699029126214,11.0,1.0,0.0909090909090909
2020-07-22 00:00:00,339,22,0.0648967551622419,13.0,3.0,0.2307692307692308
2020-07-21 00:00:00,365,38,0.1041095890410959,11.0,0.0,0
2020-07-20 00:00:00,316,28,0.0886075949367089,12.0,3.0,0.25
2020-07-19 00:00:00,81,12,0.1481481481481482,2.0,1.0,0.5
2020-07-18 00:00:00,111,26,0.2342342342342343,1.0,0.0,0
2020-07-17 00:00:00,509,39,0.0766208251473477,11.0,1.0,0.0909090909090909
2020-07-16 00:00:00,199,34,0.1708542713567839,21.0,1.0,0.0476190476190476
