date,cases_MARICOPA
2021-06-18 00:00:00,16
2021-06-17 00:00:00,193
2021-06-16 00:00:00,361
2021-06-15 00:00:00,315
2021-06-14 00:00:00,333
2021-06-13 00:00:00,177
2021-06-12 00:00:00,163
2021-06-11 00:00:00,248
2021-06-10 00:00:00,286
2021-06-09 00:00:00,350
2021-06-08 00:00:00,333
2021-06-07 00:00:00,350
2021-06-06 00:00:00,213
2021-06-05 00:00:00,249
2021-06-04 00:00:00,313
2021-06-03 00:00:00,336
2021-06-02 00:00:00,368
2021-06-01 00:00:00,393
2021-05-31 00:00:00,170
2021-05-30 00:00:00,195
2021-05-29 00:00:00,220
2021-05-28 00:00:00,331
2021-05-27 00:00:00,334
2021-05-26 00:00:00,357
2021-05-25 00:00:00,393
2021-05-24 00:00:00,414
2021-05-23 00:00:00,257
2021-05-22 00:00:00,244
2021-05-21 00:00:00,385
2021-05-20 00:00:00,388
2021-05-19 00:00:00,422
2021-05-18 00:00:00,442
2021-05-17 00:00:00,500
2021-05-16 00:00:00,308
2021-05-15 00:00:00,293
2021-05-14 00:00:00,402
2021-05-13 00:00:00,494
2021-05-12 00:00:00,485
2021-05-11 00:00:00,534
2021-05-10 00:00:00,511
2021-05-09 00:00:00,302
2021-05-08 00:00:00,347
2021-05-07 00:00:00,492
2021-05-06 00:00:00,516
2021-05-05 00:00:00,579
2021-05-04 00:00:00,600
2021-05-03 00:00:00,560
2021-05-02 00:00:00,363
2021-05-01 00:00:00,352
2021-04-30 00:00:00,544
2021-04-29 00:00:00,521
2021-04-28 00:00:00,581
2021-04-27 00:00:00,588
2021-04-26 00:00:00,678
2021-04-25 00:00:00,361
2021-04-24 00:00:00,363
2021-04-23 00:00:00,527
2021-04-22 00:00:00,568
2021-04-21 00:00:00,619
2021-04-20 00:00:00,633
2021-04-19 00:00:00,644
2021-04-18 00:00:00,318
2021-04-17 00:00:00,358
2021-04-16 00:00:00,530
2021-04-15 00:00:00,579
2021-04-14 00:00:00,568
