date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2020-09-27 00:00:00,2,0,0,,,
2020-09-26 00:00:00,25,3,0.12,1.0,0.0,0
2020-09-25 00:00:00,78,4,0.0512820512820513,10.0,1.0,0.1
2020-09-24 00:00:00,158,4,0.0253164556962025,18.0,0.0,0
2020-09-23 00:00:00,147,5,0.0340136054421769,9.0,2.0,0.2222222222222222
2020-09-22 00:00:00,142,2,0.0140845070422535,8.0,0.0,0
2020-09-21 00:00:00,159,4,0.0251572327044025,9.0,2.0,0.2222222222222222
2020-09-20 00:00:00,54,3,0.0555555555555556,1.0,0.0,0
2020-09-19 00:00:00,108,5,0.0462962962962963,3.0,0.0,0
2020-09-18 00:00:00,116,2,0.0172413793103448,17.0,2.0,0.1176470588235294
2020-09-17 00:00:00,196,1,0.0051020408163265,13.0,2.0,0.1538461538461539
2020-09-16 00:00:00,121,3,0.0247933884297521,19.0,3.0,0.1578947368421053
2020-09-15 00:00:00,114,8,0.0701754385964912,9.0,0.0,0
2020-09-14 00:00:00,154,4,0.025974025974026,13.0,1.0,0.0769230769230769
2020-09-13 00:00:00,175,3,0.0171428571428571,,,
2020-09-12 00:00:00,233,6,0.0257510729613734,,,
2020-09-11 00:00:00,135,2,0.0148148148148148,12.0,2.0,0.1666666666666667
2020-09-10 00:00:00,238,6,0.0252100840336134,10.0,0.0,0
2020-09-09 00:00:00,85,2,0.0235294117647059,14.0,2.0,0.1428571428571429
2020-09-08 00:00:00,66,3,0.0454545454545455,16.0,2.0,0.125
2020-09-07 00:00:00,16,0,0,2.0,1.0,0.5
2020-09-06 00:00:00,30,2,0.0666666666666667,1.0,1.0,1
2020-09-05 00:00:00,37,2,0.0540540540540541,1.0,0.0,0
2020-09-04 00:00:00,84,0,0,13.0,2.0,0.1538461538461539
2020-09-03 00:00:00,124,3,0.0241935483870968,22.0,1.0,0.0454545454545455
2020-09-02 00:00:00,78,3,0.0384615384615385,9.0,0.0,0
2020-09-01 00:00:00,1504,16,0.0106382978723404,31.0,12.0,0.3870967741935484
2020-08-31 00:00:00,1477,11,0.007447528774543,13.0,2.0,0.1538461538461539
2020-08-30 00:00:00,39,4,0.1025641025641026,1.0,0.0,0
2020-08-29 00:00:00,51,4,0.0784313725490196,7.0,0.0,0
2020-08-28 00:00:00,110,6,0.0545454545454545,18.0,1.0,0.0555555555555556
2020-08-27 00:00:00,133,8,0.0601503759398496,75.0,3.0,0.04
2020-08-26 00:00:00,174,16,0.0919540229885058,17.0,3.0,0.1764705882352941
2020-08-25 00:00:00,77,8,0.1038961038961039,166.0,13.0,0.0783132530120482
2020-08-24 00:00:00,105,10,0.0952380952380952,31.0,4.0,0.1290322580645161
2020-08-23 00:00:00,37,2,0.0540540540540541,2.0,1.0,0.5
2020-08-22 00:00:00,83,5,0.0602409638554217,,,
2020-08-21 00:00:00,133,8,0.0601503759398496,19.0,3.0,0.1578947368421053
2020-08-20 00:00:00,138,9,0.0652173913043478,22.0,3.0,0.1363636363636364
2020-08-19 00:00:00,82,7,0.0853658536585366,26.0,2.0,0.0769230769230769
