date,Yuma_cume,Yuma
1/1/2021,4,
1/10/2021,5,1
1/11/2021,6,1
1/12/2021,7,1
1/13/2021,8,1
1/14/2021,10,2
1/15/2021,17,7
1/16/2021,42,25
1/17/2021,43,1
1/18/2021,45,2
1/19/2021,221,176
1/2/2021,919,698
1/20/2021,1674,755
1/21/2021,1912,238
1/22/2021,2016,104
1/23/2021,2017,1
1/24/2021,2446,429
1/25/2021,2805,359
1/26/2021,3237,432
1/27/2021,3330,93
1/28/2021,3351,21
1/29/2021,3353,2
1/3/2021,3354,1
1/30/2021,3571,217
1/31/2021,3901,330
1/4/2021,4381,480
1/5/2021,4609,228
1/6/2021,4928,319
1/7/2021,4942,14
1/8/2021,4957,15
1/9/2021,5634,677
12/1/2020,6313,679
12/10/2020,7061,748
12/12/2020,7245,184
12/16/2020,7436,191
12/17/2020,7437,1
12/19/2020,7438,1
12/20/2020,7475,37
12/21/2020,7864,389
12/22/2020,8435,571
12/23/2020,10218,1783
12/24/2020,11798,1580
12/26/2020,11940,142
12/27/2020,11953,13
12/28/2020,12387,434
12/29/2020,13239,852
12/3/2020,14639,1400
12/30/2020,16708,2069
12/31/2020,18778,2070
12/4/2020,19981,1203
12/8/2020,19994,13
2/1/2021,20863,869
2/10/2021,21936,1073
2/11/2021,23442,1506
2/12/2021,24449,1007
2/13/2021,25153,704
2/14/2021,25193,40
2/15/2021,25215,22
2/16/2021,25496,281
2/17/2021,26337,841
2/18/2021,28694,2357
2/19/2021,31166,2472
2/2/2021,33050,1884
2/20/2021,33918,868
2/21/2021,33921,3
2/22/2021,34036,115
2/23/2021,34293,257
2/24/2021,34615,322
2/25/2021,35238,623
2/26/2021,36088,850
2/27/2021,36463,375
2/28/2021,36472,9
2/3/2021,36513,41
2/4/2021,37714,1201
2/5/2021,40345,2631
2/6/2021,43508,3163
2/7/2021,46256,2748
2/8/2021,47097,841
2/9/2021,47444,347
3/1/2021,49331,1887
3/10/2021,50697,1366
3/11/2021,51966,1269
3/12/2021,54841,2875
3/13/2021,58476,3635
3/14/2021,58706,230
3/15/2021,58884,178
3/16/2021,59910,1026
3/17/2021,62083,2173
3/18/2021,64049,1966
3/19/2021,67464,3415
3/2/2021,70654,3190
3/20/2021,72289,1635
3/21/2021,72490,201
3/22/2021,73341,851
3/23/2021,74959,1618
3/24/2021,77057,2098
3/25/2021,81006,3949
3/26/2021,84170,3164
3/27/2021,85509,1339
3/28/2021,85857,348
3/29/2021,86404,547
3/3/2021,87914,1510
3/30/2021,90268,2354
3/31/2021,92596,2328
3/4/2021,94844,2248
3/5/2021,95450,606
3/6/2021,95702,252
3/7/2021,96314,612
3/8/2021,99145,2831
3/9/2021,102162,3017
4/1/2021,105076,2914
4/10/2021,106985,1909
4/11/2021,107745,760
4/12/2021,108438,693
4/13/2021,109867,1429
4/14/2021,112085,2218
4/15/2021,114530,2445
4/16/2021,117405,2875
4/17/2021,119445,2040
4/18/2021,119992,547
4/19/2021,120207,215
4/2/2021,120857,650
4/20/2021,121898,1041
4/21/2021,124563,2665
4/22/2021,127591,3028
4/23/2021,130704,3113
4/24/2021,131458,754
4/25/2021,132031,573
4/26/2021,133633,1602
4/27/2021,135611,1978
4/28/2021,137213,1602
4/29/2021,138611,1398
4/3/2021,140563,1952
4/30/2021,140889,326
4/4/2021,141080,191
4/5/2021,141628,548
4/6/2021,144756,3128
4/7/2021,146691,1935
4/8/2021,148499,1808
4/9/2021,150019,1520
5/1/2021,150249,230
5/10/2021,150429,180
5/11/2021,151305,876
5/12/2021,152902,1597
5/13/2021,154110,1208
5/14/2021,155629,1519
5/15/2021,156805,1176
5/16/2021,157069,264
5/17/2021,157195,126
5/18/2021,157718,523
5/19/2021,158461,743
5/2/2021,159872,1411
5/20/2021,161013,1141
5/21/2021,162169,1156
5/22/2021,162873,704
5/23/2021,163054,181
5/24/2021,163994,940
5/25/2021,164838,844
5/26/2021,165465,627
5/27/2021,166107,642
5/28/2021,166774,667
5/29/2021,167028,254
5/3/2021,167204,176
5/30/2021,167724,520
5/31/2021,168582,858
5/4/2021,169254,672
5/5/2021,170170,916
5/6/2021,171006,836
5/7/2021,171239,233
5/8/2021,171395,156
5/9/2021,171527,132
6/1/2021,172272,745
6/10/2021,173015,743
6/11/2021,173671,656
6/12/2021,174342,671
6/13/2021,174869,527
6/14/2021,175004,135
6/15/2021,175587,583
6/16/2021,176287,700
6/17/2021,177107,820
6/18/2021,177897,790
6/19/2021,178707,810
6/2/2021,178908,201
6/20/2021,179015,107
6/21/2021,179620,605
6/22/2021,180359,739
6/23/2021,180875,516
6/24/2021,181422,547
6/25/2021,181874,452
6/26/2021,182033,159
6/27/2021,182133,100
6/28/2021,182567,434
6/29/2021,183549,982
6/3/2021,184975,1426
6/30/2021,186354,1379
6/4/2021,186940,586
6/5/2021,187099,159
6/6/2021,187194,95
6/7/2021,187653,459
6/8/2021,188444,791
6/9/2021,189161,717
7/1/2021,189984,823
7/10/2021,190481,497
7/11/2021,190630,149
7/12/2021,190654,24
7/13/2021,190839,185
7/14/2021,191368,529
7/15/2021,191909,541
7/16/2021,192390,481
7/17/2021,192874,484
7/18/2021,193064,190
7/19/2021,193134,70
7/2/2021,193644,510
7/20/2021,194104,460
7/21/2021,194572,468
7/22/2021,194958,386
7/23/2021,195403,445
7/24/2021,195562,159
7/25/2021,195651,89
7/26/2021,196013,362
7/27/2021,196416,403
7/28/2021,196800,384
7/29/2021,197256,456
7/3/2021,197733,477
7/30/2021,197956,223
7/4/2021,198032,76
7/5/2021,198519,487
7/6/2021,199108,589
7/7/2021,199656,548
7/8/2021,200091,435
7/9/2021,200330,239
