date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,944,865,635,480,225,7
1/10/2021,1293,1202,925,709,501,10
1/11/2021,1354,1289,989,747,842,10
1/12/2021,1416,1358,1065,800,1164,12
1/13/2021,1502,1431,1140,862,1500,12
1/14/2021,1521,1448,1169,885,1588,12
1/15/2021,1550,1463,1190,911,1678,12
1/16/2021,1554,1464,1194,912,1683,12
1/17/2021,1556,1467,1195,913,1687,12
1/18/2021,1564,1474,1204,917,1704,12
1/19/2021,1607,1501,1234,946,1817,17
1/2/2021,946,866,635,482,226,7
1/20/2021,1622,1508,1242,956,1847,18
1/21/2021,1742,1700,1413,1055,2369,21
1/22/2021,1850,1795,1496,1135,3031,22
1/23/2021,1879,1834,1522,1165,3066,23
1/24/2021,1880,1836,1525,1168,3077,23
1/25/2021,1915,1908,1588,1217,3234,23
1/26/2021,2047,2049,1728,1353,3388,31
1/27/2021,2189,2202,1845,1449,3591,31
1/28/2021,2346,2353,2035,1666,4288,32
1/29/2021,2504,2485,2201,1806,5371,35
1/3/2021,948,866,635,482,226,7
1/30/2021,2544,2516,2239,1879,6231,35
1/31/2021,2545,2517,2239,1880,6247,35
1/4/2021,1004,921,675,515,263,7
1/5/2021,1092,1015,741,560,298,7
1/6/2021,1207,1130,836,624,368,10
1/7/2021,1253,1169,895,662,399,10
1/8/2021,1286,1198,921,703,490,10
1/9/2021,1288,1199,925,707,495,10
12/1/2020,1,1,1,,2,
12/10/2020,1,2,3,,3,
12/11/2020,1,2,3,,3,
12/12/2020,1,2,5,,3,
12/13/2020,1,2,5,,3,
12/14/2020,1,2,5,,3,
12/15/2020,1,2,5,,3,
12/16/2020,3,3,6,1,4,
12/17/2020,9,7,10,5,6,
12/18/2020,9,7,11,5,6,
12/19/2020,9,7,12,5,8,
12/2/2020,1,1,1,,2,
12/20/2020,9,9,12,6,8,
12/21/2020,74,46,50,23,23,
