date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,3,2
1/12/2021,5,2
1/13/2021,7,2
1/14/2021,10,3
1/15/2021,142,132
1/16/2021,143,1
1/18/2021,144,1
1/19/2021,146,2
1/20/2021,217,71
1/21/2021,568,351
1/22/2021,738,170
1/23/2021,803,65
1/25/2021,804,1
1/26/2021,805,1
1/27/2021,816,11
1/28/2021,875,59
1/29/2021,1002,127
1/3/2021,1230,228
1/30/2021,1281,51
1/31/2021,1291,10
1/4/2021,1381,90
1/5/2021,1576,195
1/6/2021,1735,159
1/7/2021,2102,367
1/8/2021,2184,82
1/9/2021,2205,21
12/16/2020,2275,70
12/17/2020,2465,190
12/21/2020,2698,233
12/22/2020,3055,357
12/23/2020,3403,348
12/24/2020,3433,30
12/25/2020,3753,320
12/26/2020,4073,320
12/28/2020,4383,310
12/29/2020,4840,457
12/30/2020,4965,125
12/31/2020,4966,1
12/8/2020,4973,7
2/1/2021,5175,202
2/10/2021,5361,186
2/11/2021,5744,383
2/12/2021,6364,620
2/13/2021,6690,326
2/15/2021,6733,43
2/16/2021,6734,1
2/17/2021,6945,211
2/18/2021,7192,247
2/19/2021,7939,747
2/2/2021,8769,830
2/20/2021,9054,285
2/21/2021,9123,69
2/22/2021,9214,91
2/23/2021,9527,313
2/24/2021,9942,415
2/25/2021,10433,491
2/26/2021,10779,346
2/27/2021,10824,45
2/28/2021,10833,9
2/3/2021,11175,342
2/4/2021,11454,279
2/5/2021,11696,242
2/6/2021,12385,689
2/7/2021,12601,216
2/8/2021,12627,26
2/9/2021,12639,12
3/1/2021,13053,414
3/10/2021,13273,220
3/11/2021,13844,571
3/12/2021,14227,383
3/13/2021,14612,385
3/14/2021,14637,25
3/15/2021,14647,10
3/16/2021,14921,274
3/17/2021,15225,304
3/18/2021,16011,786
3/19/2021,16469,458
3/2/2021,16729,260
3/20/2021,16793,64
3/21/2021,16809,16
3/22/2021,17031,222
3/23/2021,17444,413
3/24/2021,17702,258
