date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,185,160,188,242,5
1/10/2021,273,305,298,314,521,7
1/11/2021,280,317,306,329,567,7
1/12/2021,289,324,320,358,632,10
1/13/2021,300,333,332,375,730,10
1/14/2021,316,364,359,424,852,11
1/15/2021,424,480,465,550,981,30
1/16/2021,427,480,466,550,1036,30
1/17/2021,428,480,466,550,1038,30
1/18/2021,441,484,480,563,1113,30
1/19/2021,449,497,488,583,1166,31
1/2/2021,179,185,160,189,243,5
1/20/2021,473,508,505,603,1246,31
1/21/2021,488,516,514,626,1378,32
1/22/2021,554,572,551,667,1442,38
1/23/2021,560,583,561,674,1650,38
1/24/2021,561,583,563,674,1650,38
1/25/2021,575,593,580,691,1695,39
1/26/2021,584,599,584,704,1765,39
1/27/2021,610,613,607,722,1874,41
1/28/2021,635,642,646,752,1957,41
1/29/2021,680,672,667,785,2178,50
1/3/2021,179,185,160,189,243,5
1/30/2021,715,698,688,792,2184,53
1/31/2021,715,698,688,793,2184,53
1/4/2021,198,218,195,209,277,6
1/5/2021,210,232,211,225,331,6
1/6/2021,228,257,227,247,367,7
1/7/2021,251,272,249,265,460,7
1/8/2021,273,305,298,314,520,7
1/9/2021,273,305,298,314,521,7
12/17/2020,24,17,10,19,9,1
12/18/2020,41,34,21,36,14,1
12/19/2020,41,34,21,36,14,1
12/20/2020,41,34,21,36,14,2
12/21/2020,56,44,30,45,18,2
12/22/2020,61,58,38,58,24,2
12/23/2020,92,89,74,81,34,2
12/24/2020,110,100,80,98,43,2
12/25/2020,110,100,80,98,43,2
12/26/2020,111,102,82,99,47,2
12/27/2020,112,102,83,99,47,2
12/28/2020,132,124,99,126,111,4
12/29/2020,153,150,122,141,179,4
12/30/2020,164,172,143,168,216,5
12/31/2020,178,183,160,188,240,5
2/1/2021,725,707,698,798,2232,54
2/10/2021,866,779,791,894,3011,71
2/11/2021,886,806,827,927,3080,73
2/12/2021,923,832,850,974,3150,79
2/13/2021,928,837,851,990,3292,79
2/14/2021,928,837,851,990,3292,79
2/15/2021,933,840,856,993,3324,79
2/16/2021,950,852,867,1011,3362,82
2/17/2021,964,863,876,1021,3407,83
2/18/2021,1002,903,920,1049,3445,93
2/19/2021,1038,928,942,1073,3471,95
2/2/2021,735,715,710,809,2295,55
2/20/2021,1048,933,949,1082,3485,111
2/21/2021,1048,933,949,1082,3485,111
2/22/2021,1062,939,959,1093,3507,114
2/23/2021,1080,953,972,1110,3546,116
2/24/2021,1103,967,988,1129,3579,120
2/25/2021,1128,988,1007,1153,3628,121
2/26/2021,1136,1000,1019,1171,3662,121
2/27/2021,1142,1010,1021,1173,3664,122
2/28/2021,1142,1010,1022,1173,3672,122
2/3/2021,747,726,717,815,2428,56
2/4/2021,752,733,724,826,2522,57
2/5/2021,769,742,743,850,2597,58
2/6/2021,802,755,755,862,2788,61
2/7/2021,802,755,755,862,2788,61
2/8/2021,835,763,762,869,2846,69
2/9/2021,845,769,772,875,2919,70
3/1/2021,1163,1026,1040,1197,3697,129
3/10/2021,1320,1139,1159,1504,3898,144
3/11/2021,1340,1152,1176,1566,3927,144
3/12/2021,1406,1196,1216,1657,3960,150
3/13/2021,1412,1199,1222,1731,3975,152
3/14/2021,1413,1199,1222,1731,3977,152
3/15/2021,1425,1214,1243,1813,4037,155
3/16/2021,1431,1224,1254,1865,4065,155
3/17/2021,1453,1239,1280,1924,4110,158
3/18/2021,1475,1249,1305,1956,4144,161
3/19/2021,1505,1259,1325,1981,4163,169
3/2/2021,1191,1043,1061,1239,3720,132
3/20/2021,1508,1259,1325,1985,4169,169
3/21/2021,1509,1260,1326,1985,4170,169
3/22/2021,1539,1293,1356,1998,4182,170
3/23/2021,1579,1317,1387,2037,4197,177
3/24/2021,1622,1340,1417,2075,4225,187
3/25/2021,1658,1362,1452,2113,4245,188
3/26/2021,1698,1391,1485,2150,4267,193
3/27/2021,1734,1416,1499,2157,4278,204
3/28/2021,1734,1416,1499,2157,4279,204
3/29/2021,1749,1432,1529,2204,4295,211
3/3/2021,1229,1069,1078,1277,3777,136
3/30/2021,1771,1451,1550,2225,4312,214
3/31/2021,1804,1481,1620,2275,4331,216
3/4/2021,1257,1090,1100,1323,3803,139
3/5/2021,1262,1100,1111,1346,3814,140
3/6/2021,1269,1102,1116,1360,3820,141
3/7/2021,1270,1102,1116,1360,3821,142
3/8/2021,1280,1110,1129,1392,3847,142
3/9/2021,1299,1124,1145,1442,3871,143
4/1/2021,1849,1508,1655,2317,4343,221
4/10/2021,2074,1729,1834,2439,4427,265
4/11/2021,2074,1729,1834,2442,4428,265
4/12/2021,2081,1735,1844,2453,4440,266
4/13/2021,2095,1739,1850,2460,4455,266
4/14/2021,2108,1799,1882,2465,4465,269
4/15/2021,2122,1813,1890,2479,4476,270
4/16/2021,2147,1826,1906,2498,4493,275
4/17/2021,2147,1829,1908,2499,4494,276
4/18/2021,2147,1829,1908,2499,4494,276
4/19/2021,2161,1830,1913,2509,4498,278
4/2/2021,1865,1524,1671,2326,4350,230
4/20/2021,2191,1835,1925,2515,4510,283
4/21/2021,2239,1864,1937,2522,4518,284
4/22/2021,2263,1899,1962,2535,4529,285
4/23/2021,2286,1920,1970,2546,4541,290
4/24/2021,2296,1925,1974,2549,4546,293
4/25/2021,2296,1925,1974,2549,4546,293
4/26/2021,2299,1929,1984,2557,4560,293
4/27/2021,2309,1937,1993,2570,4569,294
4/28/2021,2334,1948,1998,2579,4583,297
4/29/2021,2357,1958,2010,2590,4598,301
4/3/2021,1866,1526,1673,2331,4351,230
4/30/2021,2364,1962,2012,2595,4603,303
4/4/2021,1872,1526,1674,2333,4351,230
4/5/2021,1885,1539,1683,2343,4359,232
4/6/2021,1926,1562,1712,2372,4374,238
4/7/2021,2002,1662,1749,2396,4395,245
4/8/2021,2043,1702,1813,2419,4414,257
4/9/2021,2060,1719,1826,2432,4419,262
5/1/2021,2368,1962,2014,2597,4603,304
5/10/2021,2415,2004,2045,2638,4631,329
5/11/2021,2419,2007,2048,2646,4635,329
5/12/2021,2432,2007,2060,2652,4640,331
5/13/2021,2451,2015,2069,2660,4649,334
5/14/2021,2468,2022,2072,2669,4652,361
5/15/2021,2471,2025,2075,2669,4654,365
5/16/2021,2474,2025,2075,2670,4654,367
5/17/2021,2479,2035,2085,2676,4661,372
5/18/2021,2482,2041,2087,2680,4662,383
5/19/2021,2494,2044,2099,2687,4666,387
5/2/2021,2369,1962,2015,2598,4603,304
5/20/2021,2499,2053,2106,2691,4672,393
5/21/2021,2507,2061,2110,2696,4678,408
5/22/2021,2513,2061,2112,2701,4679,427
5/23/2021,2514,2062,2112,2702,4680,427
5/24/2021,2523,2066,2118,2709,4680,438
5/25/2021,2528,2075,2123,2713,4686,449
5/26/2021,2540,2077,2127,2715,4687,453
5/27/2021,2557,2084,2133,2724,4690,460
5/28/2021,2566,2088,2138,2731,4690,470
5/29/2021,2569,2089,2139,2731,4690,470
5/3/2021,2372,1964,2019,2604,4607,305
5/30/2021,2569,2089,2139,2731,4690,470
5/31/2021,2571,2090,2139,2731,4690,473
5/4/2021,2383,1973,2027,2611,4616,306
5/5/2021,2392,1981,2033,2618,4622,311
5/6/2021,2401,1992,2036,2628,4626,323
5/7/2021,2405,1993,2039,2634,4628,327
5/8/2021,2410,2000,2042,2636,4628,328
5/9/2021,2410,2000,2043,2636,4628,328
6/1/2021,2580,2101,2143,2738,4694,483
6/10/2021,2637,2140,2179,2780,4731,537
6/11/2021,2641,2142,2180,2782,4731,542
6/12/2021,2642,2143,2181,2785,4732,544
6/13/2021,2643,2143,2181,2785,4732,544
6/14/2021,2652,2148,2188,2790,4734,558
6/15/2021,2656,2152,2193,2792,4736,572
6/16/2021,2661,2153,2196,2793,4737,576
6/17/2021,2666,2156,2197,2795,4739,591
6/18/2021,2683,2160,2202,2799,4744,597
6/19/2021,2686,2160,2203,2800,4746,602
6/2/2021,2585,2107,2147,2744,4700,487
6/20/2021,2686,2160,2203,2804,4746,603
6/21/2021,2689,2162,2207,2808,4751,610
6/22/2021,2692,2167,2208,2813,4752,617
6/23/2021,2694,2169,2209,2816,4754,623
6/24/2021,2699,2174,2211,2818,4754,627
6/25/2021,2705,2177,2214,2821,4759,642
6/26/2021,2707,2177,2218,2822,4760,643
6/27/2021,2707,2177,2218,2823,4760,643
6/28/2021,2713,2184,2222,2827,4761,653
6/29/2021,2724,2187,2224,2829,4762,661
6/3/2021,2594,2111,2149,2748,4705,489
6/30/2021,2736,2193,2230,2833,4763,676
6/4/2021,2607,2116,2157,2755,4707,497
6/5/2021,2609,2119,2158,2758,4709,499
6/6/2021,2613,2119,2158,2760,4709,499
6/7/2021,2616,2119,2160,2762,4712,511
6/8/2021,2619,2122,2169,2765,4715,524
6/9/2021,2624,2128,2172,2766,4719,527
7/1/2021,2742,2196,2233,2836,4764,686
7/10/2021,2782,2222,2248,2856,4784,744
7/11/2021,2783,2222,2249,2856,4784,744
7/12/2021,2792,2224,2251,2858,4785,752
7/13/2021,2798,2226,2254,2858,4787,764
7/14/2021,2811,2236,2255,2859,4792,773
7/15/2021,2819,2244,2258,2866,4795,781
7/16/2021,2824,2246,2263,2869,4800,786
7/17/2021,2828,2247,2264,2869,4800,791
7/18/2021,2831,2247,2264,2870,4800,793
7/19/2021,2842,2255,2267,2873,4803,814
7/2/2021,2744,2199,2237,2839,4766,692
7/20/2021,2855,2259,2270,2874,4807,838
7/21/2021,2860,2270,2278,2881,4812,859
7/22/2021,2876,2287,2286,2889,4818,885
7/23/2021,2892,2295,2300,2901,4824,921
7/24/2021,2903,2297,2307,2905,4826,931
7/25/2021,2903,2297,2307,2906,4828,933
7/26/2021,2929,2309,2318,2912,4834,967
7/27/2021,2954,2317,2328,2917,4838,991
7/28/2021,2959,2329,2334,2931,4845,1007
7/29/2021,2979,2343,2344,2939,4850,1027
7/3/2021,2752,2201,2238,2840,4769,695
7/30/2021,2994,2353,2350,2944,4852,1048
7/31/2021,2999,2356,2350,2947,4852,1061
7/4/2021,2752,2201,2238,2840,4769,695
7/5/2021,2754,2204,2239,2841,4772,698
7/6/2021,2757,2209,2239,2844,4772,703
7/7/2021,2762,2212,2242,2849,4775,716
7/8/2021,2768,2216,2245,2853,4781,724
7/9/2021,2780,2220,2245,2855,4783,739
8/1/2021,3001,2356,2351,2948,4852,1063
8/10/2021,3114,2433,2417,2992,4880,1227
8/11/2021,3133,2445,2422,2995,4884,1233
8/12/2021,3156,2464,2434,3001,4894,1251
8/13/2021,3170,2478,2443,3007,4906,1300
8/14/2021,3173,2481,2445,3010,4906,1301
8/15/2021,3176,2481,2447,3010,4908,1301
8/16/2021,3192,2491,2454,3013,4919,1309
8/17/2021,3218,2506,2461,3020,4922,1323
8/18/2021,3246,2519,2468,3026,4929,1339
8/19/2021,3274,2540,2486,3038,4946,1366
8/2/2021,3011,2366,2355,2953,4856,1089
8/20/2021,3290,2559,2498,3046,4955,1407
8/21/2021,3307,2564,2505,3052,4958,1419
8/22/2021,3309,2566,2506,3054,4959,1420
8/23/2021,3324,2572,2518,3065,4964,1432
8/24/2021,3333,2578,2524,3069,4967,1437
8/25/2021,3345,2584,2530,3074,4973,1442
8/26/2021,3365,2601,2544,3081,4976,1468
8/27/2021,3381,2614,2551,3087,4983,1491
8/28/2021,3387,2617,2555,3089,4984,1496
8/29/2021,3390,2619,2557,3090,4984,1497
8/3/2021,3028,2367,2358,2956,4859,1097
8/30/2021,3408,2639,2561,3095,4986,1505
8/31/2021,3422,2642,2563,3095,4991,1507
8/4/2021,3055,2385,2373,2969,4867,1130
8/5/2021,3070,2400,2396,2979,4869,1143
8/6/2021,3089,2413,2405,2981,4873,1179
8/7/2021,3092,2414,2408,2986,4874,1186
8/8/2021,3095,2416,2411,2986,4876,1187
8/9/2021,3105,2429,2415,2989,4879,1212
9/1/2021,3437,2649,2568,3101,4994,1511
9/10/2021,3517,2693,2607,3130,5018,1615
9/11/2021,3527,2698,2608,3130,5019,1617
9/12/2021,3531,2699,2608,3130,5019,1622
9/13/2021,3544,2710,2615,3134,5025,1627
9/14/2021,3552,2717,2618,3136,5029,1637
9/15/2021,3561,2725,2625,3139,5031,1640
9/16/2021,3573,2733,2631,3142,5034,1649
9/17/2021,3590,2741,2639,3147,5039,1665
9/18/2021,3598,2746,2643,3150,5039,1667
9/19/2021,3599,2746,2643,3151,5039,1671
9/2/2021,3444,2656,2572,3105,4999,1532
9/20/2021,3608,2751,2646,3152,5041,1676
9/21/2021,3619,2756,2648,3153,5042,1680
9/22/2021,3630,2759,2656,3157,5044,1685
9/23/2021,3646,2771,2665,3162,5047,1692
9/24/2021,3649,2774,2665,3163,5048,1693
9/3/2021,3452,2663,2576,3118,5007,1557
9/4/2021,3458,2666,2577,3118,5007,1563
9/5/2021,3458,2667,2577,3118,5007,1564
9/6/2021,3459,2667,2577,3118,5007,1565
9/7/2021,3469,2674,2583,3119,5009,1573
9/8/2021,3477,2680,2590,3124,5010,1585
9/9/2021,3495,2689,2597,3128,5013,1601
