date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,10,4
1/16/2021,154,144
1/17/2021,293,139
1/18/2021,507,214
1/19/2021,555,48
1/2/2021,557,2
1/20/2021,560,3
1/21/2021,597,37
1/22/2021,931,334
1/23/2021,1319,388
1/24/2021,1441,122
1/25/2021,1540,99
1/26/2021,1632,92
1/27/2021,1856,224
1/28/2021,2207,351
1/29/2021,2619,412
1/3/2021,2835,216
1/30/2021,2947,112
1/31/2021,3013,66
1/4/2021,3020,7
1/5/2021,3372,352
1/6/2021,3741,369
1/7/2021,4253,512
1/8/2021,4834,581
1/9/2021,5472,638
12/1/2020,5552,80
12/10/2020,5558,6
12/12/2020,5888,330
12/13/2020,6456,568
12/15/2020,6967,511
12/16/2020,7612,645
12/17/2020,8794,1182
12/18/2020,8897,103
12/19/2020,8898,1
12/2/2020,9077,179
12/20/2020,9487,410
12/21/2020,11037,1550
12/22/2020,11920,883
12/23/2020,12823,903
12/24/2020,13224,401
12/25/2020,13241,17
12/26/2020,13801,560
12/27/2020,14313,512
12/28/2020,15636,1323
12/29/2020,16876,1240
12/30/2020,17802,926
12/31/2020,18137,335
12/4/2020,18168,31
2/1/2021,19056,888
2/10/2021,19931,875
2/11/2021,21610,1679
2/12/2021,23680,2070
2/13/2021,25925,2245
2/14/2021,27513,1588
2/15/2021,27554,41
2/16/2021,28448,894
2/17/2021,29368,920
2/18/2021,31986,2618
2/19/2021,33615,1629
2/2/2021,36368,2753
2/20/2021,37889,1521
2/21/2021,37919,30
2/22/2021,39130,1211
2/23/2021,40754,1624
2/24/2021,43567,2813
2/25/2021,44707,1140
2/26/2021,46059,1352
2/27/2021,47114,1055
2/28/2021,47129,15
2/3/2021,47529,400
2/4/2021,48076,547
2/5/2021,50057,1981
2/6/2021,51742,1685
2/7/2021,53474,1732
2/8/2021,55145,1671
2/9/2021,55239,94
3/1/2021,56851,1612
3/10/2021,58663,1812
3/11/2021,60432,1769
3/12/2021,62635,2203
3/13/2021,64402,1767
3/14/2021,65266,864
3/15/2021,65363,97
3/16/2021,66332,969
3/17/2021,67254,922
3/18/2021,70132,2878
3/19/2021,72077,1945
3/2/2021,74664,2587
3/20/2021,75822,1158
3/21/2021,75880,58
3/22/2021,77220,1340
3/23/2021,79141,1921
3/24/2021,80933,1792
3/25/2021,82436,1503
3/26/2021,84075,1639
3/27/2021,85118,1043
3/28/2021,85198,80
3/29/2021,85945,747
3/3/2021,87825,1880
3/30/2021,89581,1756
3/31/2021,91560,1979
3/4/2021,93777,2217
3/5/2021,94337,560
3/6/2021,94488,151
3/7/2021,96307,1819
3/8/2021,98128,1821
3/9/2021,99975,1847
4/1/2021,101396,1421
4/10/2021,102929,1533
4/11/2021,103492,563
4/12/2021,103591,99
4/13/2021,104466,875
4/14/2021,105805,1339
4/15/2021,106869,1064
4/16/2021,108150,1281
4/17/2021,109428,1278
4/18/2021,110026,598
4/19/2021,110128,102
4/2/2021,110670,542
4/20/2021,111701,1031
4/21/2021,112601,900
4/22/2021,113526,925
4/23/2021,114685,1159
4/24/2021,115036,351
4/25/2021,115139,103
4/26/2021,116161,1022
4/27/2021,117171,1010
4/28/2021,117991,820
4/29/2021,119044,1053
4/3/2021,120186,1142
4/30/2021,120489,303
4/4/2021,120637,148
4/5/2021,121216,579
4/6/2021,122223,1007
4/7/2021,122999,776
4/8/2021,123771,772
4/9/2021,124534,763
5/1/2021,124932,398
5/10/2021,124991,59
5/11/2021,125460,469
5/12/2021,125989,529
5/13/2021,126515,526
5/14/2021,126934,419
5/15/2021,127479,545
5/16/2021,127700,221
5/17/2021,127781,81
5/18/2021,128134,353
5/19/2021,128398,264
5/2/2021,128781,383
5/20/2021,129392,611
5/21/2021,130118,726
5/22/2021,130431,313
5/23/2021,130536,105
5/24/2021,130996,460
5/25/2021,131312,316
5/26/2021,131780,468
5/27/2021,132119,339
5/28/2021,132592,473
5/29/2021,132894,302
5/3/2021,132987,93
5/30/2021,133262,275
5/31/2021,133510,248
5/4/2021,133944,434
5/5/2021,134195,251
5/6/2021,134545,350
5/7/2021,134661,116
