Category,value
tests,10883217
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1668803
20 - 44 years,4704829
45 - 54 years,1465252
55 - 64 years,1370824
65 years and older,1654423
Unknown,19086
positive,0.0974691582461326
