date,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA
2021-03-16 00:00:00,8,0,0,,,
2021-03-15 00:00:00,503,23,0.0457256461232604,,,
2021-03-14 00:00:00,486,21,0.0432098765432099,1.0,0.0,0
2021-03-13 00:00:00,586,37,0.0631399317406143,4.0,3.0,0.75
2021-03-12 00:00:00,1399,52,0.0371694067190851,55.0,22.0,0.4
2021-03-11 00:00:00,1383,54,0.0390455531453362,42.0,24.0,0.5714285714285714
2021-03-10 00:00:00,1402,61,0.043509272467903,60.0,23.0,0.3833333333333334
2021-03-09 00:00:00,1622,68,0.0419235511713933,40.0,20.0,0.5
2021-03-08 00:00:00,1989,67,0.0336852689793866,53.0,27.0,0.509433962264151
2021-03-07 00:00:00,735,40,0.054421768707483,2.0,2.0,1
2021-03-06 00:00:00,764,43,0.056282722513089,8.0,5.0,0.625
2021-03-05 00:00:00,1610,61,0.037888198757764,61.0,26.0,0.4262295081967213
2021-03-04 00:00:00,1535,70,0.0456026058631922,55.0,24.0,0.4363636363636364
2021-03-03 00:00:00,1677,83,0.0494931425163983,51.0,19.0,0.3725490196078432
2021-03-02 00:00:00,1645,73,0.0443768996960486,60.0,28.0,0.4666666666666668
2021-03-01 00:00:00,1792,94,0.0524553571428571,52.0,20.0,0.3846153846153847
2021-02-28 00:00:00,594,40,0.0673400673400673,3.0,1.0,0.3333333333333333
2021-02-27 00:00:00,768,47,0.0611979166666667,7.0,3.0,0.4285714285714286
2021-02-26 00:00:00,1584,76,0.047979797979798,55.0,19.0,0.3454545454545455
2021-02-25 00:00:00,1724,91,0.052784222737819,49.0,28.0,0.5714285714285714
2021-02-24 00:00:00,1651,80,0.0484554815263477,66.0,22.0,0.3333333333333333
2021-02-23 00:00:00,1802,88,0.048834628190899,65.0,26.0,0.4
2021-02-22 00:00:00,2004,104,0.0518962075848303,59.0,19.0,0.3220338983050847
2021-02-21 00:00:00,797,58,0.0727728983688833,6.0,3.0,0.5
2021-02-20 00:00:00,871,70,0.0803673938002296,7.0,2.0,0.2857142857142857
2021-02-19 00:00:00,1915,107,0.0558746736292428,85.0,23.0,0.2705882352941177
2021-02-18 00:00:00,2015,111,0.0550868486352357,66.0,30.0,0.4545454545454546
2021-02-17 00:00:00,1791,141,0.0787269681742044,57.0,20.0,0.3508771929824561
2021-02-16 00:00:00,1916,125,0.0652400835073069,75.0,31.0,0.4133333333333334
2021-02-15 00:00:00,1818,142,0.0781078107810781,82.0,31.0,0.3780487804878049
2021-02-14 00:00:00,776,69,0.0889175257731959,12.0,5.0,0.4166666666666667
2021-02-13 00:00:00,1005,103,0.1024875621890547,13.0,5.0,0.3846153846153847
2021-02-12 00:00:00,2023,168,0.0830449826989619,101.0,38.0,0.3762376237623763
2021-02-11 00:00:00,2837,148,0.0521677828692281,85.0,35.0,0.4117647058823529
2021-02-10 00:00:00,3432,242,0.0705128205128205,88.0,37.0,0.4204545454545455
2021-02-09 00:00:00,3070,205,0.0667752442996743,100.0,39.0,0.39
2021-02-08 00:00:00,2213,192,0.0867600542250339,101.0,48.0,0.4752475247524752
2021-02-07 00:00:00,879,93,0.10580204778157,9.0,3.0,0.3333333333333333
2021-02-06 00:00:00,1257,122,0.0970564836913286,21.0,7.0,0.3333333333333333
2021-02-05 00:00:00,2463,238,0.096630125862769,117.0,41.0,0.3504273504273504
2021-02-04 00:00:00,2258,258,0.1142604074402126,95.0,43.0,0.4526315789473684
2021-02-03 00:00:00,2144,227,0.1058768656716418,118.0,56.0,0.4745762711864408
2021-02-02 00:00:00,2659,320,0.1203459947348627,123.0,50.0,0.4065040650406504
2021-02-01 00:00:00,2777,343,0.1235145840835434,122.0,49.0,0.4016393442622951
2021-01-31 00:00:00,1066,158,0.1482176360225141,7.0,2.0,0.2857142857142857
2021-01-30 00:00:00,1516,266,0.1754617414248021,11.0,3.0,0.2727272727272727
2021-01-29 00:00:00,2857,330,0.1155057752887644,91.0,47.0,0.5164835164835166
2021-01-28 00:00:00,2754,376,0.1365286855482934,84.0,32.0,0.380952380952381
2021-01-27 00:00:00,3079,436,0.1416044170185125,86.0,35.0,0.4069767441860465
2021-01-26 00:00:00,3025,416,0.1375206611570248,114.0,57.0,0.5
2021-01-25 00:00:00,3790,494,0.1303430079155673,74.0,30.0,0.4054054054054055
2021-01-24 00:00:00,1428,232,0.1624649859943978,8.0,4.0,0.5
2021-01-23 00:00:00,1777,338,0.1902082160945414,12.0,5.0,0.4166666666666667
2021-01-22 00:00:00,4153,576,0.1386949193354202,73.0,28.0,0.3835616438356164
2021-01-21 00:00:00,4410,523,0.11859410430839,90.0,28.0,0.3111111111111111
2021-01-20 00:00:00,3970,592,0.1491183879093199,76.0,16.0,0.2105263157894737
2021-01-19 00:00:00,4060,679,0.1672413793103448,92.0,28.0,0.3043478260869566
2021-01-18 00:00:00,2705,460,0.1700554528650647,73.0,28.0,0.3835616438356164
2021-01-17 00:00:00,1852,359,0.1938444924406048,22.0,7.0,0.3181818181818182
2021-01-16 00:00:00,2412,510,0.2114427860696518,7.0,3.0,0.4285714285714286
2021-01-15 00:00:00,3962,645,0.162796567390207,96.0,33.0,0.34375
2021-01-14 00:00:00,3453,601,0.1740515493773531,82.0,18.0,0.2195121951219512
2021-01-13 00:00:00,3819,691,0.1809374181722964,118.0,23.0,0.1949152542372882
2021-01-12 00:00:00,4215,783,0.1857651245551602,162.0,23.0,0.1419753086419753
2021-01-11 00:00:00,4441,837,0.1884710650754335,172.0,34.0,0.1976744186046512
2021-01-10 00:00:00,2360,521,0.2207627118644068,11.0,3.0,0.2727272727272727
2021-01-09 00:00:00,2774,594,0.2141312184571017,9.0,5.0,0.5555555555555556
2021-01-08 00:00:00,4503,790,0.1754385964912281,191.0,32.0,0.1675392670157068
2021-01-07 00:00:00,4305,915,0.2125435540069687,202.0,32.0,0.1584158415841584
2021-01-06 00:00:00,4634,985,0.2125593439792836,198.0,26.0,0.1313131313131313
2021-01-05 00:00:00,4811,1130,0.2348784036582831,182.0,18.0,0.0989010989010989
2021-01-04 00:00:00,5103,1165,0.228297080148932,188.0,25.0,0.1329787234042553
2021-01-03 00:00:00,2142,541,0.2525676937441643,3.0,0.0,0
2021-01-02 00:00:00,2526,667,0.2640538400633413,8.0,1.0,0.125
2021-01-01 00:00:00,836,231,0.2763157894736843,3.0,1.0,0.3333333333333333
2020-12-31 00:00:00,3648,849,0.2327302631578948,50.0,17.0,0.34
2020-12-30 00:00:00,4077,948,0.23252391464312,74.0,25.0,0.3378378378378379
