date,Greenlee_cume,Greenlee
1/12/2021,20,
1/13/2021,50,30
1/14/2021,60,10
1/18/2021,70,10
1/19/2021,80,10
1/20/2021,100,20
1/21/2021,133,33
1/22/2021,155,22
1/23/2021,175,20
1/24/2021,215,40
1/25/2021,236,21
1/27/2021,237,1
1/28/2021,279,42
1/29/2021,333,54
1/5/2021,415,82
1/6/2021,446,31
1/7/2021,488,42
1/8/2021,521,33
1/9/2021,815,294
12/21/2020,1031,216
12/22/2020,1457,426
12/23/2020,1468,11
12/24/2020,1523,55
12/29/2020,1634,111
12/30/2020,2002,368
12/31/2020,2158,156
2/1/2021,2185,27
2/10/2021,2263,78
2/11/2021,2297,34
2/12/2021,2382,85
2/15/2021,2576,194
2/16/2021,2598,22
2/17/2021,2652,54
2/18/2021,2811,159
2/2/2021,3068,257
2/22/2021,3419,351
2/23/2021,3472,53
2/24/2021,3578,106
2/25/2021,3750,172
2/26/2021,4077,327
2/28/2021,4148,71
2/3/2021,4499,351
2/4/2021,4722,223
2/5/2021,4909,187
2/8/2021,5104,195
2/9/2021,5120,16
3/1/2021,5144,24
3/10/2021,5322,178
3/11/2021,5431,109
3/12/2021,5498,67
3/15/2021,5688,190
3/16/2021,5743,55
3/17/2021,5848,105
3/18/2021,5988,140
3/19/2021,6130,142
3/2/2021,6363,233
3/22/2021,6524,161
3/23/2021,6556,32
3/24/2021,6630,74
3/25/2021,6667,37
3/26/2021,6729,62
3/28/2021,6739,10
3/29/2021,6758,19
3/3/2021,6796,38
3/30/2021,6848,52
3/31/2021,6910,62
3/4/2021,6921,11
3/5/2021,7163,242
3/8/2021,7238,75
3/9/2021,7243,5
4/1/2021,7332,89
4/12/2021,7382,50
4/13/2021,7484,102
4/14/2021,7519,35
4/15/2021,7533,14
4/16/2021,7596,63
4/2/2021,7643,47
4/20/2021,7710,67
4/22/2021,7721,11
4/27/2021,7744,23
4/30/2021,7777,33
4/5/2021,7814,37
4/6/2021,7835,21
4/7/2021,7874,39
4/8/2021,7913,39
4/9/2021,7937,24
5/10/2021,7958,21
5/12/2021,7968,10
5/13/2021,7984,16
5/18/2021,8003,19
5/20/2021,8013,10
5/21/2021,8031,18
5/24/2021,8042,11
5/25/2021,8062,20
5/27/2021,8089,27
5/4/2021,8092,3
5/5/2021,8118,26
5/6/2021,8125,7
6/1/2021,8144,19
6/10/2021,8150,6
6/15/2021,8161,11
6/16/2021,8169,8
6/17/2021,8191,22
6/2/2021,8198,7
6/22/2021,8212,14
6/23/2021,8213,1
6/24/2021,8233,20
6/29/2021,8246,13
6/3/2021,8253,7
6/8/2021,8260,7
6/9/2021,8270,10
7/1/2021,8276,6
7/12/2021,8277,1
7/13/2021,8281,4
7/15/2021,8285,4
7/19/2021,8297,12
7/2/2021,8300,3
7/20/2021,8304,4
7/21/2021,8310,6
7/22/2021,8311,1
7/23/2021,8323,12
7/26/2021,8330,7
7/27/2021,8340,10
7/28/2021,8349,9
7/29/2021,8354,5
7/30/2021,8362,8
7/6/2021,8367,5
7/7/2021,8384,17
7/8/2021,8388,4
8/10/2021,8393,5
8/11/2021,8402,9
8/12/2021,8415,13
8/13/2021,8419,4
8/14/2021,8427,8
8/16/2021,8434,7
8/17/2021,8443,9
8/18/2021,8456,13
8/19/2021,8466,10
8/2/2021,8468,2
8/20/2021,8486,18
8/21/2021,8533,47
8/22/2021,8552,19
8/3/2021,8560,8
8/4/2021,8605,45
8/5/2021,8722,117
8/9/2021,8733,11
