date,Greenlee_cume,Greenlee
1/12/2021,20,
1/13/2021,50,30
1/14/2021,60,10
1/18/2021,70,10
1/19/2021,80,10
1/20/2021,100,20
1/21/2021,133,33
1/22/2021,155,22
1/23/2021,175,20
1/24/2021,215,40
1/25/2021,236,21
1/27/2021,237,1
1/28/2021,279,42
1/29/2021,333,54
1/5/2021,415,82
1/6/2021,446,31
1/7/2021,488,42
1/8/2021,521,33
1/9/2021,815,294
12/21/2020,1031,216
12/22/2020,1457,426
12/23/2020,1468,11
12/24/2020,1523,55
12/29/2020,1634,111
12/30/2020,2002,368
12/31/2020,2158,156
2/1/2021,2185,27
2/10/2021,2263,78
2/11/2021,2297,34
2/12/2021,2382,85
2/15/2021,2576,194
2/16/2021,2598,22
2/17/2021,2652,54
2/18/2021,2811,159
2/2/2021,3068,257
2/22/2021,3419,351
2/23/2021,3472,53
2/24/2021,3578,106
2/25/2021,3750,172
2/26/2021,4077,327
2/28/2021,4148,71
2/3/2021,4499,351
2/4/2021,4723,224
2/5/2021,4910,187
2/8/2021,5105,195
2/9/2021,5121,16
3/1/2021,5145,24
3/10/2021,5323,178
3/11/2021,5432,109
3/12/2021,5499,67
3/15/2021,5689,190
3/16/2021,5744,55
3/17/2021,5849,105
3/18/2021,5989,140
3/19/2021,6131,142
3/2/2021,6364,233
3/22/2021,6525,161
3/23/2021,6557,32
3/24/2021,6631,74
3/25/2021,6668,37
3/26/2021,6730,62
3/28/2021,6740,10
3/29/2021,6759,19
3/3/2021,6798,39
3/30/2021,6850,52
3/31/2021,6912,62
3/4/2021,6923,11
3/5/2021,7165,242
3/8/2021,7240,75
3/9/2021,7245,5
4/1/2021,7334,89
4/12/2021,7384,50
4/13/2021,7486,102
4/14/2021,7521,35
4/15/2021,7535,14
4/16/2021,7598,63
4/2/2021,7645,47
4/20/2021,7712,67
4/22/2021,7723,11
4/27/2021,7746,23
4/30/2021,7779,33
4/5/2021,7816,37
4/6/2021,7837,21
4/7/2021,7876,39
4/8/2021,7915,39
4/9/2021,7939,24
5/10/2021,7960,21
5/12/2021,7970,10
5/13/2021,7986,16
5/18/2021,8005,19
5/20/2021,8015,10
5/21/2021,8033,18
5/24/2021,8044,11
5/25/2021,8064,20
5/27/2021,8091,27
5/4/2021,8094,3
5/5/2021,8120,26
5/6/2021,8127,7
6/1/2021,8146,19
6/10/2021,8152,6
6/15/2021,8163,11
6/16/2021,8171,8
6/17/2021,8193,22
6/2/2021,8200,7
6/22/2021,8214,14
6/23/2021,8215,1
6/24/2021,8235,20
6/29/2021,8248,13
6/3/2021,8255,7
6/8/2021,8262,7
6/9/2021,8272,10
7/1/2021,8278,6
7/12/2021,8279,1
7/13/2021,8283,4
7/15/2021,8287,4
7/19/2021,8299,12
7/2/2021,8302,3
7/20/2021,8306,4
7/21/2021,8312,6
7/22/2021,8313,1
7/23/2021,8325,12
7/26/2021,8332,7
7/27/2021,8342,10
7/28/2021,8351,9
7/29/2021,8356,5
7/30/2021,8364,8
7/6/2021,8369,5
7/7/2021,8386,17
7/8/2021,8390,4
8/10/2021,8395,5
8/11/2021,8404,9
8/12/2021,8417,13
8/13/2021,8421,4
8/14/2021,8429,8
8/16/2021,8436,7
8/17/2021,8445,9
8/18/2021,8458,13
8/19/2021,8468,10
8/2/2021,8470,2
8/20/2021,8488,18
8/21/2021,8543,55
8/22/2021,8562,19
8/23/2021,8581,19
8/3/2021,8626,45
8/4/2021,8743,117
8/5/2021,8754,11
8/9/2021,8771,17
