date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21147,22667,20601,17946,11889,210
1/10/2021,34893,34762,32687,29568,28525,493
1/11/2021,36833,36575,34626,31243,32257,553
1/12/2021,39649,39263,37406,33757,39769,670
1/13/2021,42437,42172,40494,36454,48480,764
1/14/2021,45218,45208,43719,39442,57788,835
1/15/2021,48719,48443,47079,42553,66872,958
1/16/2021,50526,50018,48751,44162,72230,1005
1/17/2021,51641,51037,49822,45255,75669,1048
1/18/2021,53296,52575,51557,46983,83430,1094
1/19/2021,55339,54453,53581,49162,93466,1195
1/2/2021,23059,24362,22132,19363,12899,243
1/20/2021,57757,56957,56514,52089,105670,1325
1/21/2021,60470,59818,59864,55557,121323,1477
1/22/2021,64986,63966,64473,60417,136946,1650
1/23/2021,68300,66731,67573,63589,147440,1802
1/24/2021,69840,68123,69090,65275,155073,1856
1/25/2021,72241,70268,71693,68215,168646,1943
1/26/2021,75183,72786,74594,71456,185873,2058
1/27/2021,78309,75404,77534,74821,204744,2165
1/28/2021,81358,77980,80502,78464,225959,2312
1/29/2021,85224,81116,83863,82215,245860,2526
1/3/2021,23962,25098,22780,19911,13239,265
1/30/2021,88052,83247,86199,84677,257267,2713
1/31/2021,88961,83986,87065,85705,263226,2761
1/4/2021,25694,26730,24374,21383,15090,291
1/5/2021,27491,28368,25951,22937,17175,326
1/6/2021,29710,30309,27989,24950,20210,393
1/7/2021,31525,31933,29759,26733,23514,431
1/8/2021,33253,33490,31423,28381,25906,460
1/9/2021,34355,34320,32268,29175,28072,487
12/1/2020,33,21,27,20,31,1
12/10/2020,46,30,40,37,53,2
12/11/2020,47,33,42,42,55,2
12/12/2020,48,33,44,45,56,2
12/13/2020,49,34,46,47,58,2
12/14/2020,50,39,49,48,65,2
12/15/2020,60,50,62,62,73,2
12/16/2020,168,200,222,184,129,2
12/17/2020,796,1030,1016,837,380,9
12/18/2020,1654,2035,1855,1489,670,10
12/19/2020,2275,2751,2431,1923,868,15
12/2/2020,36,22,29,24,36,2
12/20/2020,2487,3011,2687,2133,962,17
12/21/2020,3854,4431,3949,3103,1437,26
12/22/2020,5713,6472,5751,4541,2068,35
12/23/2020,7977,9033,7989,6360,2955,53
12/24/2020,8945,10004,8799,7095,3304,56
12/25/2020,8983,10038,8826,7120,3320,56
12/26/2020,10506,11765,10253,8392,3864,70
12/27/2020,11131,12417,10860,8898,4112,81
12/28/2020,13277,14591,12855,10737,5333,105
12/29/2020,16141,17531,15572,13251,7468,153
12/3/2020,39,22,32,26,39,2
12/30/2020,19301,20863,18785,16218,9766,185
12/31/2020,21003,22523,20428,17754,11140,204
12/4/2020,39,22,34,29,40,2
12/5/2020,40,22,34,29,41,2
12/6/2020,41,22,34,30,41,2
12/7/2020,41,24,38,31,42,2
12/8/2020,43,25,38,34,43,2
12/9/2020,44,25,39,35,49,2
2/1/2021,90807,85664,88834,87986,278780,2878
2/10/2021,110375,101552,106932,111671,442175,4815
2/11/2021,113099,103766,109231,114865,464811,5192
2/12/2021,116389,106460,112069,118571,491988,5520
2/13/2021,120055,109294,115054,121950,511329,5934
2/14/2021,120981,110001,115967,123112,518690,5986
2/15/2021,122139,110984,117039,124553,532933,6054
2/16/2021,124036,112321,118541,126600,549628,6216
2/17/2021,126457,114174,120359,128889,566259,6859
2/18/2021,127937,115388,121628,130629,582342,6984
2/19/2021,129870,116892,123151,132563,594304,7414
2/2/2021,92895,87497,90870,90650,296853,2985
2/20/2021,132654,118884,125113,134745,604125,7770
2/21/2021,133333,119517,125785,135563,610008,7828
2/22/2021,134350,120313,126574,136609,617798,7931
2/23/2021,136062,121577,128031,138562,629657,8109
2/24/2021,138364,123403,129934,141226,646557,8345
2/25/2021,140484,125144,131748,143782,665545,8887
2/26/2021,143189,127313,133966,147003,683779,9169
2/27/2021,145225,129001,135686,149454,695977,9410
2/28/2021,146040,129628,136495,151025,703753,9480
2/3/2021,95331,89560,93147,93588,317617,3148
