date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,4,1
1/14/2021,10,6
1/15/2021,26,16
1/16/2021,56,30
1/18/2021,57,1
1/19/2021,62,5
1/2/2021,154,92
1/20/2021,328,174
1/21/2021,433,105
1/22/2021,797,364
1/23/2021,1177,380
1/24/2021,1555,378
1/25/2021,1930,375
1/26/2021,2017,87
1/27/2021,2018,1
1/28/2021,2019,1
1/29/2021,2252,233
1/3/2021,2657,405
1/30/2021,3133,476
1/31/2021,3889,756
1/4/2021,4256,367
1/5/2021,4257,1
1/6/2021,4684,427
1/7/2021,5137,453
1/8/2021,5435,298
1/9/2021,5826,391
12/14/2020,6261,435
12/15/2020,6266,5
12/16/2020,6452,186
12/17/2020,6901,449
12/18/2020,7406,505
12/2/2020,8072,666
12/20/2020,8485,413
12/21/2020,8737,252
12/22/2020,8759,22
12/23/2020,9319,560
12/24/2020,9872,553
12/28/2020,10621,749
12/29/2020,11777,1156
12/30/2020,12470,693
12/31/2020,12613,143
12/4/2020,12615,2
2/1/2021,13318,703
2/10/2021,14044,726
2/11/2021,15159,1115
2/12/2021,16059,900
2/13/2021,16693,634
2/14/2021,17396,703
2/15/2021,17398,2
2/16/2021,18190,792
2/17/2021,19106,916
2/18/2021,19873,767
2/19/2021,20928,1055
2/2/2021,21871,943
2/20/2021,22600,729
2/21/2021,22653,53
2/22/2021,22850,197
2/23/2021,23801,951
2/24/2021,24826,1025
2/25/2021,25631,805
2/26/2021,26155,524
2/27/2021,26209,54
2/28/2021,26237,28
2/3/2021,26685,448
2/4/2021,27324,639
2/5/2021,27918,594
2/6/2021,28917,999
2/7/2021,29722,805
2/8/2021,30127,405
2/9/2021,30151,24
3/1/2021,30819,668
3/10/2021,31393,574
3/11/2021,32191,798
3/12/2021,32958,767
3/13/2021,33405,447
3/14/2021,34137,732
3/15/2021,34172,35
3/16/2021,34661,489
3/17/2021,35228,567
3/18/2021,36198,970
3/19/2021,37289,1091
3/2/2021,38020,731
3/20/2021,38717,697
3/21/2021,38785,68
3/22/2021,39457,672
3/23/2021,40084,627
3/24/2021,40894,810
3/25/2021,41992,1098
3/26/2021,42549,557
3/27/2021,42638,89
3/28/2021,42711,73
3/29/2021,43239,528
3/3/2021,44037,798
3/30/2021,44945,908
3/31/2021,45934,989
3/4/2021,46646,712
3/5/2021,46810,164
3/6/2021,46872,62
3/7/2021,47460,588
3/8/2021,47896,436
3/9/2021,48842,946
4/1/2021,49278,436
4/10/2021,49680,402
4/11/2021,49880,200
4/12/2021,49918,38
4/13/2021,50318,400
4/14/2021,50783,465
4/15/2021,51195,412
4/16/2021,52021,826
4/17/2021,52407,386
4/18/2021,52607,200
4/19/2021,52695,88
4/2/2021,53424,729
4/20/2021,53798,374
4/21/2021,54271,473
4/22/2021,54873,602
4/23/2021,55225,352
4/24/2021,55318,93
4/25/2021,55372,54
4/26/2021,55850,478
4/27/2021,56221,371
4/28/2021,56645,424
4/29/2021,57034,389
4/3/2021,57305,271
4/30/2021,57458,153
4/4/2021,57490,32
4/5/2021,57801,311
4/6/2021,58083,282
4/7/2021,58402,319
4/8/2021,58771,369
4/9/2021,58987,216
5/1/2021,59056,69
5/10/2021,59077,21
5/11/2021,59246,169
5/12/2021,59532,286
5/13/2021,59709,177
5/14/2021,60116,407
5/15/2021,60260,144
5/16/2021,60323,63
5/17/2021,60343,20
5/18/2021,60647,304
5/19/2021,60834,187
5/2/2021,60997,163
5/20/2021,61307,310
5/21/2021,61763,456
5/22/2021,61817,54
5/23/2021,61872,55
5/24/2021,62295,423
5/25/2021,62646,351
5/26/2021,63020,374
5/27/2021,63533,513
5/28/2021,63788,255
5/29/2021,64067,279
5/3/2021,64115,48
5/30/2021,64339,224
5/31/2021,64601,262
5/4/2021,64800,199
5/5/2021,65040,240
5/6/2021,65185,145
5/7/2021,65233,48
5/8/2021,65260,27
5/9/2021,65296,36
6/1/2021,65535,239
6/10/2021,65658,123
6/11/2021,65886,228
6/12/2021,66208,322
6/13/2021,66231,23
6/14/2021,66271,40
6/15/2021,66494,223
6/16/2021,66705,211
6/17/2021,67085,380
6/18/2021,67351,266
6/19/2021,67585,234
6/2/2021,67778,193
6/20/2021,67798,20
6/21/2021,68017,219
6/22/2021,68278,261
6/23/2021,68483,205
6/24/2021,68663,180
6/25/2021,68809,146
6/26/2021,68844,35
6/27/2021,68878,34
6/28/2021,69025,147
6/29/2021,69236,211
6/3/2021,69367,131
6/30/2021,69507,140
6/4/2021,69629,122
6/5/2021,69654,25
6/6/2021,69668,14
6/7/2021,69777,109
6/8/2021,69938,161
6/9/2021,70093,155
7/1/2021,70226,133
7/10/2021,70329,103
7/11/2021,70342,13
7/12/2021,70353,11
7/13/2021,70402,49
7/14/2021,70553,151
7/15/2021,70673,120
7/16/2021,70841,168
7/17/2021,70999,158
7/18/2021,71016,17
7/19/2021,71029,13
7/2/2021,71164,135
7/20/2021,71296,132
7/21/2021,71480,184
7/22/2021,71573,93
7/23/2021,71722,149
7/24/2021,71767,45
7/25/2021,71792,25
7/26/2021,71965,173
7/27/2021,72152,187
7/28/2021,72313,161
7/29/2021,72491,178
7/3/2021,72617,126
7/30/2021,72664,47
7/31/2021,72679,15
7/4/2021,72832,153
7/5/2021,72987,155
7/6/2021,73147,160
7/7/2021,73321,174
7/8/2021,73464,143
7/9/2021,73512,48
8/1/2021,73526,14
8/10/2021,73695,169
8/11/2021,73892,197
8/12/2021,74071,179
8/13/2021,74222,151
8/14/2021,74451,229
8/15/2021,74500,49
8/16/2021,74522,22
8/17/2021,74674,152
8/18/2021,74871,197
8/19/2021,75133,262
8/2/2021,75331,198
8/20/2021,75624,293
8/21/2021,75703,79
8/22/2021,75734,31
8/23/2021,76007,273
8/3/2021,76264,257
8/4/2021,76435,171
8/5/2021,76593,158
8/6/2021,76802,209
8/7/2021,76850,48
8/8/2021,76879,29
8/9/2021,76987,108
