Category,value
tests,485307
Yuma,10299
Yavapai,12387
Santa Cruz,1824
Pinal,30977
Pima,50618
Navajo,4037
Mohave,9882
Maricopa,335939
La Paz,1553
Greenlee,197
Graham,1069
Gila,4877
Coconino,6113
Cochise,5247
Apache,1134
Unknown,403
65 years and older,114768
55 - 64 years,92140
45 - 54 years,85740
20 - 44 years,169231
Less than 20 years,23025
positive,0.1568120797763066
