Category,value
tests,488704
Yuma,10322
Yavapai,12508
Santa Cruz,1830
Pinal,31199
Pima,50818
Navajo,4049
Mohave,9949
Maricopa,338405
La Paz,1557
Greenlee,198
Graham,1071
Gila,5024
Coconino,6157
Cochise,5289
Apache,1142
Unknown,405
65 years and older,115563
55 - 64 years,92775
45 - 54 years,86343
20 - 44 years,170344
Less than 20 years,23274
positive,0.1601480650864327
