date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11704,12979,12175,9796,5895,103
1/10/2021,19917,19993,19013,15947,11592,209
1/11/2021,21153,21102,20234,16922,13399,243
1/12/2021,23139,23076,22251,18601,18190,323
1/13/2021,25154,25197,24467,20269,23726,388
1/14/2021,27092,27323,26738,22177,29724,429
1/15/2021,29293,29330,28860,23950,34603,488
1/16/2021,30656,30523,30128,25126,37776,520
1/17/2021,31617,31425,31085,26094,40908,547
1/18/2021,32664,32360,32239,27209,46073,574
1/19/2021,33936,33579,33544,28506,52336,636
1/2/2021,13238,14352,13417,10877,6630,123
1/20/2021,35218,34853,35164,30042,59312,679
1/21/2021,36697,36345,37021,31917,67422,729
1/22/2021,39579,38982,39978,34929,75317,820
1/23/2021,42189,41048,42464,37394,80149,895
1/24/2021,43460,42224,43747,38806,85265,938
1/25/2021,44759,43377,45178,40395,92715,986
1/26/2021,46423,44824,46906,42280,103559,1043
1/27/2021,47908,46135,48411,43926,113918,1077
1/28/2021,49123,47216,49635,45353,124746,1109
1/29/2021,51159,48894,51341,47190,135412,1173
1/3/2021,13974,14937,13924,11317,6870,138
1/30/2021,52901,50295,52936,48760,140399,1231
1/31/2021,53517,50845,53572,49445,144050,1258
1/4/2021,14994,15875,14870,12110,7728,146
1/5/2021,15949,16710,15731,12917,8501,162
1/6/2021,17123,17665,16697,13841,9235,171
1/7/2021,18035,18469,17511,14624,9981,182
1/8/2021,18847,19142,18167,15192,10467,189
1/9/2021,19539,19687,18704,15648,11273,205
10/1/2021,491311,348435,361395,382085,614634,218822
10/10/2021,496788,351329,363733,383858,617015,221567
10/11/2021,497607,351761,364080,384151,617431,221965
10/12/2021,497972,351935,364250,384280,617608,222178
10/13/2021,498554,352240,364528,384493,617947,222452
10/14/2021,499264,352582,364851,384741,618298,222735
10/15/2021,500155,353027,365241,385017,618573,223077
10/16/2021,500765,353269,365467,385192,618717,223331
10/17/2021,501199,353449,365593,385282,618808,223488
10/18/2021,501919,353834,365925,385559,619174,223770
10/19/2021,502540,354196,366163,385782,619479,224061
10/2/2021,491967,348755,361674,382285,614833,219179
10/20/2021,503176,354543,366408,386008,619761,224397
10/21/2021,503799,354887,366689,386211,620041,224657
10/22/2021,504540,355321,367059,386516,620459,225010
10/23/2021,504987,355568,367309,386658,620654,225246
10/24/2021,505279,355732,367453,386787,620815,225382
10/25/2021,505979,356128,367773,387095,621291,225685
10/26/2021,506638,356482,368092,387342,621766,225956
10/27/2021,507322,356835,368459,387642,622251,226257
10/28/2021,507968,357191,368759,387915,622715,226517
10/29/2021,508615,357635,369141,388220,623069,226809
10/3/2021,492271,348897,361779,382378,614942,219331
10/30/2021,508975,357836,369307,388382,623212,226980
10/31/2021,509183,357950,369401,388458,623329,227052
10/4/2021,493088,349296,362119,382616,615382,219701
10/5/2021,493862,349725,362458,382859,615816,220068
10/6/2021,494634,350132,362790,383091,616151,220460
10/7/2021,495157,350454,363053,383314,616424,220745
10/8/2021,495847,350820,363336,383550,616680,221121
10/9/2021,496445,351142,363582,383736,616860,221419
11/1/2021,509819,358263,369698,388702,623704,227282
11/10/2021,515339,361170,372282,390707,626572,238782
11/11/2021,515983,361492,372563,390945,626953,241313
11/12/2021,516664,361884,372882,391195,627273,243419
11/13/2021,517105,362121,373069,391359,627436,247038
11/14/2021,517449,362292,373233,391486,627596,247889
11/15/2021,518161,362677,373552,391772,627997,249657
11/16/2021,518395,362793,373655,391851,628106,250284
11/2/2021,510567,358629,369998,388951,624061,227549
11/3/2021,511150,358921,370277,389148,624369,227856
11/4/2021,511684,359203,370527,389356,624700,228411
11/5/2021,512511,359622,370914,389634,625038,229358
11/6/2021,513021,359911,371193,389818,625259,232236
11/7/2021,513369,360113,371349,389945,625420,233005
11/8/2021,514070,360523,371673,390223,625806,234817
11/9/2021,514755,360862,371988,390501,626233,236587
12/1/2020,38,30,30,18,22,2
12/10/2020,47,38,41,32,43,2
12/11/2020,49,40,42,35,43,2
12/12/2020,50,40,42,37,43,2
12/13/2020,50,41,44,38,44,2
12/14/2020,52,44,44,39,51,2
12/15/2020,58,50,53,48,54,2
12/16/2020,70,64,67,54,58,2
12/17/2020,293,410,379,290,186,4
12/18/2020,677,891,783,554,309,4
12/19/2020,1030,1356,1190,841,439,9
12/2/2020,39,31,30,23,28,2
12/20/2020,1226,1602,1438,1042,527,10
12/21/2020,1925,2439,2204,1599,807,13
12/22/2020,2866,3542,3191,2310,1120,17
12/23/2020,3914,4812,4358,3120,1484,24
12/24/2020,4286,5190,4714,3413,1626,24
12/25/2020,4286,5190,4715,3413,1630,24
12/26/2020,5402,6485,5833,4362,2053,33
12/27/2020,5908,7015,6365,4796,2266,39
12/28/2020,7041,8207,7497,5821,2878,49
12/29/2020,8795,9969,9183,7241,3923,73
12/3/2020,42,31,33,24,30,2
12/30/2020,10647,11938,11151,8892,4928,93
12/31/2020,11591,12869,12056,9657,5324,102
12/4/2020,42,32,33,25,32,2
12/5/2020,42,32,33,25,34,2
12/6/2020,42,32,33,25,34,2
12/7/2020,42,33,37,27,36,2
12/8/2020,44,34,38,28,37,2
12/9/2020,44,34,40,29,41,2
2/1/2021,54369,51620,54383,50452,152599,1295
2/10/2021,63251,59686,63091,60965,243569,1800
2/11/2021,64326,60604,64108,62397,254560,1858
2/12/2021,66123,62062,65648,64377,269766,1952
2/13/2021,67966,63647,67467,66414,279818,2054
2/14/2021,68614,64127,68055,67160,284981,2079
2/15/2021,69276,64749,68725,68059,294419,2124
2/16/2021,70401,65541,69627,69228,304789,2170
2/17/2021,71376,66443,70560,70414,315916,2244
2/18/2021,72224,67160,71343,71479,326859,2278
2/19/2021,73347,68063,72255,72671,336025,2353
2/2/2021,55335,52502,55243,51620,162629,1332
2/20/2021,75037,69461,73628,74250,344079,2454
2/21/2021,75643,70029,74218,74984,349170,2489
2/22/2021,76255,70585,74748,75654,355016,2535
2/23/2021,77375,71452,75769,76918,363244,2601
2/24/2021,78541,72491,76886,78355,372912,2684
2/25/2021,79644,73434,77885,79650,382813,2768
2/26/2021,81180,74723,79176,81398,392077,2857
2/27/2021,82437,75806,80254,82748,398546,2935
2/28/2021,82997,76241,80758,83725,402386,2976
2/3/2021,56156,53298,56076,52605,173060,1385
2/4/2021,57095,54149,57103,53776,183862,1434
2/5/2021,58336,55243,58234,55096,192837,1500
2/6/2021,59584,56305,59382,56323,203471,1579
2/7/2021,60110,56814,59888,56898,209147,1606
2/8/2021,61066,57727,60896,58179,219832,1681
2/9/2021,62149,58726,61958,59544,231729,1750
3/1/2021,83780,76948,81600,85060,407767,3046
3/10/2021,94152,85162,90561,141487,453210,3831
