date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,411,433,647,436,6
1/10/2021,565,698,798,1120,971,10
1/11/2021,574,706,807,1136,999,11
1/12/2021,593,730,837,1182,1090,11
1/13/2021,637,778,924,1276,1280,12
1/14/2021,670,823,979,1348,1396,14
1/15/2021,685,834,991,1368,1445,14
1/16/2021,706,866,1035,1414,1592,16
1/17/2021,708,868,1039,1419,1608,17
1/18/2021,715,871,1052,1439,1758,18
1/19/2021,749,924,1105,1515,1911,19
1/2/2021,331,444,456,679,447,6
1/20/2021,791,973,1170,1608,2191,19
1/21/2021,915,1129,1346,1848,2881,19
1/22/2021,1049,1264,1521,2100,3818,21
1/23/2021,1089,1320,1575,2207,4957,24
1/24/2021,1105,1337,1597,2283,6151,25
1/25/2021,1128,1361,1628,2362,6796,25
1/26/2021,1139,1372,1658,2406,7155,25
1/27/2021,1211,1426,1731,2588,8412,26
1/28/2021,1259,1498,1838,2789,9800,33
1/29/2021,1337,1556,1935,2962,11034,38
1/3/2021,331,446,456,680,449,6
1/30/2021,1384,1583,1994,3048,11668,38
1/31/2021,1422,1609,2043,3134,12371,40
1/4/2021,340,450,466,692,455,6
1/5/2021,347,458,481,711,477,6
1/6/2021,355,465,492,736,514,7
1/7/2021,438,564,634,874,713,8
1/8/2021,531,668,760,1079,924,10
1/9/2021,564,697,797,1120,968,10
10/1/2021,10916,7951,10386,19604,54475,4510
10/10/2021,11061,8021,10463,19682,54599,4552
10/11/2021,11077,8032,10466,19696,54629,4558
10/12/2021,11087,8035,10473,19703,54640,4568
10/13/2021,11102,8040,10480,19713,54652,4582
10/14/2021,11119,8053,10490,19730,54676,4585
10/15/2021,11139,8060,10498,19742,54696,4592
10/16/2021,11150,8065,10503,19748,54704,4602
10/17/2021,11165,8073,10512,19753,54710,4605
10/18/2021,11181,8080,10517,19761,54725,4610
10/19/2021,11201,8089,10522,19771,54736,4619
10/2/2021,10935,7957,10394,19612,54488,4516
10/20/2021,11218,8095,10527,19780,54763,4621
10/21/2021,11240,8104,10537,19796,54777,4627
10/22/2021,11257,8112,10550,19816,54822,4633
10/23/2021,11258,8114,10561,19825,54862,4635
10/24/2021,11262,8119,10565,19829,54881,4639
10/25/2021,11277,8125,10575,19842,54959,4644
10/26/2021,11283,8135,10584,19855,55048,4648
10/27/2021,11299,8139,10595,19871,55133,4651
10/28/2021,11323,8148,10604,19891,55220,4656
10/29/2021,11341,8160,10617,19899,55304,4662
10/3/2021,10944,7958,10395,19614,54491,4518
10/30/2021,11354,8162,10620,19905,55322,4663
10/31/2021,11358,8167,10621,19909,55339,4664
10/4/2021,10962,7967,10412,19626,54507,4521
10/5/2021,10983,7976,10421,19641,54533,4525
10/6/2021,11000,7987,10429,19649,54553,4527
10/7/2021,11014,8000,10438,19658,54565,4529
10/8/2021,11034,8009,10451,19673,54588,4547
10/9/2021,11049,8018,10459,19678,54595,4551
11/1/2021,11371,8177,10629,19925,55410,4670
11/10/2021,11527,8270,10733,20096,55987,4952
11/11/2021,11550,8280,10745,20131,56059,5026
11/12/2021,11572,8304,10760,20165,56163,5089
11/13/2021,11581,8319,10766,20176,56192,5099
11/14/2021,11591,8324,10775,20186,56218,5105
11/15/2021,11610,8338,10786,20212,56283,5131
11/16/2021,11629,8352,10800,20232,56361,5217
11/17/2021,11648,8366,10810,20256,56447,5307
11/18/2021,11676,8383,10829,20285,56556,5349
11/19/2021,11703,8402,10845,20317,56626,5366
11/2/2021,11390,8186,10640,19941,55462,4675
11/20/2021,11715,8411,10855,20336,56664,5382
11/21/2021,11725,8414,10865,20348,56695,5387
11/22/2021,11747,8427,10879,20384,56764,5435
11/23/2021,11768,8443,10905,20407,56835,5514
11/24/2021,11793,8453,10922,20434,56885,5541
11/25/2021,11793,8453,10922,20434,56885,5541
11/26/2021,11808,8467,10933,20444,56908,5554
11/27/2021,11822,8476,10944,20457,56939,5570
11/28/2021,11833,8485,10953,20470,56959,5577
11/29/2021,11839,8496,10966,20499,57023,5600
11/3/2021,11402,8198,10654,19960,55517,4682
11/30/2021,11857,8508,10981,20528,57068,5634
11/4/2021,11420,8207,10664,19977,55588,4707
11/5/2021,11439,8218,10679,20006,55675,4754
11/6/2021,11451,8227,10692,20023,55721,4767
11/7/2021,11462,8237,10696,20029,55746,4776
11/8/2021,11476,8249,10710,20061,55826,4823
11/9/2021,11508,8260,10720,20078,55920,4900
12/1/2020,,,,,2,
12/1/2021,11885,8525,10998,20559,57147,5656
12/10/2020,1,,,,2,
12/10/2021,12052,8635,11146,20838,57604,5889
12/11/2020,1,,,,2,
12/11/2021,12062,8642,11156,20847,57620,5901
12/12/2020,1,,,,3,
12/12/2021,12074,8648,11163,20852,57644,5905
12/13/2020,1,,,,3,
12/13/2021,12098,8663,11182,20884,57681,5932
12/14/2020,1,,,,3,
12/14/2021,12107,8673,11193,20898,57711,5962
12/15/2020,1,,,,3,
12/15/2021,12138,8678,11203,20924,57758,5979
12/16/2020,1,1,1,1,3,
