date,Pima_cume,Pima
2020-12-01,76,
2020-12-02,79,3
2020-12-03,87,8
2020-12-04,89,2
2020-12-05,90,1
2020-12-06,92,2
2020-12-07,95,3
2020-12-08,97,2
2020-12-09,106,9
2020-12-10,108,2
2020-12-11,117,9
2020-12-12,123,6
2020-12-13,126,3
2020-12-14,133,7
2020-12-15,160,27
2020-12-16,170,10
2020-12-17,1388,1218
2020-12-18,2761,1373
2020-12-19,3497,736
2020-12-20,3522,25
2020-12-21,5032,1510
2020-12-22,6599,1567
2020-12-23,8483,1884
2020-12-24,9541,1058
2020-12-25,9549,8
2020-12-26,10343,794
2020-12-27,10516,173
2020-12-28,12332,1816
2020-12-29,14262,1930
2020-12-30,16361,2099
2020-12-31,17941,1580
2021-01-01,18925,984
2021-01-02,19585,660
2021-01-03,19961,376
2021-01-04,21782,1821
2021-01-05,23557,1775
2021-01-06,25692,2135
2021-01-07,27954,2262
2021-01-08,30598,2644
2021-01-09,32692,2094
2021-01-10,33150,458
2021-01-11,35994,2844
2021-01-12,38858,2864
2021-01-13,41471,2613
2021-01-14,44033,2562
2021-01-15,48261,4228
2021-01-16,49734,1473
2021-01-17,50293,559
2021-01-18,54291,3998
2021-01-19,58521,4230
2021-01-20,63530,5009
2021-01-21,69071,5541
2021-01-22,75761,6690
2021-01-23,79245,3484
2021-01-24,80352,1107
2021-01-25,87646,7294
2021-01-26,94468,6822
2021-01-27,101923,7455
2021-01-28,108967,7044
2021-01-29,116176,7209
2021-01-30,121201,5025
2021-01-31,122622,1421
2021-02-01,129619,6997
2021-02-02,136220,6601
2021-02-03,143387,7167
2021-02-04,150769,7382
2021-02-05,159614,8845
2021-02-06,164507,4893
2021-02-07,165811,1304
2021-02-08,172966,7155
2021-02-09,179438,6472
2021-02-10,187222,7784
2021-02-11,195260,8038
2021-02-12,204334,9074
2021-02-13,209595,5261
2021-02-14,210702,1107
2021-02-15,216995,6293
2021-02-16,224166,7171
2021-02-17,231899,7733
2021-02-18,239551,7652
2021-02-19,245505,5954
2021-02-20,249717,4212
2021-02-21,250636,919
2021-02-22,256020,5384
2021-02-23,262429,6409
2021-02-24,270808,8379
2021-02-25,280927,10119
2021-02-26,293057,12130
2021-02-27,300900,7843
2021-02-28,304755,3855
2021-03-01,315681,10926
2021-03-02,324596,8915
2021-03-03,334866,10270
2021-03-04,343543,8677
2021-03-05,353775,10232
2021-03-06,360881,7106
2021-03-07,365073,4192
2021-03-08,375498,10425
2021-03-09,385807,10309
2021-03-10,398143,12336
2021-03-11,410246,12103
2021-03-12,423069,12823
2021-03-13,431138,8069
2021-03-14,435060,3922
2021-03-15,444258,9198
2021-03-16,454098,9840
2021-03-17,465095,10997
2021-03-18,476017,10922
2021-03-19,487677,11660
2021-03-20,494453,6776
2021-03-21,500365,5912
2021-03-22,509303,8938
2021-03-23,519616,10313
2021-03-24,531705,12089
2021-03-25,545210,13505
2021-03-26,559465,14255
2021-03-27,568235,8770
2021-03-28,574122,5887
2021-03-29,584842,10720
2021-03-30,597011,12169
2021-03-31,610806,13795
2021-04-01,624162,13356
2021-04-02,637015,12853
2021-04-03,645632,8617
2021-04-04,650527,4895
2021-04-05,662593,12066
2021-04-06,674624,12031
2021-04-07,689130,14506
2021-04-08,703170,14040
2021-04-09,717658,14488
2021-04-10,726146,8488
2021-04-11,730865,4719
