date,Graham_cume,Graham
2020-12-17,80,
2020-12-18,147,67
2020-12-20,148,1
2020-12-21,195,47
2020-12-22,241,46
2020-12-23,372,131
2020-12-24,433,61
2020-12-26,443,10
2020-12-27,446,3
2020-12-28,601,155
2020-12-29,754,153
2020-12-30,873,119
2020-12-31,959,86
2021-01-01,969,10
2021-01-02,972,3
2021-01-04,1114,142
2021-01-05,1229,115
2021-01-06,1351,122
2021-01-07,1593,242
2021-01-08,1863,270
2021-01-09,1865,2
2021-01-11,2002,137
2021-01-12,2169,167
2021-01-13,2380,211
2021-01-14,2676,296
2021-01-15,3289,613
2021-01-16,3348,59
2021-01-17,3351,3
2021-01-18,3500,149
2021-01-19,3795,295
2021-01-20,4083,288
2021-01-21,4344,261
2021-01-22,4626,282
2021-01-23,4870,244
2021-01-24,4873,3
2021-01-25,5055,182
2021-01-26,5231,176
2021-01-27,5516,285
2021-01-28,5817,301
2021-01-29,6227,410
2021-01-30,6328,101
2021-01-31,6329,1
2021-02-01,6518,189
2021-02-02,6721,203
2021-02-03,6991,270
2021-02-04,7267,276
2021-02-05,7616,349
2021-02-06,7882,266
2021-02-07,7883,1
2021-02-08,8097,214
2021-02-09,8312,215
2021-02-10,8582,270
2021-02-11,8988,406
2021-02-12,9723,735
2021-02-13,9947,224
2021-02-14,9948,1
2021-02-15,10123,175
2021-02-16,10331,208
2021-02-17,10564,233
2021-02-18,10975,411
2021-02-19,11333,358
2021-02-20,11662,329
2021-02-21,11663,1
2021-02-22,11821,158
2021-02-23,12060,239
2021-02-24,12398,338
2021-02-25,12745,347
2021-02-26,13064,319
2021-02-27,13102,38
2021-02-28,13115,13
2021-03-01,13334,219
2021-03-02,13601,267
2021-03-03,13934,333
2021-03-04,14212,278
2021-03-05,14427,215
2021-03-06,14695,268
2021-03-07,14698,3
2021-03-08,14877,179
2021-03-09,15124,247
2021-03-10,15472,348
2021-03-11,15801,329
2021-03-12,16246,445
2021-03-13,16515,269
2021-03-14,16518,3
2021-03-15,16779,261
2021-03-16,16970,191
2021-03-17,17272,302
2021-03-18,17536,264
2021-03-19,17734,198
2021-03-20,17754,20
2021-03-21,17759,5
2021-03-22,17955,196
2021-03-23,18223,268
2021-03-24,18536,313
2021-03-25,18807,271
2021-03-26,19061,254
2021-03-27,19182,121
2021-03-28,19186,4
2021-03-29,19420,234
2021-03-30,19623,203
2021-03-31,19988,365
2021-04-01,20301,313
2021-04-02,20424,123
2021-04-03,20445,21
2021-04-04,20455,10
2021-04-05,20623,168
2021-04-06,20861,238
2021-04-07,21250,389
2021-04-08,21584,334
2021-04-09,21730,146
2021-04-10,21870,140
2021-04-11,21878,8
2021-04-12,21991,113
2021-04-13,22152,161
2021-04-14,22418,266
2021-04-15,22588,170
2021-04-16,22775,187
2021-04-17,22803,28
2021-04-18,22806,3
2021-04-19,22920,114
2021-04-20,23125,205
2021-04-21,23378,253
2021-04-22,23619,241
2021-04-23,23803,184
2021-04-24,23916,113
2021-04-25,23921,5
2021-04-26,24085,164
2021-04-27,24252,167
2021-04-28,24453,201
2021-04-29,24693,240
2021-04-30,24766,73
2021-05-01,24794,28
2021-05-02,24799,5
2021-05-03,24870,71
2021-05-04,24999,129
2021-05-05,25231,232
2021-05-06,25443,212
2021-05-07,25520,77
2021-05-08,25571,51
2021-05-09,25572,1
2021-05-10,25616,44
2021-05-11,25693,77
2021-05-12,25856,163
2021-05-13,26012,156
2021-05-14,26132,120
2021-05-15,26154,22
2021-05-16,26160,6
2021-05-17,26251,91
2021-05-18,26341,90
2021-05-19,26501,160
2021-05-20,26650,149
2021-05-21,26760,110
2021-05-22,26823,63
2021-05-23,26827,4
2021-05-24,26894,67
2021-05-25,26977,83
2021-05-26,27042,65
2021-05-27,27135,93
2021-05-28,27222,87
2021-05-29,27231,9
2021-05-30,27235,4
2021-05-31,27243,8
2021-06-01,27326,83
2021-06-02,27408,82
2021-06-03,27481,73
2021-06-04,27572,91
2021-06-05,27589,17
2021-06-06,27599,10
2021-06-07,27635,36
2021-06-08,27690,55
2021-06-09,27725,35
2021-06-10,27859,134
2021-06-11,27902,43
2021-06-12,27937,35
2021-06-13,27940,3
2021-06-14,28019,79
2021-06-15,28074,55
2021-06-16,28121,47
2021-06-17,28182,61
2021-06-18,28257,75
2021-06-19,28275,18
2021-06-20,28282,7
2021-06-21,28324,42
2021-06-22,28370,46
2021-06-23,28402,32
2021-06-24,28449,47
2021-06-25,28515,66
2021-06-26,28529,14
2021-06-27,28531,2
2021-06-28,28590,59
2021-06-29,28640,50
2021-06-30,28714,74
2021-07-01,28763,49
2021-07-02,28805,42
2021-07-03,28828,23
2021-07-05,28856,28
2021-07-06,28891,35
2021-07-07,28948,57
2021-07-08,29026,78
2021-07-09,29083,57
2021-07-10,29108,25
2021-07-11,29114,6
2021-07-12,29160,46
2021-07-13,29205,45
2021-07-14,29265,60
2021-07-15,29327,62
2021-07-16,29389,62
2021-07-17,29405,16
2021-07-18,29413,8
2021-07-19,29483,70
2021-07-20,29553,70
2021-07-21,29630,77
2021-07-22,29735,105
2021-07-23,29851,116
2021-07-24,29896,45
2021-07-25,29902,6
2021-07-26,30031,129
2021-07-27,30132,101
2021-07-28,30219,87
2021-07-29,30317,98
2021-07-30,30415,98
2021-07-31,30455,40
2021-08-01,30468,13
2021-08-02,30542,74
2021-08-03,30600,58
2021-08-04,30737,137
2021-08-05,30840,103
2021-08-06,30947,107
2021-08-07,30973,26
2021-08-08,30984,11
2021-08-09,31078,94
2021-08-10,31140,62
2021-08-11,31240,100
2021-08-12,31387,147
2021-08-13,31546,159
2021-08-14,31569,23
2021-08-15,31580,11
2021-08-16,31687,107
2021-08-17,31820,133
2021-08-18,31943,123
2021-08-19,32123,180
2021-08-20,32342,219
2021-08-21,32538,196
2021-08-22,32553,15
2021-08-23,32742,189
2021-08-24,32887,145
2021-08-25,33072,185
2021-08-26,33283,211
2021-08-27,33528,245
2021-08-28,33572,44
2021-08-29,33635,63
2021-08-30,33808,173
2021-08-31,33914,106
2021-09-01,34021,107
2021-09-02,34154,133
2021-09-03,34316,162
2021-09-04,34350,34
2021-09-05,34359,9
2021-09-06,34373,14
2021-09-07,34450,77
2021-09-08,34558,108
2021-09-09,34696,138
2021-09-10,34856,160
2021-09-11,34920,64
2021-09-12,34939,19
2021-09-13,35036,97
2021-09-14,35141,105
2021-09-15,35225,84
2021-09-16,35343,118
2021-09-17,35485,142
2021-09-18,35554,69
2021-09-19,35560,6
2021-09-20,35643,83
2021-09-21,35702,59
2021-09-22,35803,101
2021-09-23,35950,147
2021-09-24,36053,103
2021-09-25,36079,26
2021-09-26,36084,5
2021-09-27,36142,58
2021-09-28,36198,56
2021-09-29,36282,84
2021-09-30,36397,115
2021-10-01,36478,81
2021-10-02,36499,21
2021-10-03,36507,8
2021-10-04,36556,49
2021-10-05,36615,59
2021-10-06,36665,50
2021-10-07,36756,91
2021-10-08,36826,70
2021-10-09,36856,30
2021-10-10,36868,12
2021-10-11,36926,58
2021-10-12,36988,62
2021-10-13,37053,65
2021-10-14,37131,78
2021-10-15,37201,70
2021-10-16,37240,39
2021-10-17,37246,6
2021-10-18,37287,41
2021-10-19,37323,36
2021-10-20,37370,47
2021-10-21,37453,83
2021-10-22,37528,75
2021-10-23,37570,42
2021-10-24,37582,12
2021-10-25,37652,70
2021-10-26,37725,73
2021-10-27,37796,71
2021-10-28,37967,171
2021-10-29,38077,110
2021-10-30,38204,127
2021-10-31,38216,12
2021-11-01,38340,124
2021-11-02,38416,76
2021-11-03,38543,127
2021-11-04,38715,172
2021-11-05,38875,160
2021-11-06,38901,26
2021-11-07,38916,15
2021-11-08,39048,132
2021-11-09,39162,114
2021-11-10,39250,88
2021-11-11,39356,106
2021-11-12,39490,134
2021-11-13,39591,101
2021-11-14,39598,7
2021-11-15,39728,130
2021-11-16,39806,78
2021-11-17,39900,94
2021-11-18,40152,252
2021-11-19,40341,189
2021-11-20,40379,38
2021-11-21,40407,28
2021-11-22,40588,181
2021-11-23,40671,83
2021-11-24,40761,90
2021-11-26,40817,56
2021-11-27,40841,24
2021-11-28,40850,9
2021-11-29,40996,146
2021-11-30,41181,185
2021-12-01,41363,182
2021-12-02,41589,226
2021-12-03,41870,281
2021-12-04,41978,108
2021-12-05,41993,15
2021-12-06,42156,163
2021-12-07,42263,107
2021-12-08,42336,73
2021-12-09,42538,202
2021-12-10,42722,184
2021-12-11,42748,26
2021-12-12,42767,19
2021-12-13,42892,125
2021-12-14,42979,87
2021-12-15,43003,24
