date,pcr_tests_PINAL,pcr_pos_test_PINAL,pcr_positivity_PINAL
2021-12-15 00:00:00,17,2,0.1176470588235294
2021-12-14 00:00:00,722,107,0.1481994459833795
2021-12-13 00:00:00,2716,380,0.1399116347569956
2021-12-12 00:00:00,1214,203,0.1672158154859967
2021-12-11 00:00:00,1425,263,0.1845614035087719
2021-12-10 00:00:00,2570,378,0.1470817120622568
2021-12-09 00:00:00,2048,348,0.169921875
2021-12-08 00:00:00,2404,363,0.1509983361064892
2021-12-07 00:00:00,2311,335,0.1449588922544353
2021-12-06 00:00:00,2877,434,0.1508515815085158
2021-12-05 00:00:00,1290,244,0.1891472868217054
2021-12-04 00:00:00,1689,284,0.1681468324452339
2021-12-03 00:00:00,2581,428,0.1658271987601705
2021-12-02 00:00:00,2538,409,0.161150512214342
2021-12-01 00:00:00,2824,422,0.1494334277620397
2021-11-30 00:00:00,2637,511,0.1937808115282518
2021-11-29 00:00:00,3247,623,0.1918694179242378
2021-11-28 00:00:00,1321,279,0.2112036336109008
2021-11-27 00:00:00,1545,268,0.173462783171521
2021-11-26 00:00:00,1913,425,0.2221641400940931
2021-11-25 00:00:00,578,88,0.1522491349480969
2021-11-24 00:00:00,2286,369,0.1614173228346457
2021-11-23 00:00:00,2500,487,0.1948
2021-11-22 00:00:00,2912,524,0.179945054945055
2021-11-21 00:00:00,1203,231,0.1920199501246883
2021-11-20 00:00:00,1515,317,0.2092409240924093
2021-11-19 00:00:00,2433,420,0.1726263871763255
2021-11-18 00:00:00,2386,400,0.1676445934618609
2021-11-17 00:00:00,2477,447,0.1804602341542188
2021-11-16 00:00:00,2366,436,0.1842772612003381
2021-11-15 00:00:00,3099,517,0.1668280090351727
2021-11-14 00:00:00,1143,208,0.1819772528433946
2021-11-13 00:00:00,1441,259,0.179736294240111
2021-11-12 00:00:00,2958,410,0.138607167004733
2021-11-11 00:00:00,1884,327,0.1735668789808917
2021-11-10 00:00:00,3019,339,0.1122888373633654
2021-11-09 00:00:00,2523,406,0.1609195402298851
2021-11-08 00:00:00,3138,430,0.1370299553855959
2021-11-07 00:00:00,1111,162,0.1458145814581458
2021-11-06 00:00:00,1425,249,0.1747368421052632
2021-11-05 00:00:00,2371,331,0.1396035428089414
2021-11-04 00:00:00,2229,307,0.1377299237326155
2021-11-03 00:00:00,2250,323,0.1435555555555556
2021-11-02 00:00:00,2425,364,0.1501030927835052
2021-11-01 00:00:00,2442,318,0.1302211302211302
2021-10-31 00:00:00,918,149,0.1623093681917211
2021-10-30 00:00:00,1200,186,0.155
2021-10-29 00:00:00,2337,293,0.1253744116388533
2021-10-28 00:00:00,3295,297,0.0901365705614568
2021-10-27 00:00:00,2081,261,0.1254204709274388
2021-10-26 00:00:00,2020,266,0.1316831683168317
2021-10-25 00:00:00,2865,312,0.1089005235602094
2021-10-24 00:00:00,1034,178,0.172147001934236
2021-10-23 00:00:00,1190,153,0.1285714285714286
2021-10-22 00:00:00,1765,228,0.1291784702549575
2021-10-21 00:00:00,1900,240,0.1263157894736842
2021-10-20 00:00:00,1965,223,0.1134860050890585
2021-10-19 00:00:00,2343,214,0.0913358941527956
2021-10-18 00:00:00,2383,270,0.1133025597985732
2021-10-17 00:00:00,908,128,0.1409691629955947
2021-10-16 00:00:00,983,152,0.1546286876907426
2021-10-15 00:00:00,2356,232,0.0984719864176571
2021-10-14 00:00:00,2814,226,0.0803127221037669
2021-10-13 00:00:00,1762,207,0.1174801362088536
2021-10-12 00:00:00,1696,230,0.1356132075471698
2021-10-11 00:00:00,2742,289,0.1053975200583516
2021-10-10 00:00:00,911,162,0.1778265642151482
2021-10-09 00:00:00,1081,161,0.148936170212766
2021-10-08 00:00:00,1831,262,0.1430912069907155
