date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,225,279,299,351,928,6
1/10/2021,371,474,508,606,2233,31
1/11/2021,410,522,576,659,2474,34
1/12/2021,437,549,640,730,2724,35
1/13/2021,456,573,667,804,2921,36
1/14/2021,488,621,707,892,3144,44
1/15/2021,523,669,767,978,3411,45
1/16/2021,527,670,768,980,3419,45
1/17/2021,529,671,768,981,3421,45
1/18/2021,542,682,797,1008,3444,45
1/19/2021,573,709,840,1088,3600,46
1/2/2021,225,280,299,351,929,6
1/20/2021,601,753,901,1194,3761,52
1/21/2021,703,842,1018,1365,3975,67
1/22/2021,775,900,1071,1472,4105,80
1/23/2021,780,903,1074,1477,4230,114
1/24/2021,781,904,1074,1478,4243,116
1/25/2021,794,918,1101,1528,4360,117
1/26/2021,829,939,1132,1583,4502,119
1/27/2021,859,966,1174,1633,4673,132
1/28/2021,1011,1058,1289,1769,4894,182
1/29/2021,1094,1105,1365,1876,5136,238
1/3/2021,225,280,299,352,931,6
1/30/2021,1105,1125,1415,1905,5157,238
1/31/2021,1105,1126,1418,1906,5166,238
1/4/2021,241,300,319,384,1066,6
1/5/2021,283,335,359,421,1298,6
1/6/2021,294,359,380,453,1646,25
1/7/2021,333,428,469,552,2023,30
1/8/2021,370,473,507,601,2230,31
1/9/2021,371,474,507,606,2233,31
10/1/2021,5920,4512,5002,7216,14849,6389
10/10/2021,5961,4549,5028,7239,14886,6431
10/11/2021,5971,4556,5029,7247,14898,6444
10/12/2021,5980,4558,5032,7251,14903,6449
10/13/2021,5991,4560,5037,7255,14912,6462
10/14/2021,6004,4565,5041,7261,14922,6467
10/15/2021,6012,4573,5044,7268,14930,6477
10/16/2021,6016,4573,5045,7272,14932,6478
10/17/2021,6017,4573,5046,7272,14932,6478
10/18/2021,6027,4577,5047,7278,14942,6482
10/19/2021,6038,4583,5050,7288,14953,6490
10/2/2021,5922,4514,5004,7221,14857,6389
10/20/2021,6044,4585,5052,7295,14971,6501
10/21/2021,6050,4593,5055,7298,14984,6507
10/22/2021,6071,4603,5065,7303,14997,6517
10/23/2021,6073,4605,5066,7303,15002,6520
10/24/2021,6074,4606,5066,7305,15007,6522
10/25/2021,6083,4610,5071,7314,15026,6525
10/26/2021,6089,4617,5080,7318,15049,6532
10/27/2021,6101,4622,5086,7329,15065,6545
10/28/2021,6121,4639,5104,7350,15095,6551
10/29/2021,6136,4650,5112,7365,15114,6566
10/3/2021,5923,4514,5004,7221,14857,6389
10/30/2021,6141,4653,5114,7368,15118,6569
10/31/2021,6144,4653,5114,7368,15120,6569
10/4/2021,5930,4519,5006,7225,14863,6398
10/5/2021,5937,4523,5009,7229,14870,6406
10/6/2021,5943,4531,5015,7230,14877,6411
10/7/2021,5948,4535,5019,7234,14883,6420
10/8/2021,5955,4545,5027,7237,14886,6431
10/9/2021,5959,4547,5028,7239,14886,6431
11/1/2021,6152,4657,5121,7373,15129,6570
11/10/2021,6206,4693,5172,7429,15242,7507
11/11/2021,6213,4700,5174,7437,15251,7532
11/12/2021,6221,4704,5182,7442,15259,7678
11/13/2021,6226,4706,5183,7449,15264,7689
11/14/2021,6230,4707,5184,7453,15267,7694
11/15/2021,6249,4717,5193,7466,15285,7748
11/16/2021,6261,4720,5197,7472,15302,7783
11/17/2021,6281,4732,5213,7484,15309,7889
11/18/2021,6288,4734,5215,7487,15322,7909
11/19/2021,6303,4742,5229,7501,15332,8002
11/2/2021,6161,4663,5126,7380,15145,6573
11/20/2021,6314,4746,5233,7508,15340,8064
11/21/2021,6314,4746,5236,7510,15346,8066
11/22/2021,6324,4758,5249,7515,15356,8129
11/23/2021,6338,4763,5252,7521,15363,8153
11/24/2021,6345,4768,5257,7528,15369,8176
11/25/2021,6345,4768,5257,7528,15369,8176
11/26/2021,6352,4777,5263,7529,15375,8202
11/27/2021,6357,4777,5265,7532,15376,8212
11/28/2021,6361,4779,5265,7535,15379,8218
11/29/2021,6377,4788,5280,7545,15400,8249
11/3/2021,6166,4667,5134,7391,15161,6581
11/30/2021,6393,4805,5302,7554,15411,8291
11/4/2021,6174,4669,5139,7400,15177,6603
11/5/2021,6179,4671,5150,7405,15190,6663
11/6/2021,6183,4676,5159,7410,15210,6728
11/7/2021,6183,4681,5161,7411,15215,6741
