date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,633,992,940,760,539,6
1/10/2021,1172,1723,1736,1483,2298,14
1/11/2021,1220,1806,1821,1550,2478,19
1/12/2021,1310,1920,1944,1650,2759,19
1/13/2021,1420,2058,2094,1826,3168,22
1/14/2021,1519,2239,2254,1975,3692,23
1/15/2021,1639,2397,2433,2109,4072,24
1/16/2021,1698,2486,2534,2200,4689,27
1/17/2021,1717,2517,2577,2236,4744,27
1/18/2021,1781,2631,2648,2329,4965,28
1/19/2021,1853,2706,2732,2412,5472,31
1/2/2021,714,1111,1068,866,620,7
1/20/2021,1929,2834,2838,2535,6244,36
1/21/2021,2023,2965,3009,2704,6993,40
1/22/2021,2171,3132,3194,2895,7750,42
1/23/2021,2254,3298,3357,3052,8343,45
1/24/2021,2290,3332,3417,3083,8504,47
1/25/2021,2369,3404,3507,3206,9104,49
1/26/2021,2443,3488,3603,3325,9677,50
1/27/2021,2556,3615,3761,3516,10403,51
1/28/2021,2633,3729,3880,3668,11420,52
1/29/2021,2745,3853,4019,3853,12426,60
1/3/2021,742,1157,1113,890,642,7
1/30/2021,2815,3944,4153,4011,13214,63
1/31/2021,2851,3966,4185,4041,13367,65
1/4/2021,806,1255,1206,979,870,8
1/5/2021,902,1364,1295,1075,1104,9
1/6/2021,1015,1488,1428,1199,1371,11
1/7/2021,1078,1577,1543,1301,1705,13
1/8/2021,1130,1662,1676,1435,2140,14
1/9/2021,1162,1707,1721,1472,2277,14
10/1/2021,35793,29774,31449,36789,75693,18089
10/10/2021,36471,30197,31742,36986,75937,18441
10/11/2021,36574,30264,31790,37015,75976,18501
10/12/2021,36632,30295,31816,37031,75997,18524
10/13/2021,36711,30337,31848,37046,76018,18553
10/14/2021,36790,30386,31883,37079,76039,18576
10/15/2021,36894,30446,31927,37122,76073,18623
10/16/2021,36959,30479,31956,37139,76087,18649
10/17/2021,36998,30509,31975,37152,76096,18665
10/18/2021,37077,30565,32018,37184,76139,18688
10/19/2021,37140,30601,32047,37211,76164,18732
10/2/2021,35842,29814,31481,36818,75707,18130
10/20/2021,37195,30644,32085,37239,76201,18754
10/21/2021,37286,30687,32116,37268,76226,18786
10/22/2021,37382,30752,32165,37306,76276,18823
10/23/2021,37452,30807,32195,37323,76305,18851
10/24/2021,37482,30822,32211,37332,76329,18867
10/25/2021,37551,30873,32253,37357,76404,18886
10/26/2021,37636,30926,32303,37380,76465,18929
10/27/2021,37727,30983,32347,37423,76529,18962
10/28/2021,37849,31045,32390,37466,76609,18987
10/29/2021,37945,31098,32441,37510,76654,19018
10/3/2021,35892,29841,31496,36829,75714,18148
10/30/2021,38006,31139,32468,37525,76677,19033
10/31/2021,38031,31157,32484,37534,76684,19044
10/4/2021,35976,29900,31541,36850,75769,18205
10/5/2021,36068,29952,31567,36880,75809,18251
10/6/2021,36179,30016,31615,36908,75850,18320
10/7/2021,36260,30066,31643,36930,75890,18356
10/8/2021,36356,30132,31686,36963,75910,18391
10/9/2021,36434,30174,31722,36978,75922,18425
