date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,321,28
2020-12-27,322,1
2020-12-28,457,135
2020-12-29,582,125
2020-12-30,738,156
2020-12-31,893,155
2021-01-01,897,4
2021-01-02,1093,196
2021-01-03,1096,3
2021-01-04,1247,151
2021-01-05,1559,312
2021-01-06,1835,276
2021-01-07,2322,487
2021-01-08,2706,384
2021-01-09,2742,36
2021-01-10,2743,1
2021-01-11,2929,186
2021-01-12,3023,94
2021-01-13,3119,96
2021-01-14,3366,247
2021-01-15,3616,250
2021-01-16,3623,7
2021-01-17,3626,3
2021-01-18,3743,117
2021-01-19,3932,189
2021-01-20,4215,283
2021-01-21,4539,324
2021-01-22,4660,121
2021-01-23,4810,150
2021-01-24,4823,13
2021-01-25,5029,206
2021-01-26,5148,119
2021-01-27,5487,339
2021-01-28,5992,505
2021-01-29,6291,299
2021-01-30,6527,236
2021-01-31,6533,6
2021-02-01,6886,353
2021-02-02,7545,659
2021-02-03,8231,686
2021-02-04,9230,999
2021-02-05,10003,773
2021-02-06,10450,447
2021-02-07,10468,18
2021-02-08,10800,332
2021-02-09,11241,441
2021-02-10,11647,406
2021-02-11,11983,336
2021-02-12,12312,329
2021-02-13,13111,799
2021-02-14,13556,445
2021-02-15,13734,178
2021-02-16,14126,392
2021-02-17,14450,324
2021-02-18,14741,291
2021-02-19,15060,319
2021-02-20,15262,202
2021-02-21,15266,4
2021-02-22,15407,141
2021-02-23,15670,263
2021-02-24,15877,207
2021-02-25,16264,387
2021-02-26,16641,377
2021-02-27,18390,1749
2021-02-28,19273,883
2021-03-01,19518,245
2021-03-02,19871,353
2021-03-03,20197,326
2021-03-04,20916,719
2021-03-05,21172,256
2021-03-06,21559,387
2021-03-07,21569,10
2021-03-08,21786,217
2021-03-09,22070,284
2021-03-10,22380,310
2021-03-11,23658,1278
2021-03-12,24037,379
2021-03-13,25143,1106
2021-03-14,25558,415
2021-03-15,25734,176
2021-03-16,26034,300
2021-03-17,26179,145
2021-03-18,26500,321
2021-03-19,26748,248
2021-03-20,27081,333
2021-03-21,27094,13
2021-03-22,27268,174
2021-03-23,27434,166
2021-03-24,27559,125
2021-03-25,27814,255
2021-03-26,27984,170
2021-03-27,29649,1665
2021-03-28,30447,798
2021-03-29,30708,261
2021-03-30,30829,121
2021-03-31,30981,152
2021-04-01,31602,621
2021-04-02,31793,191
2021-04-03,31835,42
2021-04-04,31840,5
2021-04-05,31977,137
2021-04-06,32397,420
2021-04-07,32577,180
2021-04-08,32861,284
2021-04-09,33048,187
2021-04-10,33580,532
2021-04-11,33597,17
2021-04-12,33758,161
2021-04-13,33867,109
2021-04-14,33932,65
2021-04-15,34120,188
2021-04-16,34240,120
2021-04-17,34603,363
2021-04-18,34619,16
2021-04-19,34734,115
2021-04-20,34838,104
