date,Yavapai_cume,Yavapai
2020-12-01,1,
2020-12-06,2,1
2020-12-12,3,1
2020-12-16,6,3
2020-12-17,10,4
2020-12-19,13,3
2020-12-20,16,3
2020-12-21,19,3
2020-12-22,385,366
2020-12-23,827,442
2020-12-24,877,50
2020-12-25,893,16
2020-12-26,931,38
2020-12-27,945,14
2020-12-28,1022,77
2020-12-29,1326,304
2020-12-30,2076,750
2020-12-31,2218,142
2021-01-01,2247,29
2021-01-02,2367,120
2021-01-03,2372,5
2021-01-04,2415,43
2021-01-05,2487,72
2021-01-06,2578,91
2021-01-07,3242,664
2021-01-08,3983,741
2021-01-09,4168,185
2021-01-10,4177,9
2021-01-11,4256,79
2021-01-12,4477,221
2021-01-13,4943,466
2021-01-14,5271,328
2021-01-15,5383,112
2021-01-16,5682,299
2021-01-17,5713,31
2021-01-18,5918,205
2021-01-19,6660,742
2021-01-20,7607,947
2021-01-21,9036,1429
2021-01-22,10712,1676
2021-01-23,12131,1419
2021-01-24,13466,1335
2021-01-25,14319,853
2021-01-26,14817,498
2021-01-27,16570,1753
2021-01-28,18533,1963
2021-01-29,20309,1776
2021-01-30,21260,951
2021-01-31,22175,915
2021-02-01,24132,1957
2021-02-02,26347,2215
2021-02-03,28822,2475
2021-02-04,30747,1925
2021-02-05,32611,1864
2021-02-06,33865,1254
2021-02-07,34872,1007
2021-02-08,36414,1542
2021-02-09,37968,1554
2021-02-10,40087,2119
2021-02-11,41737,1650
2021-02-12,43292,1555
2021-02-13,44586,1294
2021-02-14,45589,1003
2021-02-15,46367,778
2021-02-16,47834,1467
2021-02-17,48798,964
2021-02-18,49387,589
2021-02-19,49960,573
2021-02-20,50245,285
2021-02-21,50461,216
2021-02-22,50759,298
2021-02-23,52192,1433
2021-02-24,55180,2988
2021-02-25,57983,2803
2021-02-26,61131,3148
2021-02-27,62308,1177
2021-02-28,63458,1150
2021-03-01,66034,2576
2021-03-02,68315,2281
2021-03-03,70993,2678
2021-03-04,72675,1682
2021-03-05,74674,1999
2021-03-06,76311,1637
2021-03-07,77890,1579
2021-03-08,80423,2533
2021-03-09,83257,2834
2021-03-10,86144,2887
2021-03-11,88162,2018
2021-03-12,89999,1837
2021-03-13,91755,1756
2021-03-14,93444,1689
2021-03-15,95491,2047
2021-03-16,97670,2179
2021-03-17,99495,1825
2021-03-18,100774,1279
2021-03-19,102039,1265
2021-03-20,103013,974
2021-03-21,103297,284
2021-03-22,104415,1118
2021-03-23,105532,1117
2021-03-24,106969,1437
2021-03-25,108422,1453
2021-03-26,109898,1476
2021-03-27,110777,879
2021-03-28,110988,211
2021-03-29,112017,1029
2021-03-30,113105,1088
2021-03-31,114268,1163
2021-04-01,115647,1379
2021-04-02,116985,1338
2021-04-03,117799,814
2021-04-04,118010,211
2021-04-05,119392,1382
2021-04-06,121006,1614
2021-04-07,122542,1536
2021-04-08,124358,1816
2021-04-09,126269,1911
2021-04-10,127077,808
2021-04-11,127746,669
2021-04-12,129009,1263
2021-04-13,129820,811
2021-04-14,131372,1552
2021-04-15,133072,1700
2021-04-16,134576,1504
2021-04-17,136241,1665
2021-04-18,136998,757
2021-04-19,138570,1572
2021-04-20,139443,873
2021-04-21,140737,1294
2021-04-22,142238,1501
2021-04-23,143700,1462
2021-04-24,144929,1229
2021-04-25,145430,501
2021-04-26,146607,1177
2021-04-27,147454,847
2021-04-28,148545,1091
2021-04-29,149392,847
2021-04-30,150374,982
2021-05-01,150980,606
2021-05-02,151197,217
2021-05-03,151929,732
2021-05-04,152813,884
2021-05-05,153453,640
2021-05-06,154052,599
2021-05-07,154655,603
2021-05-08,155116,461
2021-05-09,155275,159
2021-05-10,155874,599
2021-05-11,156396,522
2021-05-12,157101,705
2021-05-13,157652,551
2021-05-14,158384,732
2021-05-15,158849,465
2021-05-16,159031,182
2021-05-17,159463,432
2021-05-18,159966,503
2021-05-19,160545,579
2021-05-20,161220,675
2021-05-21,161731,511
2021-05-22,162004,273
2021-05-23,162189,185
2021-05-24,162578,389
2021-05-25,162962,384
2021-05-26,163375,413
2021-05-27,163741,366
2021-05-28,164173,432
2021-05-29,164368,195
2021-05-30,164512,144
2021-05-31,164611,99
2021-06-01,165016,405
2021-06-02,165415,399
2021-06-03,165834,419
2021-06-04,166274,440
2021-06-05,166478,204
2021-06-06,166618,140
2021-06-07,166908,290
2021-06-08,167245,337
2021-06-09,167566,321
2021-06-10,167873,307
2021-06-11,168226,353
2021-06-12,168439,213
2021-06-13,168557,118
2021-06-14,168807,250
2021-06-15,169102,295
2021-06-16,169401,299
2021-06-17,169649,248
2021-06-18,169978,329
2021-06-19,170113,135
2021-06-20,170190,77
2021-06-21,170370,180
2021-06-22,170616,246
2021-06-23,170889,273
2021-06-24,171099,210
2021-06-25,171371,272
2021-06-26,171491,120
2021-06-27,171572,81
2021-06-28,171767,195
2021-06-29,171956,189
2021-06-30,172217,261
2021-07-01,172451,234
2021-07-02,172711,260
2021-07-03,172837,126
2021-07-04,172852,15
2021-07-05,173001,149
2021-07-06,173197,196
2021-07-07,173441,244
2021-07-08,173628,187
2021-07-09,173856,228
2021-07-10,173986,130
2021-07-11,174045,59
2021-07-12,174197,152
2021-07-13,174362,165
2021-07-14,174532,170
2021-07-15,174711,179
2021-07-16,175013,302
2021-07-17,175180,167
2021-07-18,175280,100
2021-07-19,175513,233
2021-07-20,175763,250
2021-07-21,176084,321
2021-07-22,176367,283
2021-07-23,176670,303
2021-07-24,176915,245
2021-07-25,177061,146
2021-07-26,177328,267
2021-07-27,177630,302
2021-07-28,177921,291
2021-07-29,178170,249
2021-07-30,178649,479
2021-07-31,178873,224
2021-08-01,179014,141
2021-08-02,179277,263
2021-08-03,179561,284
2021-08-04,179866,305
2021-08-05,180172,306
2021-08-06,180579,407
2021-08-07,180850,271
2021-08-08,181005,155
2021-08-09,181313,308
2021-08-10,181562,249
2021-08-11,181830,268
2021-08-12,182204,374
2021-08-13,182706,502
2021-08-14,183028,322
2021-08-15,183207,179
2021-08-16,183576,369
2021-08-17,183965,389
2021-08-18,184353,388
2021-08-19,184728,375
2021-08-20,185223,495
2021-08-21,185479,256
2021-08-22,185636,157
2021-08-23,185952,316
2021-08-24,186284,332
2021-08-25,186700,416
2021-08-26,187053,353
2021-08-27,187551,498
2021-08-28,187793,242
2021-08-29,187969,176
2021-08-30,188284,315
2021-08-31,188578,294
2021-09-01,188929,351
2021-09-02,189172,243
2021-09-03,189608,436
2021-09-04,189839,231
2021-09-05,189981,142
2021-09-06,190040,59
2021-09-07,190330,290
2021-09-08,190637,307
2021-09-09,190880,243
2021-09-10,191367,487
2021-09-11,191560,193
2021-09-12,191710,150
2021-09-13,191965,255
2021-09-14,192211,246
2021-09-15,192408,197
2021-09-16,192650,242
2021-09-17,193008,358
2021-09-18,193181,173
2021-09-19,193278,97
2021-09-20,193446,168
2021-09-21,193656,210
2021-09-22,193917,261
2021-09-23,194158,241
2021-09-24,194536,378
2021-09-25,194746,210
2021-09-26,194829,83
2021-09-27,195082,253
2021-09-28,195293,211
2021-09-29,195550,257
2021-09-30,195808,258
2021-10-01,196115,307
2021-10-02,196250,135
2021-10-03,196304,54
2021-10-04,196512,208
2021-10-05,196728,216
2021-10-06,196956,228
2021-10-07,197114,158
2021-10-08,197373,259
2021-10-09,197493,120
2021-10-10,197564,71
2021-10-11,197763,199
2021-10-12,197901,138
2021-10-13,198099,198
2021-10-14,198322,223
2021-10-15,198567,245
2021-10-16,198670,103
2021-10-17,198756,86
2021-10-18,198941,185
2021-10-19,199122,181
2021-10-20,199328,206
2021-10-21,199527,199
2021-10-22,200308,781
2021-10-23,200759,451
2021-10-24,201056,297
2021-10-25,202051,995
2021-10-26,203036,985
2021-10-27,204107,1071
2021-10-28,205265,1158
2021-10-29,206330,1065
2021-10-30,206657,327
2021-10-31,206884,227
2021-11-01,207631,747
2021-11-02,208431,800
2021-11-03,209363,932
2021-11-04,210287,924
2021-11-05,211431,1144
2021-11-06,211906,475
2021-11-07,212236,330
2021-11-08,213275,1039
2021-11-09,214423,1148
2021-11-10,215467,1044
2021-11-11,216480,1013
2021-11-12,217870,1390
2021-11-13,218258,388
2021-11-14,218571,313
2021-11-15,219542,971
2021-11-16,220530,988
2021-11-17,221646,1116
2021-11-18,222895,1249
2021-11-19,224109,1214
2021-11-20,224640,531
2021-11-21,224977,337
2021-11-22,226081,1104
2021-11-23,227157,1076
2021-11-24,227920,763
2021-11-26,228393,473
2021-11-27,228806,413
2021-11-28,229132,326
2021-11-29,229901,769
2021-11-30,230622,721
2021-12-01,231570,948
2021-12-02,232764,1194
2021-12-03,233861,1097
2021-12-04,234300,439
2021-12-05,234603,303
2021-12-06,235480,877
2021-12-07,236294,814
2021-12-08,237276,982
2021-12-09,237592,316
