date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,16,7
2020-12-19,20,4
2020-12-20,22,2
2020-12-21,25,3
2020-12-22,72,47
2020-12-23,98,26
2020-12-24,123,25
2020-12-26,129,6
2020-12-28,172,43
2020-12-29,233,61
2020-12-30,305,72
2020-12-31,370,65
2021-01-01,394,24
2021-01-02,397,3
2021-01-03,403,6
2021-01-04,471,68
2021-01-05,548,77
2021-01-06,668,120
2021-01-07,837,169
2021-01-08,1004,167
2021-01-09,1013,9
2021-01-10,1018,5
2021-01-11,1119,101
2021-01-12,1260,141
2021-01-13,1470,210
2021-01-14,1689,219
2021-01-15,1909,220
2021-01-16,1923,14
2021-01-17,1932,9
2021-01-18,1960,28
2021-01-19,2069,109
2021-01-20,2506,437
2021-01-21,2915,409
2021-01-22,3467,552
2021-01-23,3496,29
2021-01-24,3504,8
2021-01-25,3630,126
2021-01-26,4071,441
2021-01-27,4278,207
2021-01-28,4787,509
2021-01-29,5262,475
2021-01-30,5347,85
2021-01-31,5394,47
2021-02-01,5593,199
2021-02-02,6203,610
2021-02-03,6440,237
2021-02-04,7034,594
2021-02-05,7742,708
2021-02-06,7780,38
2021-02-07,7794,14
2021-02-08,7975,181
2021-02-09,8543,568
2021-02-10,9207,664
2021-02-11,9846,639
2021-02-12,10491,645
2021-02-13,10974,483
2021-02-14,11408,434
2021-02-15,11523,115
2021-02-16,11635,112
2021-02-17,11689,54
2021-02-18,11742,53
2021-02-19,11858,116
2021-02-20,11900,42
2021-02-21,11918,18
2021-02-22,11989,71
2021-02-23,12629,640
2021-02-24,13469,840
2021-02-25,14247,778
2021-02-26,15106,859
2021-02-27,15249,143
2021-02-28,15337,88
2021-03-01,15643,306
2021-03-02,16606,963
2021-03-03,17427,821
2021-03-04,18299,872
2021-03-05,19136,837
2021-03-06,19267,131
2021-03-07,19333,66
2021-03-08,19577,244
2021-03-09,20293,716
2021-03-10,21120,827
2021-03-11,21919,799
2021-03-12,22676,757
2021-03-13,23224,548
2021-03-14,23657,433
2021-03-15,23917,260
2021-03-16,24712,795
2021-03-17,25528,816
2021-03-18,26294,766
2021-03-19,27235,941
2021-03-20,27359,124
2021-03-21,27476,117
2021-03-22,27752,276
2021-03-23,28577,825
2021-03-24,29404,827
2021-03-25,30192,788
2021-03-26,31074,882
