date,cases_PIMA
2020-12-08 00:00:00,12
2020-12-07 00:00:00,36
2020-12-06 00:00:00,130
2020-12-05 00:00:00,334
2020-12-04 00:00:00,890
2020-12-03 00:00:00,968
2020-12-02 00:00:00,999
2020-12-01 00:00:00,1017
2020-11-30 00:00:00,1090
2020-11-29 00:00:00,446
2020-11-28 00:00:00,494
2020-11-27 00:00:00,494
2020-11-26 00:00:00,144
2020-11-25 00:00:00,679
2020-11-24 00:00:00,709
2020-11-23 00:00:00,924
2020-11-22 00:00:00,275
2020-11-21 00:00:00,398
2020-11-20 00:00:00,561
2020-11-19 00:00:00,771
2020-11-18 00:00:00,656
2020-11-17 00:00:00,578
2020-11-16 00:00:00,626
2020-11-15 00:00:00,244
2020-11-14 00:00:00,342
2020-11-13 00:00:00,400
2020-11-12 00:00:00,408
2020-11-11 00:00:00,314
2020-11-10 00:00:00,429
2020-11-09 00:00:00,507
2020-11-08 00:00:00,170
2020-11-07 00:00:00,206
2020-11-06 00:00:00,412
2020-11-05 00:00:00,395
2020-11-04 00:00:00,375
2020-11-03 00:00:00,279
2020-11-02 00:00:00,337
2020-11-01 00:00:00,118
2020-10-31 00:00:00,110
2020-10-30 00:00:00,283
2020-10-29 00:00:00,210
2020-10-28 00:00:00,233
2020-10-27 00:00:00,265
2020-10-26 00:00:00,178
2020-10-25 00:00:00,72
2020-10-24 00:00:00,114
2020-10-23 00:00:00,142
2020-10-22 00:00:00,178
2020-10-21 00:00:00,173
2020-10-20 00:00:00,150
2020-10-19 00:00:00,126
2020-10-18 00:00:00,56
2020-10-17 00:00:00,69
2020-10-16 00:00:00,89
2020-10-15 00:00:00,86
2020-10-14 00:00:00,95
2020-10-13 00:00:00,63
2020-10-12 00:00:00,88
2020-10-11 00:00:00,62
2020-10-10 00:00:00,46
2020-10-09 00:00:00,65
2020-10-08 00:00:00,77
2020-10-07 00:00:00,79
2020-10-06 00:00:00,72
2020-10-05 00:00:00,104
2020-10-04 00:00:00,31
2020-10-03 00:00:00,41
2020-10-02 00:00:00,103
2020-10-01 00:00:00,104
2020-09-30 00:00:00,76
2020-09-29 00:00:00,67
2020-09-28 00:00:00,108
2020-09-27 00:00:00,34
2020-09-26 00:00:00,36
2020-09-25 00:00:00,79
2020-09-24 00:00:00,88
2020-09-23 00:00:00,98
2020-09-22 00:00:00,100
2020-09-21 00:00:00,166
2020-09-20 00:00:00,50
2020-09-19 00:00:00,30
2020-09-18 00:00:00,129
2020-09-17 00:00:00,152
2020-09-16 00:00:00,225
2020-09-15 00:00:00,279
2020-09-14 00:00:00,352
2020-09-13 00:00:00,61
2020-09-12 00:00:00,109
2020-09-11 00:00:00,186
2020-09-10 00:00:00,233
2020-09-09 00:00:00,208
2020-09-08 00:00:00,305
2020-09-07 00:00:00,20
2020-09-06 00:00:00,38
2020-09-05 00:00:00,39
2020-09-04 00:00:00,109
2020-09-03 00:00:00,165
2020-09-02 00:00:00,188
2020-09-01 00:00:00,164
2020-08-31 00:00:00,157
2020-08-30 00:00:00,34
2020-08-29 00:00:00,51
2020-08-28 00:00:00,94
2020-08-27 00:00:00,94
2020-08-26 00:00:00,108
2020-08-25 00:00:00,94
2020-08-24 00:00:00,79
2020-08-23 00:00:00,44
2020-08-22 00:00:00,37
2020-08-21 00:00:00,62
2020-08-20 00:00:00,93
2020-08-19 00:00:00,122
2020-08-18 00:00:00,96
2020-08-17 00:00:00,93
2020-08-16 00:00:00,40
2020-08-15 00:00:00,75
2020-08-14 00:00:00,96
2020-08-13 00:00:00,124
2020-08-12 00:00:00,132
2020-08-11 00:00:00,288
2020-08-10 00:00:00,190
2020-08-09 00:00:00,42
2020-08-08 00:00:00,85
2020-08-07 00:00:00,125
2020-08-06 00:00:00,110
2020-08-05 00:00:00,149
2020-08-04 00:00:00,135
2020-08-03 00:00:00,169
2020-08-02 00:00:00,43
2020-08-01 00:00:00,103
2020-07-31 00:00:00,168
2020-07-30 00:00:00,640
2020-07-29 00:00:00,171
2020-07-28 00:00:00,175
2020-07-27 00:00:00,188
2020-07-26 00:00:00,54
2020-07-25 00:00:00,136
2020-07-24 00:00:00,202
2020-07-23 00:00:00,199
2020-07-22 00:00:00,208
2020-07-21 00:00:00,303
2020-07-20 00:00:00,229
2020-07-19 00:00:00,88
2020-07-18 00:00:00,127
2020-07-17 00:00:00,223
2020-07-16 00:00:00,257
2020-07-15 00:00:00,284
2020-07-14 00:00:00,408
2020-07-13 00:00:00,367
2020-07-12 00:00:00,108
2020-07-11 00:00:00,203
2020-07-10 00:00:00,349
2020-07-09 00:00:00,345
2020-07-08 00:00:00,395
2020-07-07 00:00:00,465
2020-07-06 00:00:00,443
2020-07-05 00:00:00,194
2020-07-04 00:00:00,136
2020-07-03 00:00:00,228
2020-07-02 00:00:00,484
2020-07-01 00:00:00,498
2020-06-30 00:00:00,492
2020-06-29 00:00:00,457
2020-06-28 00:00:00,157
2020-06-27 00:00:00,286
2020-06-26 00:00:00,337
2020-06-25 00:00:00,400
2020-06-24 00:00:00,353
2020-06-23 00:00:00,422
2020-06-22 00:00:00,370
2020-06-21 00:00:00,206
2020-06-20 00:00:00,291
2020-06-19 00:00:00,368
2020-06-18 00:00:00,379
2020-06-17 00:00:00,317
2020-06-16 00:00:00,269
2020-06-15 00:00:00,296
2020-06-14 00:00:00,121
