date,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM
2020-12-18 00:00:00,2,0,0,,,
2020-12-17 00:00:00,25,6,0.24,2.0,1.0,0.5
2020-12-16 00:00:00,41,12,0.2926829268292683,2.0,1.0,0.5
2020-12-15 00:00:00,39,4,0.1025641025641026,1.0,0.0,0
2020-12-14 00:00:00,69,14,0.2028985507246377,2.0,1.0,0.5
2020-12-13 00:00:00,7,1,0.1428571428571429,,,
2020-12-12 00:00:00,11,4,0.3636363636363637,,,
2020-12-11 00:00:00,274,51,0.1861313868613139,,,
2020-12-10 00:00:00,49,14,0.2857142857142857,,,
2020-12-09 00:00:00,73,18,0.2465753424657534,,,
2020-12-08 00:00:00,62,14,0.2258064516129032,1.0,0.0,0
2020-12-07 00:00:00,90,19,0.2111111111111111,1.0,0.0,0
2020-12-06 00:00:00,9,0,0,1.0,0.0,0
2020-12-05 00:00:00,10,2,0.2,,,
2020-12-04 00:00:00,38,13,0.3421052631578948,6.0,2.0,0.3333333333333333
2020-12-03 00:00:00,70,22,0.3142857142857143,,,
2020-12-02 00:00:00,76,14,0.1842105263157895,11.0,2.0,0.1818181818181818
2020-12-01 00:00:00,75,20,0.2666666666666667,6.0,1.0,0.1666666666666667
2020-11-30 00:00:00,70,17,0.2428571428571429,8.0,3.0,0.375
2020-11-29 00:00:00,8,2,0.25,,,
2020-11-28 00:00:00,14,5,0.3571428571428572,,,
2020-11-27 00:00:00,30,7,0.2333333333333334,1.0,1.0,1
2020-11-26 00:00:00,5,0,0,1.0,0.0,0
2020-11-25 00:00:00,26,4,0.1538461538461539,4.0,0.0,0
2020-11-24 00:00:00,67,24,0.3582089552238806,4.0,0.0,0
2020-11-23 00:00:00,60,18,0.3,7.0,3.0,0.4285714285714286
2020-11-22 00:00:00,4,0,0,1.0,0.0,0
2020-11-21 00:00:00,168,44,0.2619047619047619,,,
2020-11-20 00:00:00,54,13,0.2407407407407408,3.0,0.0,0
2020-11-19 00:00:00,55,18,0.3272727272727273,2.0,1.0,0.5
2020-11-18 00:00:00,50,17,0.34,2.0,1.0,0.5
2020-11-17 00:00:00,132,22,0.1666666666666667,,,
2020-11-16 00:00:00,66,23,0.3484848484848485,1.0,1.0,1
2020-11-15 00:00:00,6,0,0,,,
2020-11-14 00:00:00,13,4,0.3076923076923077,1.0,0.0,0
2020-11-13 00:00:00,53,11,0.2075471698113208,1.0,0.0,0
2020-11-12 00:00:00,47,18,0.3829787234042553,,,
2020-11-11 00:00:00,51,22,0.4313725490196079,,,
2020-11-10 00:00:00,57,22,0.3859649122807018,,,
2020-11-09 00:00:00,63,17,0.2698412698412699,1.0,0.0,0
