date,La Paz_cume,La Paz
1/11/2021,30,
1/13/2021,70,40
1/14/2021,88,18
1/19/2021,111,23
1/20/2021,151,40
1/25/2021,212,61
1/26/2021,213,1
1/27/2021,400,187
1/28/2021,401,1
1/29/2021,444,43
1/30/2021,553,109
1/6/2021,576,23
1/7/2021,599,23
12/21/2020,1144,545
12/22/2020,1804,660
12/23/2020,1826,22
12/30/2020,1827,1
2/1/2021,1852,25
2/10/2021,1886,34
2/11/2021,2596,710
2/12/2021,2780,184
2/16/2021,2833,53
2/17/2021,2876,43
2/18/2021,2913,37
2/19/2021,3493,580
2/2/2021,3702,209
2/22/2021,3703,1
2/23/2021,3705,2
2/24/2021,3800,95
2/25/2021,4327,527
2/26/2021,4328,1
2/28/2021,4362,34
2/3/2021,4388,26
2/4/2021,4724,336
2/5/2021,5388,664
2/8/2021,5410,22
2/9/2021,5411,1
3/1/2021,5486,75
3/10/2021,5562,76
3/11/2021,6327,765
3/12/2021,7053,726
3/13/2021,7110,57
3/15/2021,7134,24
3/16/2021,7193,59
3/17/2021,7287,94
3/18/2021,7962,675
3/19/2021,8585,623
3/2/2021,8643,58
3/21/2021,8653,10
3/22/2021,8699,46
3/23/2021,8756,57
3/24/2021,9228,472
3/25/2021,9822,594
3/26/2021,9870,48
3/28/2021,9871,1
3/29/2021,9922,51
3/3/2021,9984,62
3/30/2021,10338,354
3/31/2021,10834,496
3/4/2021,10836,2
3/5/2021,10838,2
3/6/2021,10895,57
3/8/2021,11143,248
3/9/2021,11667,524
4/1/2021,11727,60
4/10/2021,11753,26
4/11/2021,11765,12
4/12/2021,11811,46
4/13/2021,11912,101
4/14/2021,12183,271
4/15/2021,12532,349
4/16/2021,12658,126
4/17/2021,12715,57
4/18/2021,12729,14
4/19/2021,12796,67
4/2/2021,12853,57
4/20/2021,13307,454
4/21/2021,13827,520
4/22/2021,13872,45
4/23/2021,13877,5
4/24/2021,13879,2
4/25/2021,13938,59
4/26/2021,14036,98
4/27/2021,14177,141
4/28/2021,14608,431
4/29/2021,14639,31
4/3/2021,14650,11
4/30/2021,14651,1
4/5/2021,14685,34
4/6/2021,14730,45
4/7/2021,15163,433
4/8/2021,15218,55
4/9/2021,15292,74
5/1/2021,15330,38
5/10/2021,15336,6
5/11/2021,15366,30
5/12/2021,15428,62
5/13/2021,15628,200
5/14/2021,15802,174
5/15/2021,15819,17
5/16/2021,15822,3
5/17/2021,15823,1
5/18/2021,15846,23
5/19/2021,15884,38
5/2/2021,15965,81
5/20/2021,15985,20
5/21/2021,16006,21
5/22/2021,16014,8
5/23/2021,16015,1
5/24/2021,16054,39
5/25/2021,16078,24
5/26/2021,16262,184
5/27/2021,16291,29
5/28/2021,16325,34
5/29/2021,16337,12
5/3/2021,16340,3
5/31/2021,16356,16
5/4/2021,16392,36
5/5/2021,16445,53
5/6/2021,16458,13
5/7/2021,16474,16
5/8/2021,16477,3
5/9/2021,16478,1
6/1/2021,16521,43
6/10/2021,16577,56
6/11/2021,16633,56
6/12/2021,16640,7
6/13/2021,16646,6
6/14/2021,16650,4
6/15/2021,16659,9
6/16/2021,16677,18
6/17/2021,16724,47
6/18/2021,16734,10
6/19/2021,16738,4
6/2/2021,16740,2
6/20/2021,16741,1
6/21/2021,16761,20
6/22/2021,16782,21
6/23/2021,16814,32
6/24/2021,16829,15
6/25/2021,16841,12
6/26/2021,16846,5
6/27/2021,16847,1
6/28/2021,16850,3
6/29/2021,16869,19
6/3/2021,16891,22
6/30/2021,16906,15
6/4/2021,16908,2
6/5/2021,16922,14
6/6/2021,16925,3
6/7/2021,16928,3
6/8/2021,16962,34
6/9/2021,16972,10
7/1/2021,16979,7
7/10/2021,16980,1
7/11/2021,16981,1
7/12/2021,16982,1
7/13/2021,16985,3
7/14/2021,16998,13
7/15/2021,17029,31
7/16/2021,17058,29
7/17/2021,17060,2
7/19/2021,17065,5
7/2/2021,17067,2
7/20/2021,17084,17
7/21/2021,17100,16
7/22/2021,17115,15
7/23/2021,17125,10
7/24/2021,17128,3
7/25/2021,17151,23
7/26/2021,17156,5
7/27/2021,17178,22
7/28/2021,17210,32
7/29/2021,17227,17
7/3/2021,17238,11
7/30/2021,17240,2
7/4/2021,17244,4
7/5/2021,17253,9
7/6/2021,17278,25
7/7/2021,17293,15
7/8/2021,17350,57
7/9/2021,17362,12
8/10/2021,17374,12
8/11/2021,17396,22
8/12/2021,17436,40
8/13/2021,17471,35
8/14/2021,17484,13
8/15/2021,17490,6
8/16/2021,17491,1
8/17/2021,17511,20
8/18/2021,17525,14
8/19/2021,17544,19
8/2/2021,17578,34
8/20/2021,17589,11
8/21/2021,17598,9
8/22/2021,17600,2
8/23/2021,17607,7
8/24/2021,17635,28
8/25/2021,17681,46
8/26/2021,17700,19
8/27/2021,17712,12
8/28/2021,17720,8
8/29/2021,17722,2
8/3/2021,17744,22
8/30/2021,17758,14
8/31/2021,17792,34
8/4/2021,17853,61
8/5/2021,17895,42
8/6/2021,17899,4
8/7/2021,17902,3
8/8/2021,17920,18
8/9/2021,17925,5
