date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4391,4414,3650,3440,2017,26
1/10/2021,6691,6375,5524,5355,4485,68
1/11/2021,7008,6651,5794,5642,4859,79
1/12/2021,7338,6908,6060,5901,5365,90
1/13/2021,7559,7144,6301,6147,5798,100
1/14/2021,7869,7454,6617,6442,6216,105
1/15/2021,8502,8023,7195,7007,7505,116
1/16/2021,8744,8216,7380,7174,7771,120
1/17/2021,8827,8277,7425,7231,7900,123
1/18/2021,9173,8592,7741,7520,9466,130
1/19/2021,9546,8880,8068,7843,11133,141
1/2/2021,4562,4537,3748,3551,2118,28
1/20/2021,10043,9429,8581,8321,13248,156
1/21/2021,10452,9877,9070,8804,16352,165
1/22/2021,11163,10561,9827,9541,19401,180
1/23/2021,11445,10794,10023,9740,21218,185
1/24/2021,11593,10923,10131,9843,21538,188
1/25/2021,12326,11558,10880,10594,24785,203
1/26/2021,13043,12142,11539,11240,27818,216
1/27/2021,13776,12742,12204,11965,31000,225
1/28/2021,14626,13389,12877,12693,34314,241
1/29/2021,15555,14109,13610,13450,37397,266
1/3/2021,4654,4625,3817,3607,2163,30
1/30/2021,16217,14541,13964,13848,40138,274
1/31/2021,16385,14654,14080,13986,40883,279
1/4/2021,4999,4927,4076,3891,2402,40
1/5/2021,5340,5248,4345,4172,2705,45
1/6/2021,5765,5587,4767,4537,3031,52
1/7/2021,6070,5818,4983,4816,3430,57
1/8/2021,6341,6101,5273,5095,3681,62
1/9/2021,6593,6276,5440,5281,4418,68
12/1/2020,8,3,7,7,13,
12/10/2020,11,3,11,12,19,
12/11/2020,11,4,13,14,21,
12/12/2020,11,4,13,16,22,
12/13/2020,12,4,13,17,22,
12/14/2020,12,7,16,17,23,
12/15/2020,17,9,20,22,29,
12/16/2020,18,11,22,23,30,
12/17/2020,269,318,332,283,111,1
12/18/2020,593,674,629,554,221,2
12/19/2020,803,881,774,656,283,2
12/2/2020,9,3,9,7,13,
12/20/2020,805,882,777,659,287,2
12/21/2020,1224,1259,1057,937,414,4
12/22/2020,1626,1650,1393,1218,543,6
12/23/2020,2134,2141,1770,1532,711,7
12/24/2020,2400,2416,1969,1747,798,9
12/25/2020,2401,2416,1969,1749,801,9
12/26/2020,2610,2617,2119,1903,869,10
12/27/2020,2658,2661,2149,1934,884,10
12/28/2020,3128,3104,2508,2261,1067,12
12/29/2020,3594,3561,2856,2648,1309,18
12/3/2020,9,3,10,9,15,
12/30/2020,4040,4025,3301,3073,1581,19
12/31/2020,4364,4382,3611,3387,1825,24
12/4/2020,9,3,11,9,15,
12/5/2020,10,3,11,9,15,
12/6/2020,10,3,11,10,15,
12/7/2020,10,3,11,11,15,
12/8/2020,10,3,11,12,15,
12/9/2020,11,3,11,12,18,
2/1/2021,17015,15197,14655,14598,43045,290
2/10/2021,21402,18294,18187,18834,68703,427
2/11/2021,21752,18542,18421,19153,72880,439
2/12/2021,22122,18837,18721,19581,76680,451
2/13/2021,22341,18980,18877,19788,79944,465
2/14/2021,22411,19011,18937,19839,80423,472
2/15/2021,22574,19121,19055,19976,82266,476
2/16/2021,22777,19252,19235,20202,84481,487
2/17/2021,23086,19465,19444,20474,86603,503
2/18/2021,23310,19622,19588,20675,88518,509
2/19/2021,23560,19767,19770,20868,89493,517
2/2/2021,17692,15761,15317,15264,45432,307
2/20/2021,23838,19956,19935,21047,90224,533
2/21/2021,23872,19989,19979,21086,90479,536
2/22/2021,24013,20057,20055,21199,91473,541
2/23/2021,24171,20159,20165,21353,93032,548
2/24/2021,24480,20351,20350,21614,94963,584
2/25/2021,24684,20515,20503,21882,97858,597
2/26/2021,25056,20774,20787,22404,101275,614
2/27/2021,25250,20931,20965,22661,103685,624
2/28/2021,25350,21014,21040,22799,105716,639
2/3/2021,18273,16253,15845,15892,48509,322
2/4/2021,18835,16680,16293,16477,51916,339
2/5/2021,19588,17216,16945,17313,55765,362
2/6/2021,20083,17489,17252,17682,57491,377
2/7/2021,20158,17534,17305,17765,58091,379
2/8/2021,20538,17784,17593,18113,60837,388
2/9/2021,20935,18014,17876,18443,64089,402
3/1/2021,25571,21187,21236,23174,108410,664
3/10/2021,28795,23414,23683,30963,135190,923
3/11/2021,29300,23791,24137,32583,138678,981
3/12/2021,29966,24221,24615,34080,142083,1045
3/13/2021,30354,24476,24952,35260,143635,1087
3/14/2021,30676,24659,25167,36096,144828,1129
3/15/2021,31062,24994,25489,38414,147043,1176
3/16/2021,31811,25538,26110,40841,149625,1265
3/17/2021,32873,26368,26937,43718,152050,1364
3/18/2021,33895,27115,27738,46563,154271,1449
3/19/2021,35161,28049,28667,49411,156182,1566
3/2/2021,25843,21382,21435,23530,111495,688
3/20/2021,36002,28577,29282,51210,157269,1628
3/21/2021,36662,29159,29918,52654,157988,1718
3/22/2021,37819,29873,30691,54624,159688,1839
3/23/2021,39246,30857,31687,56895,161448,1986
3/24/2021,41059,32069,32922,58961,163098,2282
3/25/2021,43132,33654,34580,61210,164658,2681
3/26/2021,45271,35229,36194,63317,166055,3183
3/27/2021,46541,36119,37103,64520,166780,3557
3/28/2021,47378,36774,37826,64931,166990,3875
3/29/2021,49479,38250,39254,65749,167550,4488
3/3/2021,26254,21671,21737,24153,115463,723
3/30/2021,51803,39816,40800,66783,168532,5153
3/31/2021,54226,41310,42521,68036,169601,5874
3/4/2021,26567,21868,21954,24924,118594,742
3/5/2021,26967,22146,22251,25853,121640,776
3/6/2021,27244,22344,22481,26579,123942,799
3/7/2021,27505,22525,22686,27251,125775,808
