Category,value
tests,705592
YUMA,12542
YAVAPAI,20696
SANTA CRUZ,2129
PINAL,43015
PIMA,64574
NAVAJO,5722
MOHAVE,15424
MARICOPA,503853
LA PAZ,1860
GREENLEE,300
GRAHAM,1558
GILA,6710
COCONINO,9214
COCHISE,6481
APACHE,1549
Unknown,641
65 years and older,172265
55 - 64 years,140243
45 - 54 years,127222
20 - 44 years,234217
Less than 20 years,31004
positive,0.2025348926858581
