date,Arizona_cume,Arizona
2020-12-01 00:00:00,69,
2020-12-02 00:00:00,82,13
2020-12-03 00:00:00,92,10
2020-12-04 00:00:00,96,4
2020-12-05 00:00:00,98,2
2020-12-06 00:00:00,100,2
2020-12-07 00:00:00,107,7
2020-12-08 00:00:00,111,4
2020-12-09 00:00:00,118,7
2020-12-10 00:00:00,127,9
2020-12-11 00:00:00,136,9
2020-12-12 00:00:00,143,7
2020-12-13 00:00:00,147,4
2020-12-14 00:00:00,158,11
2020-12-15 00:00:00,201,43
2020-12-16 00:00:00,775,574
2020-12-17 00:00:00,3918,3143
2020-12-18 00:00:00,7554,3636
2020-12-19 00:00:00,10111,2557
2020-12-20 00:00:00,11130,1019
2020-12-21 00:00:00,16636,5506
2020-12-22 00:00:00,24415,7779
2020-12-23 00:00:00,34126,9711
2020-12-24 00:00:00,37969,3843
2020-12-25 00:00:00,38107,138
2020-12-26 00:00:00,44626,6519
2020-12-27 00:00:00,47277,2651
2020-12-28 00:00:00,56661,9384
2020-12-29 00:00:00,69544,12883
2020-12-30 00:00:00,84376,14832
2020-12-31 00:00:00,92181,7805
2021-01-01 00:00:00,93145,964
2021-01-02 00:00:00,100710,7565
2021-01-03 00:00:00,103918,3208
2021-01-04 00:00:00,112582,8664
2021-01-05 00:00:00,121512,8930
2021-01-06 00:00:00,133399,11887
2021-01-07 00:00:00,145987,12588
2021-01-08 00:00:00,157991,12004
2021-01-09 00:00:00,165929,7938
2021-01-10 00:00:00,169157,3228
2021-01-11 00:00:00,184904,15747
2021-01-12 00:00:00,208069,23165
2021-01-13 00:00:00,233314,25245
2021-01-14 00:00:00,258013,24699
2021-01-15 00:00:00,282982,24969
2021-01-16 00:00:00,298738,15756
2021-01-17 00:00:00,308067,9329
2021-01-18 00:00:00,327090,19023
2021-01-19 00:00:00,354125,27035
2021-01-20 00:00:00,386100,31975
2021-01-21 00:00:00,421127,35027
2021-01-22 00:00:00,459074,37947
2021-01-23 00:00:00,487807,28733
2021-01-24 00:00:00,504002,16195
2021-01-25 00:00:00,533469,29467
2021-01-26 00:00:00,570211,36742
2021-01-27 00:00:00,610073,39862
2021-01-28 00:00:00,649968,39895
2021-01-29 00:00:00,689871,39903
2021-01-30 00:00:00,716187,26316
2021-01-31 00:00:00,727785,11598
2021-02-01 00:00:00,758338,30553
2021-02-02 00:00:00,797069,38731
2021-02-03 00:00:00,840885,43816
2021-02-04 00:00:00,887631,46746
2021-02-05 00:00:00,931556,43925
2021-02-06 00:00:00,969810,38254
2021-02-07 00:00:00,986162,16352
2021-02-08 00:00:00,1025048,38886
2021-02-09 00:00:00,1069410,44362
2021-02-10 00:00:00,1120095,50685
2021-02-11 00:00:00,1171677,51582
2021-02-12 00:00:00,1233523,61846
2021-02-13 00:00:00,1279182,45659
2021-02-14 00:00:00,1296575,17393
2021-02-15 00:00:00,1328010,31435
2021-02-16 00:00:00,1372725,44715
2021-02-17 00:00:00,1419992,47267
2021-02-18 00:00:00,1465184,45192
2021-02-19 00:00:00,1508097,42913
2021-02-20 00:00:00,1543439,35342
2021-02-21 00:00:00,1558388,14949
2021-02-22 00:00:00,1586694,28306
2021-02-23 00:00:00,1631008,44314
2021-02-24 00:00:00,1688194,57186
2021-02-25 00:00:00,1748756,60562
2021-02-26 00:00:00,1815863,67107
2021-02-27 00:00:00,1867633,51770
2021-02-28 00:00:00,1893326,25693
2021-03-01 00:00:00,1939553,46227
2021-03-02 00:00:00,1990621,51068
2021-03-03 00:00:00,2049498,58877
2021-03-04 00:00:00,2108263,58765
2021-03-05 00:00:00,2167708,59445
2021-03-06 00:00:00,2212889,45181
2021-03-07 00:00:00,2239039,26150
2021-03-08 00:00:00,2290536,51497
2021-03-09 00:00:00,2347725,57189
2021-03-10 00:00:00,2415545,67820
2021-03-11 00:00:00,2487062,71517
2021-03-12 00:00:00,2560726,73664
2021-03-13 00:00:00,2613017,52291
2021-03-14 00:00:00,2641918,28901
2021-03-15 00:00:00,2689986,48068
2021-03-16 00:00:00,2745403,55417
2021-03-17 00:00:00,2808756,63353
2021-03-18 00:00:00,2873262,64506
2021-03-19 00:00:00,2934062,60800
