date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,183,163,188,244,5
1/10/2021,272,303,301,313,525,7
1/11/2021,279,315,309,328,571,7
1/12/2021,288,322,323,357,636,10
1/13/2021,299,331,335,374,734,10
1/14/2021,315,362,361,423,857,11
1/15/2021,423,477,468,549,986,30
1/16/2021,426,477,469,549,1041,30
1/17/2021,427,477,469,549,1043,30
1/18/2021,440,481,483,561,1118,30
1/19/2021,447,495,491,581,1171,31
1/2/2021,178,183,163,189,245,5
1/20/2021,471,506,507,602,1251,31
1/21/2021,486,514,517,625,1384,32
1/22/2021,554,570,554,665,1449,36
1/23/2021,560,581,564,672,1657,36
1/24/2021,561,581,566,672,1657,36
1/25/2021,575,591,582,690,1702,37
1/26/2021,584,597,586,703,1772,37
1/27/2021,610,611,609,720,1883,39
1/28/2021,634,641,647,750,1967,39
1/29/2021,679,671,668,783,2188,48
1/3/2021,178,183,163,189,245,5
1/30/2021,714,696,690,790,2194,51
1/31/2021,714,696,690,791,2194,51
1/4/2021,197,216,198,208,280,6
1/5/2021,209,230,214,224,334,6
1/6/2021,227,255,230,247,370,7
1/7/2021,250,270,252,264,464,7
1/8/2021,272,303,301,313,524,7
1/9/2021,272,303,301,313,525,7
10/1/2021,3731,2809,2689,3180,5098,1695
10/10/2021,3780,2841,2711,3191,5112,1719
10/11/2021,3788,2849,2712,3191,5113,1721
10/12/2021,3791,2855,2717,3192,5115,1724
10/13/2021,3796,2855,2721,3196,5116,1728
10/14/2021,3806,2860,2726,3196,5116,1730
10/15/2021,3817,2866,2728,3199,5117,1732
10/16/2021,3824,2867,2729,3200,5118,1734
10/17/2021,3827,2867,2729,3200,5118,1734
10/18/2021,3833,2874,2732,3200,5119,1736
10/19/2021,3838,2875,2735,3201,5120,1738
10/2/2021,3732,2810,2689,3181,5099,1695
10/20/2021,3842,2877,2735,3202,5120,1742
10/21/2021,3849,2884,2737,3204,5122,1748
10/22/2021,3857,2887,2739,3208,5124,1758
10/23/2021,3861,2888,2739,3209,5124,1762
10/24/2021,3862,2888,2739,3211,5124,1764
10/25/2021,3870,2889,2740,3213,5126,1765
10/26/2021,3877,2891,2740,3213,5128,1767
10/27/2021,3882,2892,2740,3213,5129,1768
10/28/2021,3892,2906,2746,3215,5131,1780
10/29/2021,3896,2908,2749,3217,5133,1786
10/3/2021,3733,2812,2689,3181,5099,1695
10/30/2021,3900,2908,2751,3218,5134,1788
10/31/2021,3901,2908,2751,3218,5134,1788
10/4/2021,3736,2821,2693,3183,5100,1698
10/5/2021,3745,2823,2696,3184,5102,1700
10/6/2021,3753,2826,2703,3185,5104,1700
10/7/2021,3766,2833,2706,3187,5107,1711
10/8/2021,3773,2838,2709,3187,5111,1716
10/9/2021,3778,2839,2710,3190,5111,1719
11/1/2021,3901,2908,2752,3218,5134,1789
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,100,80,98,44,2
12/25/2020,109,100,80,98,44,2
12/26/2020,110,102,82,99,48,2
12/27/2020,111,102,83,99,48,2
12/28/2020,131,123,100,126,112,4
12/29/2020,152,148,124,141,180,4
12/30/2020,163,170,145,168,217,5
12/31/2020,177,181,162,188,241,5
2/1/2021,724,704,701,796,2246,52
2/10/2021,865,775,793,894,3025,69
2/11/2021,885,802,829,927,3094,71
2/12/2021,922,828,852,974,3163,77
2/13/2021,927,833,853,989,3306,77
2/14/2021,927,833,853,989,3306,77
2/15/2021,932,836,858,992,3338,77
2/16/2021,949,848,869,1010,3376,80
2/17/2021,963,859,878,1020,3421,81
2/18/2021,1000,900,922,1048,3459,91
2/19/2021,1036,925,943,1073,3485,93
2/2/2021,734,712,713,807,2309,53
2/20/2021,1046,930,950,1082,3499,109
2/21/2021,1046,930,950,1082,3499,109
2/22/2021,1060,936,960,1093,3521,112
2/23/2021,1078,950,973,1110,3558,114
2/24/2021,1101,964,989,1129,3591,118
2/25/2021,1126,985,1007,1153,3641,119
2/26/2021,1134,997,1018,1172,3675,119
2/27/2021,1140,1007,1020,1174,3677,120
2/28/2021,1140,1007,1021,1174,3685,120
2/3/2021,746,723,719,814,2442,54
2/4/2021,751,729,727,825,2536,55
2/5/2021,768,738,746,849,2611,56
2/6/2021,801,751,758,861,2802,59
2/7/2021,801,751,758,861,2802,59
2/8/2021,834,759,764,869,2860,67
2/9/2021,844,765,774,875,2933,68
