date,Santa Cruz_cume,Santa Cruz
1/1/2021,1,
1/10/2021,9,8
1/11/2021,15,6
1/12/2021,19,4
1/13/2021,21,2
1/14/2021,24,3
1/15/2021,71,47
1/16/2021,97,26
1/17/2021,122,25
1/18/2021,128,6
1/19/2021,171,43
1/2/2021,232,61
1/20/2021,304,72
1/21/2021,368,64
1/22/2021,379,11
1/23/2021,382,3
1/24/2021,388,6
1/25/2021,455,67
1/26/2021,532,77
1/27/2021,652,120
1/28/2021,821,169
1/29/2021,986,165
1/3/2021,995,9
1/30/2021,1000,5
1/31/2021,1101,101
1/4/2021,1241,140
1/5/2021,1447,206
1/6/2021,1663,216
1/7/2021,1883,220
1/8/2021,1897,14
1/9/2021,1906,9
10/1/2021,1934,28
10/10/2021,2042,108
10/11/2021,2477,435
10/12/2021,2885,408
10/13/2021,3436,551
10/14/2021,3465,29
10/15/2021,3473,8
10/16/2021,3599,126
10/17/2021,4039,440
10/18/2021,4246,207
10/19/2021,4755,509
10/2/2021,5230,475
10/20/2021,5315,85
10/21/2021,5361,46
10/22/2021,5554,193
10/23/2021,6163,609
10/24/2021,6398,235
10/25/2021,6992,594
10/26/2021,7697,705
10/27/2021,7734,37
10/28/2021,7748,14
10/29/2021,7929,181
10/3/2021,8496,567
10/30/2021,9159,663
10/31/2021,9797,638
10/4/2021,10442,645
10/5/2021,10925,483
10/6/2021,11359,434
10/7/2021,11474,115
10/8/2021,11586,112
10/9/2021,11639,53
11/1/2021,11687,48
12/1/2020,11801,114
12/17/2020,11843,42
12/18/2020,11860,17
12/19/2020,11931,71
12/20/2020,12570,639
12/21/2020,13410,840
12/22/2020,14186,776
12/23/2020,15045,859
12/24/2020,15187,142
12/26/2020,15274,87
12/28/2020,15569,295
12/29/2020,16529,960
12/30/2020,17350,821
12/31/2020,18222,872
2/1/2021,19058,836
2/10/2021,19185,127
2/11/2021,19250,65
2/12/2021,19494,244
2/13/2021,20198,704
2/14/2021,21019,821
2/15/2021,21812,793
2/16/2021,22565,753
2/17/2021,23110,545
2/18/2021,23543,433
2/19/2021,23801,258
2/2/2021,24592,791
2/20/2021,25405,813
2/21/2021,26166,761
2/22/2021,27106,940
2/23/2021,27221,115
2/24/2021,27330,109
2/25/2021,27601,271
2/26/2021,28422,821
2/27/2021,29247,825
2/28/2021,30035,788
2/3/2021,30915,880
2/4/2021,31073,158
2/5/2021,31156,83
2/6/2021,31463,307
2/7/2021,32453,990
2/8/2021,33410,957
2/9/2021,34445,1035
3/1/2021,35254,809
3/10/2021,35383,129
3/11/2021,35453,70
3/12/2021,36150,697
3/13/2021,36999,849
3/14/2021,37918,919
3/15/2021,38831,913
3/16/2021,39698,867
3/17/2021,40340,642
3/18/2021,40414,74
3/19/2021,40856,442
3/2/2021,41755,899
3/20/2021,42713,958
3/21/2021,43661,948
3/22/2021,44717,1056
3/23/2021,44882,165
3/24/2021,44986,104
3/25/2021,45303,317
3/26/2021,46177,874
3/27/2021,47021,844
3/28/2021,47889,868
3/29/2021,48768,879
3/3/2021,49214,446
3/30/2021,49283,69
3/31/2021,49931,648
3/4/2021,50783,852
3/5/2021,51510,727
3/6/2021,52249,739
3/7/2021,52896,647
3/8/2021,53021,125
3/9/2021,53080,59
4/1/2021,53607,527
4/10/2021,54230,623
4/11/2021,55001,771
4/12/2021,55641,640
4/13/2021,56340,699
4/14/2021,56428,88
4/15/2021,56470,42
4/16/2021,56919,449
4/17/2021,57071,152
4/18/2021,57442,371
4/19/2021,58275,833
4/2/2021,58977,702
4/20/2021,59069,92
4/21/2021,59117,48
4/22/2021,59943,826
4/23/2021,60461,518
4/24/2021,60883,422
4/25/2021,61545,662
