date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,111,95,56,64,50,1
1/10/2021,266,212,158,158,182,5
1/11/2021,283,232,184,175,198,5
1/12/2021,302,248,207,201,243,6
1/13/2021,311,257,213,210,411,6
1/14/2021,322,268,222,221,573,6
1/15/2021,338,282,232,230,739,7
1/16/2021,344,284,232,230,744,7
1/17/2021,345,285,232,232,748,7
1/18/2021,347,290,234,236,755,7
1/19/2021,352,299,236,241,798,7
1/2/2021,111,95,56,65,51,2
1/20/2021,372,314,257,261,1126,9
1/21/2021,388,335,275,278,1442,9
1/22/2021,419,366,313,305,1857,10
1/23/2021,425,371,314,307,1865,10
1/24/2021,425,373,314,309,1867,10
1/25/2021,441,383,331,327,1893,10
1/26/2021,465,400,347,350,2191,12
1/27/2021,485,420,362,374,2257,14
1/28/2021,509,446,403,449,2547,14
1/29/2021,564,509,496,523,2714,15
1/3/2021,113,97,56,66,52,2
1/30/2021,586,523,510,543,2724,15
1/31/2021,598,530,515,556,2733,15
1/4/2021,133,112,66,79,58,2
1/5/2021,160,122,84,91,68,2
1/6/2021,190,155,107,113,77,3
1/7/2021,214,174,124,128,162,4
1/8/2021,263,209,155,156,181,4
1/9/2021,266,210,157,157,182,4
10/1/2021,10208,6372,6414,6261,9598,6356
10/10/2021,10252,6397,6426,6279,9616,6424
10/11/2021,10255,6404,6432,6282,9620,6426
10/12/2021,10267,6405,6434,6283,9622,6459
10/13/2021,10272,6410,6438,6287,9623,6463
10/14/2021,10280,6419,6443,6292,9628,6474
10/15/2021,10299,6425,6450,6295,9631,6480
10/16/2021,10308,6426,6450,6295,9632,6487
10/17/2021,10313,6427,6450,6295,9632,6490
10/18/2021,10321,6433,6454,6298,9637,6494
10/19/2021,10342,6442,6461,6303,9642,6506
10/2/2021,10210,6373,6415,6263,9599,6358
10/20/2021,10346,6443,6464,6304,9643,6514
10/21/2021,10357,6445,6467,6306,9645,6519
10/22/2021,10366,6452,6471,6310,9649,6529
10/23/2021,10370,6457,6478,6313,9651,6537
10/24/2021,10371,6460,6480,6314,9652,6541
10/25/2021,10376,6466,6484,6314,9658,6544
10/26/2021,10386,6471,6488,6316,9663,6548
10/27/2021,10395,6477,6489,6320,9670,6552
10/28/2021,10407,6478,6495,6325,9676,6557
10/29/2021,10410,6482,6497,6326,9678,6561
10/3/2021,10214,6373,6415,6263,9601,6358
10/30/2021,10414,6486,6504,6335,9680,6563
10/31/2021,10414,6489,6506,6335,9680,6566
10/4/2021,10218,6376,6420,6264,9603,6362
10/5/2021,10230,6380,6423,6267,9611,6383
10/6/2021,10234,6388,6424,6269,9614,6388
10/7/2021,10243,6394,6425,6273,9615,6408
10/8/2021,10245,6397,6425,6274,9616,6417
10/9/2021,10250,6397,6425,6276,9616,6420
11/1/2021,10418,6492,6511,6337,9682,6569
12/1/2020,,,1,,,
12/10/2020,,,1,,,
12/11/2020,,,1,,,
12/12/2020,,,1,,,
12/13/2020,,,1,,,
12/14/2020,,,1,,,
12/15/2020,,,1,,,
12/16/2020,,,1,,,
12/17/2020,5,,2,2,,
12/18/2020,6,3,3,3,,
12/19/2020,6,6,3,3,1,
12/2/2020,,,1,,,
12/20/2020,7,6,3,3,1,
12/21/2020,8,7,3,3,2,
12/22/2020,23,15,9,12,11,
12/23/2020,30,24,12,16,14,
12/24/2020,41,28,16,20,16,
12/25/2020,41,28,16,20,16,
12/26/2020,45,30,16,20,16,
12/27/2020,45,30,16,20,16,
12/28/2020,57,42,26,24,21,
12/29/2020,78,63,36,32,22,
12/3/2020,,,1,,,
12/30/2020,96,80,44,47,34,1
12/31/2020,111,95,55,58,46,1
12/4/2020,,,1,,,
12/5/2020,,,1,,,
12/6/2020,,,1,,,
12/7/2020,,,1,,,
12/8/2020,,,1,,,
12/9/2020,,,1,,,
2/1/2021,616,544,537,577,2768,15
2/10/2021,888,851,993,1213,3710,23
2/11/2021,923,899,1093,1324,3852,23
2/12/2021,947,985,1233,1405,3960,23
2/13/2021,1007,1083,1371,1485,4050,29
2/14/2021,1076,1155,1482,1558,4144,36
2/15/2021,1093,1162,1492,1574,4185,36
2/16/2021,1104,1166,1501,1585,4214,38
2/17/2021,1109,1168,1504,1586,4230,38
2/18/2021,1112,1168,1504,1587,4244,38
2/19/2021,1114,1169,1504,1591,4250,38
2/2/2021,665,596,626,690,2988,15
2/20/2021,1117,1172,1506,1594,4260,38
2/21/2021,1117,1172,1507,1594,4265,38
2/22/2021,1121,1173,1511,1595,4281,38
2/23/2021,1132,1181,1519,1600,4305,39
2/24/2021,1149,1194,1529,1620,4404,41
2/25/2021,1157,1203,1556,1632,4476,42
2/26/2021,1180,1231,1573,1654,4606,43
2/27/2021,1186,1232,1578,1669,4643,44
2/28/2021,1188,1234,1579,1672,4680,44
2/3/2021,675,606,642,699,3026,17
2/4/2021,722,662,743,812,3175,18
2/5/2021,789,758,852,961,3314,19
2/6/2021,794,759,856,965,3321,19
2/7/2021,796,759,857,966,3326,19
2/8/2021,805,763,862,976,3354,21
2/9/2021,858,820,911,1086,3557,23
3/1/2021,1200,1248,1598,1690,4758,45
3/10/2021,1458,1464,1855,2100,6227,64
3/11/2021,1492,1485,1878,2165,6331,64
3/12/2021,1522,1506,1898,2210,6421,64
3/13/2021,1541,1519,1914,2242,6440,64
3/14/2021,1570,1571,1958,2341,6605,67
3/15/2021,1587,1580,1978,2380,6655,69
3/16/2021,1651,1637,2073,2658,6852,78
3/17/2021,1817,1739,2223,2795,7056,87
3/18/2021,1899,1859,2431,2924,7234,89
3/19/2021,2084,1985,2602,3110,7420,103
