date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,7,21,14,16,
1/10/2021,28,19,42,38,31,
1/11/2021,28,19,42,39,34,
1/12/2021,28,19,43,39,40,
1/13/2021,56,47,80,82,64,
1/14/2021,57,47,80,83,69,1
1/15/2021,59,47,80,83,72,1
1/16/2021,59,48,80,84,73,1
1/17/2021,59,48,80,85,74,1
1/18/2021,60,49,81,87,81,1
1/19/2021,60,49,81,87,86,1
1/2/2021,11,7,21,14,16,
1/20/2021,67,53,89,109,101,1
1/21/2021,67,53,90,111,105,1
1/22/2021,67,56,90,111,105,1
1/23/2021,68,57,90,111,108,1
1/24/2021,68,57,90,112,108,1
1/25/2021,69,59,91,114,132,1
1/26/2021,71,59,91,116,153,1
1/27/2021,72,59,94,118,514,1
1/28/2021,75,62,97,124,899,1
1/29/2021,76,62,98,125,919,1
1/3/2021,11,7,21,14,16,
1/30/2021,77,63,98,125,924,1
1/31/2021,77,63,98,126,932,1
1/4/2021,11,7,21,15,16,
1/5/2021,11,7,21,15,18,
1/6/2021,17,11,29,27,19,
1/7/2021,28,19,42,38,31,
1/8/2021,28,19,42,38,31,
1/9/2021,28,19,42,38,31,
10/1/2021,601,465,634,1238,4488,438
10/10/2021,628,475,643,1249,4505,463
10/11/2021,630,476,644,1250,4509,464
10/12/2021,630,478,644,1253,4512,469
10/13/2021,634,481,647,1256,4512,471
10/14/2021,636,482,648,1257,4512,474
10/15/2021,637,482,648,1258,4513,474
10/16/2021,641,482,649,1258,4513,474
10/17/2021,645,483,650,1258,4513,475
10/18/2021,647,483,652,1258,4514,482
10/19/2021,647,483,653,1259,4516,487
10/2/2021,601,465,634,1238,4489,439
10/20/2021,648,487,654,1261,4518,487
10/21/2021,648,489,655,1263,4525,487
10/22/2021,649,490,656,1263,4531,489
10/23/2021,652,490,656,1264,4532,489
10/24/2021,653,490,657,1265,4533,489
10/25/2021,653,490,657,1265,4536,493
10/26/2021,653,492,657,1267,4548,501
10/27/2021,654,497,660,1270,4555,506
10/28/2021,655,498,660,1270,4556,506
10/29/2021,657,499,660,1271,4559,507
10/3/2021,602,465,634,1238,4489,439
10/30/2021,657,499,661,1272,4560,507
10/31/2021,657,499,661,1272,4561,507
10/4/2021,602,465,634,1238,4491,448
10/5/2021,602,465,634,1239,4493,451
10/6/2021,608,468,636,1240,4498,453
10/7/2021,626,474,643,1246,4501,462
10/8/2021,626,475,643,1248,4504,463
10/9/2021,628,475,643,1249,4505,463
11/1/2021,657,499,661,1272,4563,507
12/21/2020,1,1,2,,6,
12/22/2020,5,4,7,3,10,
12/23/2020,7,6,10,6,13,
12/24/2020,7,6,10,6,13,
12/25/2020,7,6,10,6,13,
12/26/2020,7,6,10,6,13,
12/27/2020,7,6,10,6,13,
12/28/2020,7,7,11,7,13,
12/29/2020,8,7,12,7,13,
12/30/2020,11,7,19,11,16,
12/31/2020,11,7,21,14,16,
2/1/2021,77,65,99,127,950,1
2/10/2021,90,81,113,179,1865,2
2/11/2021,92,84,114,185,1886,2
2/12/2021,94,84,114,188,1892,2
2/13/2021,94,84,115,189,1898,2
2/14/2021,94,84,115,190,1907,2
2/15/2021,94,85,115,191,1910,2
2/16/2021,94,86,115,191,1918,3
2/17/2021,94,89,116,199,1935,3
2/18/2021,97,93,116,218,2194,3
2/19/2021,97,94,117,218,2200,3
2/2/2021,77,65,99,130,974,1
2/20/2021,98,94,117,219,2201,3
2/21/2021,98,94,117,220,2202,3
2/22/2021,98,94,117,220,2207,3
2/23/2021,98,95,117,224,2217,4
2/24/2021,102,100,124,248,2458,5
2/25/2021,105,103,126,259,2489,5
2/26/2021,106,103,129,259,2496,5
2/27/2021,106,104,129,260,2498,5
2/28/2021,106,104,129,260,2502,5
2/3/2021,83,66,101,150,1393,1
2/4/2021,87,74,108,164,1452,1
2/5/2021,87,75,109,165,1486,1
2/6/2021,88,75,109,165,1488,1
2/7/2021,88,75,109,165,1492,1
2/8/2021,88,75,111,167,1518,2
2/9/2021,88,76,112,168,1552,2
3/1/2021,106,106,129,260,2529,6
3/10/2021,112,112,141,328,2785,7
3/11/2021,115,119,152,408,3024,9
3/12/2021,116,119,155,417,3059,9
3/13/2021,116,120,156,422,3063,9
3/14/2021,117,120,156,425,3063,10
3/15/2021,117,120,156,434,3096,10
3/16/2021,117,120,157,441,3127,10
3/17/2021,119,128,175,519,3332,11
3/18/2021,121,133,181,532,3360,12
3/19/2021,122,133,183,539,3384,12
3/2/2021,106,106,129,265,2562,7
3/20/2021,122,134,183,541,3387,12
3/21/2021,122,134,184,543,3389,12
3/22/2021,122,134,187,552,3417,12
3/23/2021,125,137,191,566,3440,13
3/24/2021,127,138,196,583,3470,13
3/25/2021,139,147,217,682,3655,16
3/26/2021,140,150,220,686,3657,16
3/27/2021,141,152,220,687,3658,16
3/28/2021,141,153,220,687,3658,16
3/29/2021,144,154,222,689,3661,17
3/3/2021,108,107,130,276,2610,7
3/30/2021,176,178,244,705,3672,19
3/31/2021,202,211,284,803,3787,25
3/4/2021,109,108,135,299,2672,7
3/5/2021,109,110,135,299,2681,7
3/6/2021,110,110,136,300,2686,7
3/7/2021,110,110,136,301,2687,7
3/8/2021,110,110,136,306,2699,7
3/9/2021,110,110,137,314,2739,7
4/1/2021,207,213,293,812,3800,25
4/10/2021,261,257,363,904,3979,66
4/11/2021,266,258,364,910,3980,66
4/12/2021,270,260,366,917,3986,66
4/13/2021,274,260,367,919,3990,67
4/14/2021,289,267,378,926,4000,67
4/15/2021,301,270,385,938,4016,67
4/16/2021,303,272,387,939,4016,67
4/17/2021,304,272,387,939,4016,67
4/18/2021,304,272,388,939,4016,67
4/19/2021,307,273,389,941,4021,67
4/2/2021,212,217,295,815,3802,25
4/20/2021,308,273,389,942,4026,67
4/21/2021,319,279,396,962,4055,69
4/22/2021,325,279,399,970,4077,69
4/23/2021,330,286,401,974,4079,71
4/24/2021,332,287,403,975,4082,72
4/25/2021,332,287,403,975,4082,72
4/26/2021,334,289,405,979,4084,75
4/27/2021,336,293,407,981,4098,76
4/28/2021,343,295,412,987,4106,78
4/29/2021,345,298,415,990,4117,78
4/3/2021,212,217,297,816,3803,25
4/30/2021,352,301,419,990,4123,79
4/4/2021,213,217,297,816,3804,25
4/5/2021,215,220,301,822,3816,26
4/6/2021,220,223,312,837,3833,26
4/7/2021,238,246,345,855,3892,29
4/8/2021,250,252,361,900,3964,29
4/9/2021,259,256,362,904,3977,66
5/1/2021,361,308,423,993,4127,81
5/10/2021,376,329,446,1023,4168,90
5/11/2021,377,329,447,1025,4171,91
5/12/2021,380,333,452,1029,4189,92
5/13/2021,381,333,453,1031,4193,94
5/14/2021,381,333,454,1036,4198,94
5/15/2021,381,335,454,1036,4198,95
5/16/2021,381,335,454,1036,4198,95
5/17/2021,384,335,460,1038,4202,97
5/18/2021,384,336,462,1042,4212,103
5/19/2021,387,338,468,1055,4224,124
5/2/2021,362,308,425,994,4128,81
5/20/2021,389,338,469,1057,4229,124
5/21/2021,397,338,470,1062,4233,125
5/22/2021,398,338,470,1062,4235,127
5/23/2021,398,338,471,1062,4235,129
5/24/2021,398,339,473,1065,4236,131
5/25/2021,399,339,474,1070,4239,139
5/26/2021,404,344,479,1071,4248,140
5/27/2021,404,344,481,1072,4248,141
5/28/2021,405,344,481,1072,4250,141
5/29/2021,407,345,482,1072,4251,141
5/3/2021,365,309,427,999,4129,81
5/30/2021,407,345,482,1072,4251,142
5/31/2021,407,345,482,1072,4251,142
5/4/2021,366,311,429,1000,4136,85
5/5/2021,374,324,438,1009,4150,87
5/6/2021,374,328,445,1018,4163,89
5/7/2021,375,329,446,1018,4163,90
5/8/2021,375,329,446,1021,4165,90
5/9/2021,375,329,446,1021,4166,90
6/1/2021,410,348,483,1073,4253,146
6/10/2021,420,355,498,1088,4283,170
6/11/2021,422,356,499,1088,4285,173
6/12/2021,423,356,499,1088,4285,173
6/13/2021,423,357,499,1090,4285,173
6/14/2021,424,357,502,1090,4286,173
6/15/2021,426,359,502,1090,4287,181
6/16/2021,426,359,505,1094,4289,182
6/17/2021,428,359,507,1094,4289,182
6/18/2021,429,359,507,1094,4290,183
6/19/2021,429,360,507,1095,4290,183
6/2/2021,412,350,488,1080,4263,147
6/20/2021,429,360,507,1095,4290,183
6/21/2021,430,361,507,1095,4291,184
6/22/2021,432,361,508,1097,4292,191
6/23/2021,434,361,510,1099,4295,191
6/24/2021,435,362,511,1103,4296,192
6/25/2021,437,363,512,1103,4296,193
6/26/2021,437,365,513,1104,4296,194
6/27/2021,437,365,513,1105,4297,194
6/28/2021,437,365,514,1106,4299,194
6/29/2021,437,365,515,1111,4301,200
6/3/2021,415,351,493,1082,4270,148
6/30/2021,439,366,517,1111,4302,203
6/4/2021,415,351,494,1083,4271,149
6/5/2021,415,351,494,1083,4273,150
6/6/2021,416,351,494,1083,4275,150
6/7/2021,419,352,496,1083,4275,151
6/8/2021,420,352,497,1083,4278,160
6/9/2021,420,355,498,1087,4282,170
7/1/2021,441,368,517,1111,4307,203
