date,Mohave_cume,Mohave
1/1/2021,1,
1/10/2021,2,1
1/11/2021,4,2
1/12/2021,6,2
1/13/2021,18,12
1/14/2021,79,61
1/15/2021,289,210
1/16/2021,422,133
1/17/2021,586,164
1/18/2021,647,61
1/19/2021,916,269
1/2/2021,1297,381
1/20/2021,1635,338
1/21/2021,1911,276
1/22/2021,1970,59
1/23/2021,2018,48
1/24/2021,2044,26
1/25/2021,2232,188
1/26/2021,2364,132
1/27/2021,2616,252
1/28/2021,2868,252
1/29/2021,3125,257
1/3/2021,3181,56
1/30/2021,3230,49
1/31/2021,3429,199
1/4/2021,3713,284
1/5/2021,4018,305
1/6/2021,4400,382
1/7/2021,4812,412
1/8/2021,5167,355
1/9/2021,5198,31
10/1/2021,5531,333
10/10/2021,5860,329
10/11/2021,6422,562
10/12/2021,6829,407
10/13/2021,7244,415
10/14/2021,8050,806
10/15/2021,8667,617
10/16/2021,9221,554
10/17/2021,9847,626
10/18/2021,10656,809
10/19/2021,11566,910
10/2/2021,12092,526
10/20/2021,12553,461
10/21/2021,13082,529
10/22/2021,13749,667
10/23/2021,14361,612
10/24/2021,15481,1120
10/25/2021,16190,709
10/26/2021,16852,662
10/27/2021,17192,340
10/28/2021,17377,185
10/29/2021,17774,397
10/3/2021,18217,443
10/30/2021,19177,960
10/31/2021,19815,638
10/4/2021,20719,904
10/5/2021,21218,499
10/6/2021,21327,109
10/7/2021,21867,540
10/8/2021,22435,568
10/9/2021,22971,536
11/1/2021,23351,380
12/1/2020,23767,416
12/12/2020,23925,158
12/16/2020,23987,62
12/18/2020,24294,307
12/21/2020,24533,239
12/22/2020,25278,745
12/23/2020,26299,1021
12/24/2020,27188,889
12/26/2020,28010,822
12/27/2020,28528,518
12/28/2020,29397,869
12/29/2020,30344,947
12/30/2020,32589,2245
12/31/2020,34083,1494
2/1/2021,35631,1548
2/10/2021,36455,824
2/11/2021,36882,427
2/12/2021,37678,796
2/13/2021,38638,960
2/14/2021,40562,1924
2/15/2021,42150,1588
2/16/2021,43557,1407
2/17/2021,44380,823
2/18/2021,44749,369
2/19/2021,45550,801
2/2/2021,46551,1001
2/20/2021,48267,1716
2/21/2021,49581,1314
2/22/2021,50765,1184
2/23/2021,51932,1167
2/24/2021,52477,545
2/25/2021,53735,1258
2/26/2021,54957,1222
2/27/2021,56484,1527
2/28/2021,57890,1406
2/3/2021,59424,1534
2/4/2021,60430,1006
2/5/2021,61237,807
2/6/2021,62770,1533
2/7/2021,64276,1506
2/8/2021,66512,2236
2/9/2021,68227,1715
3/1/2021,69736,1509
3/10/2021,70456,720
3/11/2021,70747,291
3/12/2021,71955,1208
3/13/2021,73314,1359
3/14/2021,75000,1686
3/15/2021,76487,1487
3/16/2021,78091,1604
3/17/2021,79061,970
3/18/2021,79495,434
3/19/2021,81483,1988
3/2/2021,82547,1064
3/20/2021,84273,1726
3/21/2021,85779,1506
3/22/2021,87032,1253
3/23/2021,87909,877
3/24/2021,88340,431
3/25/2021,89365,1025
3/26/2021,90531,1166
3/27/2021,91905,1374
3/28/2021,93173,1268
3/29/2021,94468,1295
3/3/2021,95250,782
3/30/2021,95577,327
3/31/2021,96770,1193
3/4/2021,98121,1351
3/5/2021,99368,1247
3/6/2021,100531,1163
3/7/2021,101744,1213
3/8/2021,102403,659
3/9/2021,102644,241
4/1/2021,103458,814
4/10/2021,104318,860
4/11/2021,105258,940
4/12/2021,106066,808
4/13/2021,106910,844
4/14/2021,107502,592
4/15/2021,107639,137
4/16/2021,108221,582
4/17/2021,108827,606
4/18/2021,109361,534
4/19/2021,110131,770
4/2/2021,110820,689
4/20/2021,111233,413
4/21/2021,111403,170
4/22/2021,112640,1237
4/23/2021,113236,596
4/24/2021,113897,661
4/25/2021,114584,687
4/26/2021,115259,675
4/27/2021,115625,366
4/28/2021,115753,128
4/29/2021,116198,445
4/3/2021,116648,450
4/30/2021,117018,370
4/4/2021,117413,395
4/5/2021,117933,520
4/6/2021,118067,134
4/7/2021,118138,71
4/8/2021,118213,75
4/9/2021,118664,451
5/1/2021,119019,355
5/10/2021,119361,342
5/11/2021,119769,408
5/12/2021,119976,207
5/13/2021,120051,75
5/14/2021,120461,410
