Category,value
tests,797199
YUMA,13133
YAVAPAI,23197
SANTA CRUZ,2461
PINAL,48687
PIMA,70108
NAVAJO,6555
MOHAVE,18691
MARICOPA,571865
LA PAZ,1926
GREENLEE,321
GRAHAM,1719
GILA,7997
COCONINO,10388
COCHISE,7632
APACHE,1723
Unknown,743
65 years and older,191975
55 - 64 years,157738
45 - 54 years,144027
20 - 44 years,265545
Less than 20 years,37171
positive,0.237038681684247
