date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,338,319,271,280,201,3
1/10/2021,460,453,381,389,630,6
1/11/2021,472,467,403,405,828,6
1/12/2021,478,472,408,414,1042,6
1/13/2021,497,505,430,438,1352,6
1/14/2021,502,513,443,449,1600,6
1/15/2021,507,520,453,459,2027,6
1/16/2021,523,525,461,471,2383,6
1/17/2021,526,526,464,472,2396,6
1/18/2021,529,531,471,481,2573,6
1/19/2021,546,543,483,496,2778,6
1/2/2021,339,322,274,283,204,3
1/20/2021,555,558,498,519,3155,6
1/21/2021,561,572,511,540,3532,6
1/22/2021,574,580,519,548,3699,6
1/23/2021,600,617,554,582,4057,6
1/24/2021,610,621,561,602,4129,6
1/25/2021,632,640,597,646,4316,6
1/26/2021,654,683,646,704,4532,8
1/27/2021,683,720,688,751,4915,8
1/28/2021,733,758,744,825,5528,9
1/29/2021,775,801,813,895,5894,10
1/3/2021,351,336,285,297,229,3
1/30/2021,777,806,815,900,5912,10
1/31/2021,782,809,819,908,5939,10
1/4/2021,357,345,290,299,250,3
1/5/2021,376,372,304,314,259,3
1/6/2021,397,391,322,339,274,4
1/7/2021,405,397,333,347,304,4
1/8/2021,435,430,362,370,334,5
1/9/2021,453,451,381,387,627,6
12/1/2020,,,,1,1,
12/10/2020,,,,1,1,
12/11/2020,,,,1,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,1,1,1,
12/16/2020,,,2,1,1,
12/17/2020,,,7,4,4,
12/18/2020,1,2,8,7,4,
12/19/2020,1,4,10,8,5,
12/2/2020,,,,1,1,
12/20/2020,1,4,10,8,5,
12/21/2020,3,5,11,12,7,
12/22/2020,74,78,62,60,18,
12/23/2020,181,177,154,150,43,1
12/24/2020,211,206,179,165,53,1
12/25/2020,211,206,179,165,53,1
12/26/2020,213,211,181,176,54,1
12/27/2020,213,211,181,176,54,1
12/28/2020,229,226,200,196,65,1
12/29/2020,247,244,212,215,72,1
12/3/2020,,,,1,1,
12/30/2020,291,282,246,248,127,1
12/31/2020,336,317,269,279,185,3
12/4/2020,,,,1,1,
12/5/2020,,,,1,1,
12/6/2020,,,,1,1,
12/7/2020,,,,1,1,
12/8/2020,,,,1,1,
12/9/2020,,,,1,1,
2/1/2021,790,825,830,927,6097,10
2/10/2021,1053,1062,1075,1223,8006,19
2/11/2021,1170,1177,1207,1383,9035,23
2/12/2021,1240,1235,1271,1461,9710,29
2/13/2021,1264,1250,1295,1493,9893,30
2/14/2021,1264,1251,1295,1493,9905,30
2/15/2021,1267,1262,1309,1508,10059,30
2/16/2021,1274,1268,1318,1531,10290,32
2/17/2021,1280,1276,1332,1555,10466,32
2/18/2021,1285,1288,1349,1577,10656,32
2/19/2021,1289,1293,1361,1592,10839,33
2/2/2021,797,837,841,944,6238,11
2/20/2021,1294,1299,1370,1599,10851,33
2/21/2021,1295,1299,1373,1603,10857,33
2/22/2021,1297,1303,1379,1611,10892,33
2/23/2021,1299,1303,1380,1612,10937,33
2/24/2021,1331,1325,1408,1635,11168,34
2/25/2021,1371,1348,1459,1737,11909,36
2/26/2021,1407,1378,1497,1816,12362,39
2/27/2021,1467,1435,1556,1904,12674,41
2/28/2021,1469,1437,1558,1906,12703,41
2/3/2021,823,866,866,974,6505,12
2/4/2021,843,884,882,1001,6768,13
2/5/2021,878,924,939,1040,6956,14
2/6/2021,881,925,945,1053,7039,14
2/7/2021,882,928,946,1055,7056,14
2/8/2021,892,937,956,1070,7170,15
2/9/2021,928,971,1000,1123,7469,16
3/1/2021,1471,1442,1564,1935,12933,44
3/10/2021,1727,1715,1911,3841,15600,60
3/11/2021,1779,1767,1977,4075,15889,63
3/12/2021,1817,1803,2005,4248,16066,67
3/13/2021,1841,1825,2029,4386,16217,68
3/14/2021,1843,1827,2030,4395,16233,68
3/15/2021,1904,1868,2070,4697,16456,70
3/16/2021,1967,1923,2154,4903,16646,78
3/17/2021,2010,1972,2217,5125,16880,90
3/18/2021,2149,2054,2386,5435,17253,103
3/19/2021,2222,2119,2507,5693,17490,114
3/2/2021,1479,1454,1580,1978,13171,44
3/20/2021,2281,2171,2720,6015,17726,118
3/21/2021,2286,2178,2734,6023,17732,118
3/22/2021,2315,2222,2837,6189,17860,120
3/23/2021,2353,2253,2909,6265,17931,129
3/24/2021,2428,2319,3003,6430,18067,154
3/25/2021,2754,2585,3271,6707,18309,206
3/26/2021,2946,2689,3422,6878,18467,239
3/27/2021,3082,2820,3565,6942,18509,252
3/28/2021,3088,2825,3567,6946,18515,256
3/29/2021,3149,2858,3617,7052,18580,267
3/3/2021,1514,1497,1628,2100,13676,48
3/30/2021,3251,2927,3670,7111,18634,298
3/31/2021,3396,3037,3862,7213,18744,324
3/4/2021,1571,1561,1701,2636,14266,50
3/5/2021,1605,1590,1736,2866,14627,54
3/6/2021,1617,1603,1769,3131,15079,54
3/7/2021,1619,1606,1776,3150,15099,55
3/8/2021,1630,1618,1786,3284,15255,55
3/9/2021,1684,1684,1874,3647,15433,58
4/1/2021,3596,3217,4025,7390,18912,354
4/10/2021,4997,4199,4896,8229,19732,640
4/11/2021,5023,4207,4903,8245,19742,649
4/12/2021,5127,4290,4968,8321,19828,670
4/13/2021,5189,4332,5013,8363,19890,687
4/14/2021,5289,4411,5059,8409,19936,697
4/15/2021,5450,4590,5193,8510,20024,710
4/16/2021,5550,4672,5270,8581,20092,724
4/17/2021,5593,4710,5296,8610,20118,732
4/18/2021,5601,4713,5300,8614,20120,738
4/19/2021,5668,4747,5355,8668,20157,750
4/2/2021,3787,3346,4164,7486,19026,385
4/20/2021,5716,4785,5388,8711,20212,757
4/21/2021,5829,4856,5438,8773,20262,777
4/22/2021,5937,4950,5509,8848,20312,801
4/23/2021,6036,5012,5579,8894,20341,819
4/24/2021,6079,5037,5602,8914,20362,841
4/25/2021,6084,5042,5607,8917,20366,845
4/26/2021,6127,5076,5649,8952,20407,863
4/27/2021,6163,5102,5679,8989,20434,877
4/28/2021,6240,5140,5747,9027,20480,890
4/29/2021,6340,5214,5814,9081,20551,907
4/3/2021,3899,3435,4231,7526,19069,407
4/30/2021,6407,5250,5849,9124,20602,920
4/4/2021,3908,3437,4236,7531,19072,416
4/5/2021,3969,3487,4291,7599,19138,431
4/6/2021,4140,3565,4363,7689,19245,470
4/7/2021,4419,3817,4546,7859,19390,515
4/8/2021,4656,3996,4692,8031,19564,559
4/9/2021,4857,4113,4824,8146,19666,611
5/1/2021,6431,5272,5860,9136,20617,934
5/10/2021,6723,5482,6061,9326,20801,1205
5/11/2021,6752,5495,6080,9335,20820,1239
5/12/2021,6782,5518,6101,9364,20850,1286
5/13/2021,6866,5560,6139,9392,20901,1376
5/14/2021,6906,5590,6161,9426,20927,1476
5/15/2021,6926,5597,6180,9438,20936,1613
5/16/2021,6941,5608,6187,9439,20938,1627
5/17/2021,6993,5645,6208,9461,20969,1706
5/18/2021,7059,5684,6232,9489,20997,1777
5/19/2021,7150,5742,6281,9540,21054,1888
5/2/2021,6435,5276,5862,9137,20623,939
5/20/2021,7221,5794,6320,9577,21094,2046
5/21/2021,7274,5837,6356,9608,21114,2145
5/22/2021,7346,5882,6401,9621,21124,2205
5/23/2021,7362,5888,6403,9623,21128,2213
5/24/2021,7408,5910,6426,9645,21143,2275
5/25/2021,7443,5936,6443,9661,21160,2330
5/26/2021,7478,5964,6462,9683,21185,2418
5/27/2021,7545,5995,6497,9709,21213,2515
5/28/2021,7622,6026,6537,9740,21228,2577
5/29/2021,7639,6033,6544,9745,21228,2588
5/3/2021,6455,5301,5882,9160,20644,945
5/30/2021,7647,6039,6546,9750,21232,2601
5/31/2021,7655,6043,6548,9751,21233,2617
5/4/2021,6493,5333,5907,9179,20663,952
5/5/2021,6539,5362,5939,9222,20693,1002
5/6/2021,6604,5417,5979,9269,20752,1071
5/7/2021,6662,5444,6021,9288,20782,1122
5/8/2021,6691,5458,6040,9303,20788,1166
5/9/2021,6698,5463,6046,9304,20792,1170
6/1/2021,7686,6072,6563,9773,21249,2652
6/10/2021,7969,6245,6696,9899,21369,3057
6/11/2021,7988,6257,6709,9910,21382,3105
6/12/2021,8004,6266,6713,9913,21388,3136
6/13/2021,8014,6268,6714,9916,21390,3137
6/14/2021,8034,6279,6728,9926,21391,3163
6/15/2021,8057,6293,6737,9933,21402,3204
6/16/2021,8087,6306,6747,9941,21412,3238
6/17/2021,8122,6331,6764,9962,21424,3281
6/18/2021,8172,6354,6786,9978,21443,3308
6/19/2021,8203,6383,6799,9981,21445,3331
6/2/2021,7742,6102,6589,9804,21269,2722
6/20/2021,8206,6384,6801,9983,21446,3331
6/21/2021,8229,6394,6807,9987,21456,3353
6/22/2021,8243,6405,6811,9998,21460,3373
6/23/2021,8274,6420,6823,10009,21473,3424
6/24/2021,8313,6436,6839,10026,21485,3459
6/25/2021,8359,6454,6860,10041,21489,3507
6/26/2021,8374,6459,6861,10043,21491,3529
6/27/2021,8385,6463,6865,10046,21493,3531
6/28/2021,8405,6471,6876,10052,21500,3568
6/29/2021,8426,6481,6880,10059,21512,3601
6/3/2021,7790,6137,6611,9839,21294,2804
6/30/2021,8824,6661,6911,10078,21521,3651
6/4/2021,7833,6159,6626,9850,21315,2870
6/5/2021,7850,6166,6634,9853,21318,2884
6/6/2021,7855,6170,6636,9854,21318,2889
6/7/2021,7888,6189,6650,9868,21327,2937
6/8/2021,7908,6203,6661,9880,21340,2974
6/9/2021,7933,6218,6674,9886,21349,3021
7/1/2021,9382,6820,6940,10091,21531,3705
7/10/2021,9577,6932,7021,10168,21598,3964
7/11/2021,9578,6934,7021,10169,21600,3972
7/12/2021,9592,6943,7028,10178,21611,4014
7/13/2021,9606,6950,7033,10188,21616,4035
7/14/2021,9901,7070,7074,10200,21624,4088
7/15/2021,10227,7230,7136,10222,21637,4139
7/16/2021,10255,7247,7143,10241,21651,4185
7/17/2021,10262,7248,7150,10248,21656,4200
7/18/2021,10264,7251,7155,10253,21657,4205
7/19/2021,10295,7255,7167,10263,21671,4231
7/2/2021,9420,6837,6952,10105,21544,3769
7/20/2021,10318,7263,7182,10271,21678,4266
7/21/2021,10341,7272,7186,10284,21694,4312
7/22/2021,10379,7291,7203,10305,21716,4340
7/23/2021,10421,7314,7218,10331,21731,4408
7/24/2021,10447,7322,7224,10340,21734,4438
7/25/2021,10457,7327,7227,10343,21736,4445
7/26/2021,10488,7338,7235,10355,21756,4491
7/27/2021,10518,7349,7247,10365,21779,4538
7/28/2021,10536,7358,7262,10383,21804,4578
7/29/2021,10568,7390,7283,10399,21823,4625
7/3/2021,9430,6844,6952,10110,21545,3779
7/30/2021,10615,7411,7299,10419,21839,4710
7/31/2021,11002,7600,7419,10475,21863,4795
7/4/2021,9433,6844,6952,10110,21547,3780
7/5/2021,9449,6850,6961,10117,21553,3793
7/6/2021,9475,6860,6969,10131,21556,3823
7/7/2021,9497,6875,6979,10140,21566,3861
7/8/2021,9535,6902,6993,10151,21583,3893
7/9/2021,9567,6925,7020,10164,21597,3947
8/1/2021,11012,7605,7424,10481,21869,4801
8/10/2021,11337,7813,7559,10635,22019,5150
8/11/2021,11365,7820,7570,10651,22029,5179
8/12/2021,11409,7842,7590,10654,22047,5214
8/13/2021,11464,7873,7621,10672,22064,5282
8/14/2021,11483,7887,7632,10680,22073,5324
8/15/2021,11490,7890,7634,10684,22075,5333
8/16/2021,11516,7910,7649,10700,22090,5360
8/17/2021,11544,7922,7658,10708,22103,5384
8/18/2021,11573,7935,7675,10720,22116,5413
8/19/2021,11611,7956,7687,10728,22130,5438
8/2/2021,11049,7629,7437,10493,21888,4842
8/20/2021,11652,7969,7695,10751,22149,5499
8/21/2021,11736,8006,7724,10759,22158,5551
8/22/2021,11744,8009,7728,10760,22161,5560
8/23/2021,11789,8035,7762,10776,22175,5585
8/24/2021,11813,8056,7770,10792,22185,5604
8/25/2021,11840,8063,7787,10799,22199,5623
8/26/2021,11868,8082,7808,10819,22207,5645
8/27/2021,11900,8100,7824,10830,22224,5688
8/28/2021,11914,8112,7826,10836,22226,5715
8/29/2021,11920,8117,7826,10839,22229,5718
8/3/2021,11076,7648,7451,10514,21902,4885
8/30/2021,11956,8128,7836,10853,22240,5728
8/31/2021,11968,8136,7847,10857,22247,5746
8/4/2021,11108,7669,7462,10530,21915,4933
8/5/2021,11167,7711,7487,10559,21940,4980
8/6/2021,11266,7748,7525,10590,21975,5066
8/7/2021,11286,7763,7536,10598,21979,5110
8/8/2021,11291,7768,7538,10600,21979,5117
8/9/2021,11316,7788,7551,10622,22007,5135
