date,Yuma_cume,Yuma
2020-12-01 00:00:00,3,
2020-12-03 00:00:00,4,1
2020-12-04 00:00:00,5,1
2020-12-10 00:00:00,6,1
2020-12-12 00:00:00,8,2
2020-12-16 00:00:00,15,7
2020-12-17 00:00:00,40,25
2020-12-19 00:00:00,41,1
2020-12-20 00:00:00,43,2
2020-12-21 00:00:00,219,176
2020-12-22 00:00:00,916,697
2020-12-23 00:00:00,1671,755
2020-12-24 00:00:00,1909,238
2020-12-26 00:00:00,2013,104
2020-12-27 00:00:00,2014,1
2020-12-28 00:00:00,2443,429
2020-12-29 00:00:00,2802,359
2020-12-30 00:00:00,3234,432
2020-12-31 00:00:00,3327,93
2021-01-01 00:00:00,3344,17
2021-01-02 00:00:00,3345,1
2021-01-03 00:00:00,3346,1
2021-01-04 00:00:00,3562,216
2021-01-05 00:00:00,3892,330
2021-01-06 00:00:00,4371,479
2021-01-07 00:00:00,4599,228
2021-01-08 00:00:00,4918,319
2021-01-09 00:00:00,4932,14
2021-01-10 00:00:00,4947,15
2021-01-11 00:00:00,5624,677
2021-01-12 00:00:00,6303,679
2021-01-13 00:00:00,7051,748
2021-01-14 00:00:00,7235,184
2021-01-15 00:00:00,7425,190
2021-01-16 00:00:00,7426,1
2021-01-17 00:00:00,7427,1
2021-01-18 00:00:00,7464,37
2021-01-19 00:00:00,7853,389
2021-01-20 00:00:00,8423,570
2021-01-21 00:00:00,10203,1780
2021-01-22 00:00:00,11782,1579
2021-01-23 00:00:00,11924,142
2021-01-24 00:00:00,11937,13
2021-01-25 00:00:00,12369,432
2021-01-26 00:00:00,13221,852
2021-01-27 00:00:00,14621,1400
2021-01-28 00:00:00,16689,2068
2021-01-29 00:00:00,18759,2070
2021-01-30 00:00:00,19962,1203
2021-01-31 00:00:00,19975,13
2021-02-01 00:00:00,20839,864
2021-02-02 00:00:00,21907,1068
2021-02-03 00:00:00,23412,1505
2021-02-04 00:00:00,24418,1006
2021-02-05 00:00:00,25122,704
2021-02-06 00:00:00,25162,40
2021-02-07 00:00:00,25184,22
2021-02-08 00:00:00,25464,280
2021-02-09 00:00:00,26305,841
2021-02-10 00:00:00,28660,2355
2021-02-11 00:00:00,31131,2471
2021-02-12 00:00:00,33013,1882
2021-02-13 00:00:00,33880,867
2021-02-14 00:00:00,33883,3
2021-02-15 00:00:00,33992,109
2021-02-16 00:00:00,34247,255
2021-02-17 00:00:00,34568,321
2021-02-18 00:00:00,35189,621
2021-02-19 00:00:00,36037,848
2021-02-20 00:00:00,36411,374
2021-02-21 00:00:00,36419,8
2021-02-22 00:00:00,36459,40
2021-02-23 00:00:00,37660,1201
2021-02-24 00:00:00,40290,2630
2021-02-25 00:00:00,43451,3161
2021-02-26 00:00:00,46193,2742
2021-02-27 00:00:00,47034,841
2021-02-28 00:00:00,47381,347
2021-03-01 00:00:00,49263,1882
2021-03-02 00:00:00,50625,1362
2021-03-03 00:00:00,51891,1266
2021-03-04 00:00:00,54763,2872
2021-03-05 00:00:00,58392,3629
2021-03-06 00:00:00,58621,229
2021-03-07 00:00:00,58798,177
2021-03-08 00:00:00,59820,1022
2021-03-09 00:00:00,61993,2173
2021-03-10 00:00:00,63958,1965
2021-03-11 00:00:00,67371,3413
2021-03-12 00:00:00,70560,3189
2021-03-13 00:00:00,72194,1634
2021-03-14 00:00:00,72395,201
2021-03-15 00:00:00,73244,849
2021-03-16 00:00:00,74865,1621
2021-03-17 00:00:00,76961,2096
2021-03-18 00:00:00,80909,3948
2021-03-19 00:00:00,84073,3164
2021-03-20 00:00:00,85411,1338
2021-03-21 00:00:00,85761,350
2021-03-22 00:00:00,86304,543
2021-03-23 00:00:00,87814,1510
2021-03-24 00:00:00,90166,2352
2021-03-25 00:00:00,92492,2326
2021-03-26 00:00:00,94738,2246
2021-03-27 00:00:00,95343,605
2021-03-28 00:00:00,95593,250
2021-03-29 00:00:00,96202,609
2021-03-30 00:00:00,99030,2828
2021-03-31 00:00:00,102047,3017
2021-04-01 00:00:00,104952,2905
2021-04-02 00:00:00,106859,1907
2021-04-03 00:00:00,107619,760
2021-04-04 00:00:00,108312,693
2021-04-05 00:00:00,109737,1425
2021-04-06 00:00:00,111953,2216
2021-04-07 00:00:00,114393,2440
2021-04-08 00:00:00,117265,2872
2021-04-09 00:00:00,119304,2039
2021-04-10 00:00:00,119851,547
2021-04-11 00:00:00,120066,215
2021-04-12 00:00:00,120713,647
2021-04-13 00:00:00,121754,1041
2021-04-14 00:00:00,124414,2660
2021-04-15 00:00:00,127447,3033
2021-04-16 00:00:00,130556,3109
2021-04-17 00:00:00,131309,753
2021-04-18 00:00:00,131881,572
2021-04-19 00:00:00,133483,1602
2021-04-20 00:00:00,135463,1980
2021-04-21 00:00:00,137074,1611
2021-04-22 00:00:00,138477,1403
2021-04-23 00:00:00,140431,1954
2021-04-24 00:00:00,140753,322
2021-04-25 00:00:00,140944,191
2021-04-26 00:00:00,141493,549
2021-04-27 00:00:00,144617,3124
2021-04-28 00:00:00,146555,1938
2021-04-29 00:00:00,148361,1806
