date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,180,163,194,246,5
1/1/2022,4216,3077,2888,3338,5354,2603
1/10/2021,273,296,304,317,532,6
1/11/2021,280,308,312,331,579,6
1/12/2021,290,315,326,359,645,8
1/13/2021,301,324,338,376,743,8
1/14/2021,316,356,364,423,868,9
1/15/2021,425,470,473,547,1001,25
1/16/2021,428,470,474,547,1056,25
1/17/2021,429,470,474,547,1058,25
1/18/2021,441,475,487,560,1138,25
1/19/2021,448,490,495,580,1190,26
1/2/2021,179,180,163,195,247,5
1/2/2022,4216,3077,2890,3338,5354,2604
1/20/2021,472,501,511,599,1272,26
1/21/2021,487,509,520,623,1406,27
1/22/2021,555,565,555,664,1472,31
1/23/2021,561,576,565,671,1681,31
1/24/2021,562,576,567,671,1681,31
1/25/2021,575,587,582,689,1727,32
1/26/2021,584,593,586,702,1798,32
1/27/2021,610,607,609,719,1909,34
1/28/2021,634,636,647,749,1993,34
1/29/2021,679,668,666,783,2214,41
1/3/2021,179,180,163,195,247,5
1/3/2022,4221,3080,2890,3339,5356,2614
1/30/2021,714,692,689,790,2220,44
1/31/2021,714,692,689,791,2220,44
1/4/2021,198,214,197,214,283,5
1/4/2022,4222,3082,2890,3341,5357,2628
1/5/2021,210,228,213,230,337,5
1/5/2022,4227,3083,2891,3343,5357,2641
1/6/2021,228,252,230,251,375,6
1/6/2022,4238,3087,2892,3345,5361,2657
1/7/2021,251,266,252,269,469,6
1/7/2022,4242,3089,2893,3345,5364,2681
1/8/2021,273,296,304,317,531,6
1/9/2021,273,296,304,317,532,6
10/1/2021,3747,2819,2693,3183,5178,1648
10/10/2021,3794,2851,2714,3193,5193,1671
10/11/2021,3801,2858,2716,3193,5194,1673
10/12/2021,3804,2864,2720,3194,5196,1676
10/13/2021,3809,2864,2724,3198,5197,1680
10/14/2021,3819,2870,2729,3198,5197,1682
10/15/2021,3831,2876,2734,3201,5199,1683
10/16/2021,3837,2877,2735,3202,5200,1685
10/17/2021,3839,2878,2735,3202,5200,1685
10/18/2021,3846,2887,2739,3202,5201,1687
10/19/2021,3851,2889,2742,3203,5202,1689
10/2/2021,3747,2820,2693,3183,5179,1648
10/20/2021,3855,2891,2742,3204,5202,1693
10/21/2021,3861,2897,2743,3206,5204,1699
10/22/2021,3868,2900,2745,3210,5206,1709
10/23/2021,3872,2901,2745,3211,5206,1714
10/24/2021,3873,2901,2745,3213,5206,1716
10/25/2021,3881,2903,2746,3216,5208,1717
10/26/2021,3888,2905,2749,3216,5211,1720
10/27/2021,3893,2907,2749,3216,5213,1721
10/28/2021,3904,2922,2756,3219,5215,1733
10/29/2021,3911,2924,2760,3222,5218,1739
10/3/2021,3747,2822,2693,3183,5179,1648
10/30/2021,3916,2924,2762,3223,5219,1741
10/31/2021,3917,2924,2762,3223,5219,1741
10/4/2021,3750,2831,2697,3185,5180,1651
10/5/2021,3757,2834,2700,3186,5182,1653
10/6/2021,3765,2836,2707,3187,5184,1653
10/7/2021,3779,2843,2709,3189,5188,1663
10/8/2021,3785,2848,2712,3189,5192,1668
10/9/2021,3791,2849,2713,3192,5192,1671
11/1/2021,3919,2924,2763,3223,5220,1744
11/10/2021,3963,2942,2777,3235,5243,1838
11/11/2021,3964,2943,2779,3236,5244,1847
11/12/2021,3970,2947,2783,3240,5246,1866
11/13/2021,3972,2949,2783,3240,5247,1879
11/14/2021,3973,2949,2784,3240,5249,1880
11/15/2021,3978,2951,2786,3243,5253,1892
11/16/2021,3984,2953,2787,3243,5256,1907
11/17/2021,3988,2957,2791,3248,5257,1930
11/18/2021,3993,2960,2795,3251,5260,1990
11/19/2021,4001,2966,2803,3257,5264,2042
11/2/2021,3923,2926,2763,3223,5222,1748
11/20/2021,4003,2968,2804,3257,5266,2045
11/21/2021,4009,2969,2804,3259,5267,2047
11/22/2021,4019,2973,2807,3261,5268,2064
11/23/2021,4025,2979,2809,3261,5271,2077
11/24/2021,4032,2985,2811,3262,5271,2089
11/25/2021,4032,2985,2811,3262,5271,2089
11/26/2021,4038,2985,2813,3262,5273,2100
11/27/2021,4039,2985,2815,3262,5273,2100
11/28/2021,4040,2985,2815,3263,5273,2100
11/29/2021,4043,2987,2818,3270,5274,2110
11/3/2021,3925,2928,2763,3223,5228,1752
11/30/2021,4055,2994,2822,3278,5279,2123
11/4/2021,3934,2928,2766,3224,5233,1756
11/5/2021,3946,2931,2770,3228,5234,1795
11/6/2021,3948,2933,2771,3229,5235,1799
11/7/2021,3948,2934,2772,3230,5235,1800
11/8/2021,3952,2937,2774,3231,5238,1816
11/9/2021,3959,2938,2774,3231,5240,1828
12/1/2021,4061,2999,2826,3280,5282,2147
12/10/2021,4129,3030,2857,3307,5321,2297
12/11/2021,4131,3031,2857,3308,5321,2298
12/12/2021,4132,3033,2858,3308,5321,2299
12/13/2021,4136,3035,2862,3310,5327,2304
12/14/2021,4141,3040,2862,3310,5329,2314
12/15/2021,4146,3044,2865,3311,5329,2324
12/16/2021,4154,3050,2868,3315,5335,2401
12/17/2020,23,17,11,19,9,1
12/17/2021,4161,3056,2871,3318,5337,2428
12/18/2020,39,35,21,37,14,1
12/18/2021,4162,3056,2871,3319,5338,2428
12/19/2020,39,35,21,37,14,1
12/19/2021,4163,3057,2871,3319,5338,2435
12/2/2021,4073,3005,2830,3283,5291,2175
12/20/2020,39,35,21,37,14,2
12/20/2021,4171,3057,2876,3319,5338,2444
12/21/2020,55,45,30,46,18,2
12/21/2021,4177,3060,2878,3324,5342,2456
12/22/2020,60,59,37,60,24,2
12/22/2021,4184,3062,2881,3327,5345,2475
12/23/2020,91,90,72,84,34,2
12/23/2021,4184,3062,2883,3327,5347,2484
12/24/2020,109,100,78,101,44,2
12/24/2021,4188,3062,2883,3327,5347,2487
12/25/2020,109,100,78,101,44,2
12/25/2021,4188,3062,2883,3327,5347,2487
12/26/2020,110,102,80,102,48,2
12/26/2021,4188,3062,2883,3327,5347,2488
12/27/2020,111,102,81,102,48,2
12/27/2021,4194,3067,2884,3333,5348,2506
12/28/2020,131,123,96,131,112,4
12/28/2021,4200,3069,2884,3333,5351,2523
12/29/2020,152,147,121,146,180,4
12/29/2021,4207,3071,2884,3334,5352,2539
12/3/2021,4085,3018,2838,3294,5300,2224
12/30/2020,163,168,142,174,217,5
12/30/2021,4213,3075,2885,3338,5354,2574
12/31/2020,177,179,159,194,241,5
12/31/2021,4216,3077,2887,3338,5354,2602
12/4/2021,4090,3020,2841,3296,5304,2227
12/5/2021,4091,3021,2842,3296,5305,2227
