date,Cochise_cume,Cochise
2020-12-01,4,
2020-12-15,5,1
2020-12-16,6,1
2020-12-17,17,11
2020-12-18,25,8
2020-12-19,32,7
2020-12-20,33,1
2020-12-21,45,12
2020-12-22,309,264
2020-12-23,727,418
2020-12-24,837,110
2020-12-26,859,22
2020-12-28,944,85
2020-12-29,1019,75
2020-12-30,1230,211
2020-12-31,1428,198
2021-01-01,1461,33
2021-01-02,1475,14
2021-01-03,1553,78
2021-01-04,1600,47
2021-01-05,1690,90
2021-01-06,1793,103
2021-01-07,1862,69
2021-01-08,2016,154
2021-01-09,2391,375
2021-01-10,2407,16
2021-01-11,2690,283
2021-01-12,2948,258
2021-01-13,3391,443
2021-01-14,3694,303
2021-01-15,4165,471
2021-01-16,4567,402
2021-01-17,4592,25
2021-01-18,4804,212
2021-01-19,5217,413
2021-01-20,5891,674
2021-01-21,6505,614
2021-01-22,6841,336
2021-01-23,7411,570
2021-01-24,7532,121
2021-01-25,7971,439
2021-01-26,8443,472
2021-01-27,9134,691
2021-01-28,10102,968
2021-01-29,10796,694
2021-01-30,10834,38
2021-01-31,10950,116
2021-02-01,11280,330
2021-02-02,11529,249
2021-02-03,12080,551
2021-02-04,12543,463
2021-02-05,13108,565
2021-02-06,13301,193
2021-02-07,13333,32
2021-02-08,13775,442
2021-02-09,14605,830
2021-02-10,15919,1314
2021-02-11,17898,1979
2021-02-12,19281,1383
2021-02-13,19617,336
2021-02-14,19633,16
2021-02-15,19970,337
2021-02-16,20663,693
2021-02-17,21164,501
2021-02-18,21834,670
2021-02-19,22204,370
2021-02-20,22575,371
2021-02-21,22702,127
2021-02-22,22997,295
2021-02-23,23219,222
2021-02-24,24095,876
2021-02-25,26115,2020
2021-02-26,27647,1532
2021-02-27,28530,883
2021-02-28,28621,91
2021-03-01,29255,634
2021-03-02,29779,524
2021-03-03,30870,1091
2021-03-04,32449,1579
2021-03-05,33534,1085
2021-03-06,34580,1046
2021-03-07,34652,72
2021-03-08,35186,534
2021-03-09,36167,981
2021-03-10,37716,1549
2021-03-11,39845,2129
2021-03-12,41189,1344
2021-03-13,42052,863
2021-03-14,42099,47
2021-03-15,43009,910
2021-03-16,43933,924
2021-03-17,44824,891
2021-03-18,46203,1379
2021-03-19,47225,1022
2021-03-20,48149,924
2021-03-21,48221,72
2021-03-22,48793,572
2021-03-23,49161,368
2021-03-24,50093,932
2021-03-25,52456,2363
2021-03-26,53908,1452
2021-03-27,54981,1073
2021-03-28,55052,71
2021-03-29,55599,547
2021-03-30,56266,667
2021-03-31,57599,1333
2021-04-01,59825,2226
2021-04-02,61189,1364
2021-04-03,62520,1331
2021-04-04,62578,58
2021-04-05,63166,588
2021-04-06,63962,796
2021-04-07,65426,1464
2021-04-08,67030,1604
2021-04-09,68127,1097
2021-04-10,68917,790
2021-04-11,69021,104
2021-04-12,69728,707
2021-04-13,70282,554
2021-04-14,71240,958
2021-04-15,73106,1866
2021-04-16,74177,1071
2021-04-17,75521,1344
2021-04-18,75592,71
2021-04-19,76224,632
2021-04-20,76741,517
2021-04-21,77711,970
2021-04-22,79243,1532
2021-04-23,80245,1002
2021-04-24,81119,874
2021-04-25,81176,57
2021-04-26,81644,468
2021-04-27,82146,502
2021-04-28,83093,947
2021-04-29,84112,1019
2021-04-30,84807,695
2021-05-01,85352,545
2021-05-02,85400,48
2021-05-03,85697,297
2021-05-04,86173,476
2021-05-05,87025,852
2021-05-06,88027,1002
2021-05-07,88741,714
2021-05-08,89223,482
2021-05-09,89270,47
2021-05-10,89605,335
2021-05-11,89913,308
2021-05-12,90473,560
2021-05-13,91472,999
2021-05-14,92008,536
2021-05-15,92348,340
2021-05-16,92410,62
2021-05-17,92862,452
2021-05-18,93323,461
2021-05-19,94099,776
2021-05-20,94872,773
2021-05-21,95585,713
2021-05-22,95913,328
2021-05-23,95969,56
2021-05-24,96385,416
2021-05-25,96677,292
2021-05-26,97111,434
2021-05-27,97762,651
2021-05-28,98288,526
2021-05-29,98380,92
2021-05-30,98442,62
2021-05-31,98511,69
2021-06-01,98828,317
2021-06-02,99250,422
2021-06-03,99836,586
2021-06-04,100322,486
2021-06-05,100457,135
2021-06-06,100495,38
2021-06-07,100813,318
2021-06-08,101076,263
2021-06-09,101382,306
2021-06-10,101865,483
2021-06-11,102179,314
2021-06-12,102321,142
2021-06-13,102386,65
2021-06-14,102661,275
2021-06-15,102927,266
2021-06-16,103268,341
2021-06-17,103701,433
2021-06-18,104108,407
2021-06-19,104368,260
2021-06-20,104403,35
2021-06-21,104598,195
2021-06-22,104760,162
2021-06-23,105085,325
2021-06-24,105450,365
2021-06-25,105790,340
2021-06-26,105888,98
2021-06-27,105930,42
2021-06-28,106123,193
2021-06-29,106325,202
2021-06-30,107139,814
2021-07-01,108148,1009
2021-07-02,108464,316
2021-07-03,108539,75
2021-07-04,108549,10
2021-07-05,108663,114
2021-07-06,108883,220
2021-07-07,109084,201
2021-07-08,109381,297
2021-07-09,109672,291
2021-07-10,109753,81
2021-07-11,109780,27
2021-07-12,109927,147
2021-07-13,110054,127
2021-07-14,110666,612
2021-07-15,111389,723
2021-07-16,111702,313
2021-07-17,111791,89
2021-07-18,111831,40
2021-07-19,112005,174
2021-07-20,112184,179
2021-07-21,112382,198
2021-07-22,112618,236
2021-07-23,112927,309
2021-07-24,113040,113
2021-07-25,113087,47
2021-07-26,113273,186
2021-07-27,113459,186
2021-07-28,113656,197
2021-07-29,113950,294
2021-07-30,114283,333
2021-07-31,115190,907
2021-08-01,115247,57
2021-08-02,115466,219
2021-08-03,115652,186
2021-08-04,115876,224
2021-08-05,116224,348
2021-08-06,116722,498
2021-08-07,116873,151
2021-08-08,116917,44
2021-08-09,117101,184
2021-08-10,117251,150
2021-08-11,117434,183
2021-08-12,117659,225
2021-08-13,118043,384
2021-08-14,118229,186
2021-08-15,118275,46
2021-08-16,118530,255
2021-08-17,118735,205
2021-08-18,118980,245
2021-08-19,119253,273
2021-08-20,119619,366
2021-08-21,120580,961
2021-08-22,120643,63
2021-08-23,120928,285
2021-08-24,121136,208
2021-08-25,121350,214
2021-08-26,121633,283
2021-08-27,122048,415
2021-08-28,122204,156
2021-08-29,122258,54
2021-08-30,122468,210
2021-08-31,122630,162
2021-09-01,122837,207
2021-09-02,123038,201
2021-09-03,123390,352
2021-09-04,123524,134
2021-09-05,123574,50
2021-09-06,123623,49
2021-09-07,123794,171
2021-09-08,123989,195
2021-09-09,124252,263
2021-09-10,124617,365
2021-09-11,124756,139
2021-09-12,124817,61
2021-09-13,124974,157
2021-09-14,125160,186
2021-09-15,125274,114
2021-09-16,125497,223
2021-09-17,125782,285
2021-09-18,125888,106
2021-09-19,125926,38
2021-09-20,126064,138
2021-09-21,126224,160
2021-09-22,126372,148
2021-09-23,126592,220
2021-09-24,126952,360
2021-09-25,127055,103
2021-09-26,127081,26
2021-09-27,127196,115
2021-09-28,127313,117
2021-09-29,127466,153
2021-09-30,127662,196
2021-10-01,127939,277
2021-10-02,128001,62
2021-10-03,128032,31
2021-10-04,128149,117
2021-10-05,128287,138
2021-10-06,128452,165
2021-10-07,128616,164
2021-10-08,128846,230
2021-10-09,128918,72
2021-10-10,128958,40
2021-10-11,129077,119
2021-10-12,129186,109
2021-10-13,129309,123
2021-10-14,129497,188
2021-10-15,129715,218
2021-10-16,130388,673
2021-10-17,130428,40
2021-10-18,130569,141
2021-10-19,130688,119
2021-10-20,130787,99
2021-10-21,130934,147
2021-10-22,131355,421
2021-10-23,131530,175
2021-10-24,131659,129
2021-10-25,132122,463
2021-10-26,132604,482
2021-10-27,133149,545
2021-10-28,133896,747
2021-10-29,134733,837
2021-10-30,134892,159
2021-10-31,134975,83
2021-11-01,135440,465
2021-11-02,135886,446
2021-11-03,136372,486
2021-11-04,137160,788
2021-11-05,138125,965
2021-11-06,138602,477
2021-11-07,138721,119
2021-11-08,139274,553
2021-11-09,139828,554
2021-11-10,140376,548
2021-11-11,141044,668
2021-11-12,142161,1117
2021-11-13,143684,1523
2021-11-14,143845,161
2021-11-15,144419,574
2021-11-16,145031,612
2021-11-17,145798,767
2021-11-18,146558,760
2021-11-19,147717,1159
2021-11-20,148249,532
2021-11-21,148408,159
2021-11-22,148875,467
2021-11-23,149421,546
2021-11-24,149988,567
2021-11-26,150269,281
2021-11-27,150538,269
2021-11-28,150682,144
2021-11-29,151241,559
2021-11-30,151937,696
2021-12-01,152614,677
2021-12-02,153641,1027
2021-12-03,154765,1124
2021-12-04,155449,684
2021-12-05,155607,158
2021-12-06,156217,610
2021-12-07,156842,625
2021-12-08,157589,747
2021-12-09,158502,913
2021-12-10,159535,1033
2021-12-11,160453,918
2021-12-12,160608,155
2021-12-13,161038,430
2021-12-14,161457,419
2021-12-15,162023,566
2021-12-16,162720,697
2021-12-17,163622,902
2021-12-18,163849,227
2021-12-19,163994,145
2021-12-20,164639,645
2021-12-21,165053,414
2021-12-22,165709,656
2021-12-23,166272,563
2021-12-24,166388,116
