pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,date,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA
,,,2020-12-26 00:00:00,312,73,0.233974358974359
,,,2020-12-25 00:00:00,3290,897,0.2726443768996961
,,,2020-12-25 00:00:00,119,30,0.2521008403361345
,,,2020-12-24 00:00:00,24085,3699,0.1535810670541831
,,,2020-12-24 00:00:00,623,143,0.2295345104333869
,,,2020-12-23 00:00:00,36437,5572,0.1529214809122595
,,,2020-12-23 00:00:00,1472,378,0.2567934782608696
,,,2020-12-22 00:00:00,37338,5301,0.1419733247629761
,,,2020-12-22 00:00:00,1390,346,0.2489208633093525
,,,2020-12-21 00:00:00,42947,5794,0.1349104710457075
,,,2020-12-21 00:00:00,1134,287,0.2530864197530865
,,,2020-12-20 00:00:00,18151,2975,0.1639028152718859
,,,2020-12-20 00:00:00,284,68,0.2394366197183099
,,,2020-12-19 00:00:00,23988,3855,0.1607053526763382
,,,2020-12-19 00:00:00,623,153,0.245585874799358
,,,2020-12-18 00:00:00,32240,4575,0.1419044665012407
,,,2020-12-18 00:00:00,1275,335,0.2627450980392157
,,,2020-12-17 00:00:00,38818,4997,0.1287289401823896
,,,2020-12-17 00:00:00,1247,314,0.2518043303929431
,,,2020-12-16 00:00:00,33584,4701,0.1399773701762744
,,,2020-12-16 00:00:00,1453,358,0.2463867859600826
,,,2020-12-15 00:00:00,33395,3343,0.1001048061086989
,,,2020-12-15 00:00:00,1113,308,0.2767295597484277
,,,2020-12-14 00:00:00,38437,4875,0.1268309181257643
,,,2020-12-14 00:00:00,1070,249,0.2327102803738318
,,,2020-12-13 00:00:00,16841,2892,0.1717237693723651
,,,2020-12-13 00:00:00,251,58,0.2310756972111554
,,,2020-12-12 00:00:00,16413,3547,0.2161091817461768
,,,2020-12-12 00:00:00,481,107,0.2224532224532225
,,,2020-12-11 00:00:00,26593,4260,0.1601925318692889
,,,2020-12-11 00:00:00,1123,296,0.263579697239537
,,,2020-12-10 00:00:00,31886,4235,0.1328169102427398
,,,2020-12-10 00:00:00,1300,302,0.2323076923076923
,,,2020-12-09 00:00:00,33105,4797,0.1449025826914363
,,,2020-12-09 00:00:00,1478,353,0.2388362652232747
,,,2020-12-08 00:00:00,35025,4871,0.1390720913633119
,,,2020-12-08 00:00:00,1379,345,0.2501812907904279
,,,2020-12-07 00:00:00,33190,4626,0.1393793311238325
,,,2020-12-07 00:00:00,1050,243,0.2314285714285715
,,,2020-12-06 00:00:00,10193,1826,0.1791425488080055
,,,2020-12-06 00:00:00,313,99,0.3162939297124601
,,,2020-12-05 00:00:00,16084,3003,0.1867072867445909
,,,2020-12-05 00:00:00,604,115,0.1903973509933775
,,,2020-12-04 00:00:00,24659,3287,0.1332981872744231
,,,2020-12-04 00:00:00,963,212,0.2201453790238837
,,,2020-12-03 00:00:00,35028,4671,0.1333504624871531
,,,2020-12-03 00:00:00,1374,300,0.2183406113537118
,,,2020-12-02 00:00:00,34624,4646,0.1341843807763401
,,,2020-12-02 00:00:00,1543,303,0.1963707064160726
,,,2020-12-01 00:00:00,34921,4528,0.1296640989662381
,,,2020-12-01 00:00:00,1771,353,0.1993224167137211
,,,2020-11-30 00:00:00,35426,4667,0.1317394004403545
,,,2020-11-30 00:00:00,1363,271,0.1988261188554659
,,,2020-11-29 00:00:00,16019,2747,0.1714838629127911
,,,2020-11-29 00:00:00,523,65,0.124282982791587
,,,2020-11-28 00:00:00,16336,2745,0.1680337904015671
,,,2020-11-28 00:00:00,834,110,0.13189448441247
,,,2020-11-27 00:00:00,17796,2673,0.1502022926500337
,,,2020-11-27 00:00:00,833,120,0.1440576230492197
,,,2020-11-26 00:00:00,8009,1372,0.1713072793107754
,,,2020-11-26 00:00:00,200,34,0.17
,,,2020-11-25 00:00:00,29746,3339,0.1122503866066026
,,,2020-11-25 00:00:00,1436,230,0.1601671309192201
,,,2020-11-24 00:00:00,31997,3547,0.1108541425758665
,,,2020-11-24 00:00:00,1336,264,0.1976047904191617
,,,2020-11-23 00:00:00,34598,3555,0.1027516041389676
,,,2020-11-23 00:00:00,1158,229,0.1977547495682211
,,,2020-11-22 00:00:00,16718,1902,0.1137695896638354
,,,2020-11-22 00:00:00,484,77,0.1590909090909091
,,,2020-11-21 00:00:00,21781,2430,0.1115651255681557
,,,2020-11-21 00:00:00,877,104,0.1185860889395667
,,,2020-11-20 00:00:00,26496,2793,0.1054121376811594
,,,2020-11-20 00:00:00,1330,196,0.1473684210526316
,,,2020-11-19 00:00:00,30555,2943,0.0963181148748159
,,,2020-11-19 00:00:00,971,203,0.2090628218331617
,,,2020-11-18 00:00:00,31657,3084,0.0974192121805604
,,,2020-11-18 00:00:00,1552,278,0.1791237113402062
,,,2020-11-17 00:00:00,29427,2772,0.0941992048119074
,,,2020-11-17 00:00:00,1565,234,0.149520766773163
,,,2020-11-16 00:00:00,25522,2469,0.0967400673928376
,,,2020-11-16 00:00:00,1190,198,0.1663865546218487
,,,2020-11-15 00:00:00,10609,1268,0.1195211612781601
,,,2020-11-15 00:00:00,651,74,0.1136712749615976
,,,2020-11-14 00:00:00,15156,1756,0.1158617049353391
,,,2020-11-14 00:00:00,877,130,0.1482326111744584
,,,2020-11-13 00:00:00,19689,2000,0.101579562192087
,,,2020-11-13 00:00:00,1321,153,0.1158213474640424
,,,2020-11-12 00:00:00,23079,2077,0.0899952337622947
,,,2020-11-12 00:00:00,1123,169,0.1504897595725735
,,,2020-11-11 00:00:00,19043,1822,0.0956782019639763
,,,2020-11-11 00:00:00,1189,172,0.144659377628259
,,,2020-11-10 00:00:00,24059,2012,0.0836277484517228
,,,2020-11-10 00:00:00,1434,206,0.1436541143654114
,,,2020-11-09 00:00:00,21183,1745,0.0823773780862012
,,,2020-11-09 00:00:00,1306,143,0.1094946401225115
,,,2020-11-08 00:00:00,9956,1078,0.1082764162314183
,,,2020-11-08 00:00:00,622,79,0.1270096463022508
,,,2020-11-07 00:00:00,13440,1377,0.1024553571428571
,,,2020-11-07 00:00:00,964,97,0.1006224066390042
,,,2020-11-06 00:00:00,19090,1521,0.079675222629649
,,,2020-11-06 00:00:00,1300,161,0.1238461538461539
,,,2020-11-05 00:00:00,21606,1614,0.0747014718133852
,,,2020-11-05 00:00:00,1033,152,0.1471442400774444
,,,2020-11-04 00:00:00,22556,1589,0.0704468877460543
,,,2020-11-04 00:00:00,1115,142,0.1273542600896861
,,,2020-11-03 00:00:00,21829,1466,0.0671583673095424
,,,2020-11-03 00:00:00,1355,173,0.1276752767527675
,,,2020-11-02 00:00:00,19288,1380,0.0715470759021153
,,,2020-11-02 00:00:00,1206,124,0.1028192371475954
,,,2020-11-01 00:00:00,8142,728,0.0894129206583149
,,,2020-11-01 00:00:00,514,47,0.0914396887159533
,,,2020-10-31 00:00:00,9067,803,0.0885629204808647
,,,2020-10-31 00:00:00,727,86,0.1182943603851444
,,,2020-10-30 00:00:00,15296,896,0.0585774058577406
,,,2020-10-30 00:00:00,1327,158,0.1190655614167295
,,,2020-10-29 00:00:00,17803,1063,0.0597090378026175
,,,2020-10-29 00:00:00,1294,139,0.10741885625966
,,,2020-10-28 00:00:00,17511,1019,0.0581919936040203
,,,2020-10-28 00:00:00,1289,177,0.1373157486423584
,,,2020-10-27 00:00:00,18832,952,0.0505522514868309
,,,2020-10-27 00:00:00,1576,163,0.1034263959390863
,,,2020-10-26 00:00:00,16839,1009,0.0599204228279589
,,,2020-10-26 00:00:00,1109,140,0.1262398557258792
,,,2020-10-25 00:00:00,5947,469,0.0788632924163444
,,,2020-10-25 00:00:00,514,55,0.1070038910505837
,,,2020-10-24 00:00:00,9529,787,0.0825899884562913
,,,2020-10-24 00:00:00,805,97,0.1204968944099379
,,,2020-10-23 00:00:00,13304,793,0.0596061334936861
,,,2020-10-23 00:00:00,1361,142,0.1043350477590007
,,,2020-10-22 00:00:00,15246,837,0.0548996458087367
,,,2020-10-22 00:00:00,1205,190,0.1576763485477178
,,,2020-10-21 00:00:00,18710,900,0.0481026189203634
,,,2020-10-21 00:00:00,1109,146,0.1316501352569883
,,,2020-10-20 00:00:00,17772,824,0.0463650686473104
,,,2020-10-20 00:00:00,1362,157,0.1152716593245228
,,,2020-10-19 00:00:00,16416,909,0.0553728070175439
,,,2020-10-19 00:00:00,1152,128,0.1111111111111111
,,,2020-10-18 00:00:00,7113,518,0.0728244060171517
,,,2020-10-18 00:00:00,567,72,0.126984126984127
,,,2020-10-17 00:00:00,8014,521,0.0650112303468929
,,,2020-10-17 00:00:00,834,84,0.1007194244604317
,,,2020-10-16 00:00:00,13370,721,0.0539267015706806
,,,2020-10-16 00:00:00,1223,124,0.1013900245298447
,,,2020-10-15 00:00:00,12481,570,0.0456694175146222
,,,2020-10-15 00:00:00,1229,149,0.1212367778681855
,,,2020-10-14 00:00:00,14440,656,0.0454293628808864
,,,2020-10-14 00:00:00,1276,160,0.1253918495297806
,,,2020-10-13 00:00:00,14423,666,0.0461762462733135
,,,2020-10-13 00:00:00,1561,212,0.1358103779628444
