date,Maricopa_cume,Maricopa
2020-12-01,142,
2020-12-02,156,14
2020-12-03,165,9
2020-12-04,169,4
2020-12-05,171,2
2020-12-07,180,9
2020-12-08,186,6
2020-12-09,193,7
2020-12-10,207,14
2020-12-11,215,8
2020-12-12,218,3
2020-12-13,223,5
2020-12-14,236,13
2020-12-15,270,34
2020-12-16,320,50
2020-12-17,1572,1252
2020-12-18,3238,1666
2020-12-19,4894,1656
2020-12-20,5881,987
2020-12-21,9040,3159
2020-12-22,13119,4079
2020-12-23,17813,4694
2020-12-24,19369,1556
2020-12-25,19374,5
2020-12-26,24315,4941
2020-12-27,26548,2233
2020-12-28,31693,5145
2020-12-29,39447,7754
2020-12-30,47976,8529
2020-12-31,51970,3994
2021-01-01,53197,1227
2021-01-02,59219,6022
2021-01-03,61767,2548
2021-01-04,66414,4647
2021-01-05,70732,4318
2021-01-06,75611,4879
2021-01-07,80899,5288
2021-01-08,85458,4559
2021-01-09,90079,4621
2021-01-10,92676,2597
2021-01-11,102176,9500
2021-01-12,118088,15912
2021-01-13,135265,17177
2021-01-14,151850,16585
2021-01-15,167104,15254
2021-01-16,178598,11494
2021-01-17,186948,8350
2021-01-18,199673,12725
2021-01-19,217237,17564
2021-01-20,235966,18729
2021-01-21,255703,19737
2021-01-22,277775,22072
2021-01-23,296679,18904
2021-01-24,308978,12299
2021-01-25,325145,16167
2021-01-26,347305,22160
2021-01-27,367638,20333
2021-01-28,386538,18900
2021-01-29,407966,21428
2021-01-30,423452,15486
2021-01-31,431480,8028
2021-02-01,449299,17819
2021-02-02,471433,22134
2021-02-03,493469,22036
2021-02-04,518640,25171
2021-02-05,541283,22643
2021-02-06,565242,23959
2021-02-07,578137,12895
2021-02-08,601714,23577
2021-02-09,629040,27326
2021-02-10,655067,26027
2021-02-11,681457,26390
2021-02-12,716984,35527
2021-02-13,744910,27926
2021-02-14,758130,13220
2021-02-15,777593,19463
2021-02-16,805203,27610
2021-02-17,833712,28509
2021-02-18,861892,28180
2021-02-19,890510,28618
2021-02-20,915853,25343
2021-02-21,928967,13114
2021-02-22,947812,18845
2021-02-23,976631,28819
2021-02-24,1007578,30947
2021-02-25,1037286,29708
2021-02-26,1073806,36520
2021-02-27,1104266,30460
2021-02-28,1121591,17325
2021-03-01,1147546,25955
2021-03-02,1175303,27757
2021-03-03,1205012,29709
2021-03-04,1235692,30680
2021-03-05,1267642,31950
2021-03-06,1294720,27078
2021-03-07,1312184,17464
2021-03-08,1341574,29390
2021-03-09,1373164,31590
2021-03-10,1408283,35119
2021-03-11,1444776,36493
2021-03-12,1485916,41140
2021-03-13,1517167,31251
2021-03-14,1536955,19788
2021-03-15,1564855,27900
2021-03-16,1595723,30868
2021-03-17,1631650,35927
2021-03-18,1667537,35887
2021-03-19,1701843,34306
2021-03-20,1733311,31468
2021-03-21,1755275,21964
2021-03-22,1781342,26067
2021-03-23,1808072,26730
2021-03-24,1843881,35809
2021-03-25,1884642,40761
2021-03-26,1924962,40320
2021-03-27,1960323,35361
2021-03-28,1987439,27116
2021-03-29,2026361,38922
2021-03-30,2066333,39972
2021-03-31,2111037,44704
2021-04-01,2158124,47087
2021-04-02,2200220,42096
2021-04-03,2231842,31622
2021-04-04,2244168,12326
2021-04-05,2278709,34541
2021-04-06,2317370,38661
2021-04-07,2361235,43865
2021-04-08,2406292,45057
2021-04-09,2447108,40816
2021-04-10,2478713,31605
2021-04-11,2500867,22154
2021-04-12,2531700,30833
2021-04-13,2562096,30396
2021-04-14,2596238,34142
2021-04-15,2632868,36630
2021-04-16,2669094,36226
2021-04-17,2697237,28143
2021-04-18,2718319,21082
2021-04-19,2750672,32353
2021-04-20,2783774,33102
2021-04-21,2821124,37350
2021-04-22,2858737,37613
2021-04-23,2892265,33528
2021-04-24,2916295,24030
2021-04-25,2933736,17441
2021-04-26,2960276,26540
2021-04-27,2987182,26906
2021-04-28,3014807,27625
2021-04-29,3040356,25549
2021-04-30,3066152,25796
2021-05-01,3084182,18030
2021-05-02,3099566,15384
2021-05-03,3116044,16478
2021-05-04,3139862,23818
2021-05-05,3158658,18796
2021-05-06,3181363,22705
2021-05-07,3205075,23712
2021-05-08,3223711,18636
2021-05-09,3233117,9406
2021-05-10,3249045,15928
2021-05-11,3265876,16831
2021-05-12,3284104,18228
2021-05-13,3308355,24251
2021-05-14,3332598,24243
2021-05-15,3352276,19678
2021-05-16,3364126,11850
2021-05-17,3383605,19479
2021-05-18,3400800,17195
2021-05-19,3424012,23212
2021-05-20,3443085,19073
2021-05-21,3464507,21422
2021-05-22,3481862,17355
2021-05-23,3489459,7597
2021-05-24,3503667,14208
2021-05-25,3516410,12743
2021-05-26,3530531,14121
2021-05-27,3543488,12957
2021-05-28,3557875,14387
2021-05-29,3567209,9334
2021-05-30,3572469,5260
2021-05-31,3575373,2904
2021-06-01,3588322,12949
2021-06-02,3599928,11606
2021-06-03,3614202,14274
2021-06-04,3630171,15969
2021-06-05,3643726,13555
2021-06-06,3650420,6694
2021-06-07,3662373,11953
2021-06-08,3673792,11419
2021-06-09,3685124,11332
2021-06-10,3698019,12895
2021-06-11,3714304,16285
2021-06-12,3725709,11405
2021-06-13,3731392,5683
2021-06-14,3741973,10581
2021-06-15,3752121,10148
2021-06-16,3762202,10081
2021-06-17,3771653,9451
2021-06-18,3783463,11810
2021-06-19,3790809,7346
2021-06-20,3794733,3924
2021-06-21,3801648,6915
2021-06-22,3809430,7782
2021-06-23,3817654,8224
2021-06-24,3825281,7627
2021-06-25,3834940,9659
2021-06-26,3841733,6793
2021-06-27,3845862,4129
2021-06-28,3853187,7325
2021-06-29,3860203,7016
2021-06-30,3867241,7038
2021-07-01,3874159,6918
2021-07-02,3882263,8104
2021-07-03,3887408,5145
2021-07-04,3888268,860
2021-07-05,3894486,6218
2021-07-06,3900994,6508
2021-07-07,3907529,6535
2021-07-08,3913854,6325
2021-07-09,3923921,10067
2021-07-10,3931110,7189
2021-07-11,3934746,3636
2021-07-12,3941482,6736
2021-07-13,3947409,5927
2021-07-14,3953440,6031
2021-07-15,3959422,5982
2021-07-16,3967600,8178
2021-07-17,3973084,5484
2021-07-18,3976676,3592
2021-07-19,3984465,7789
2021-07-20,3991444,6979
2021-07-21,3999151,7707
2021-07-22,4007053,7902
2021-07-23,4016978,9925
2021-07-24,4024066,7088
2021-07-25,4028708,4642
2021-07-26,4037342,8634
2021-07-27,4045712,8370
2021-07-28,4054218,8506
2021-07-29,4062732,8514
2021-07-30,4075280,12548
2021-07-31,4083899,8619
2021-08-01,4089165,5266
2021-08-02,4098423,9258
2021-08-03,4106611,8188
2021-08-04,4115253,8642
2021-08-05,4123642,8389
2021-08-06,4135363,11721
2021-08-07,4144116,8753
2021-08-08,4149430,5314
2021-08-09,4158706,9276
2021-08-10,4167207,8501
2021-08-11,4175861,8654
2021-08-12,4184976,9115
2021-08-13,4196752,11776
2021-08-14,4206004,9252
2021-08-15,4211792,5788
2021-08-16,4222165,10373
2021-08-17,4231938,9773
2021-08-18,4241691,9753
2021-08-19,4250787,9096
2021-08-20,4262879,12092
2021-08-21,4271402,8523
2021-08-22,4276760,5358
2021-08-23,4286868,10108
2021-08-24,4296273,9405
2021-08-25,4305639,9366
2021-08-26,4314728,9089
2021-08-27,4326769,12041
2021-08-28,4336049,9280
2021-08-29,4341334,5285
2021-08-30,4350590,9256
2021-08-31,4358656,8066
2021-09-01,4367398,8742
2021-09-02,4374055,6657
2021-09-03,4384948,10893
2021-09-04,4392006,7058
2021-09-05,4396445,4439
2021-09-06,4397847,1402
2021-09-07,4406295,8448
2021-09-08,4414294,7999
2021-09-09,4420770,6476
2021-09-10,4431034,10264
2021-09-11,4438274,7240
2021-09-12,4442568,4294
2021-09-13,4451056,8488
2021-09-14,4458430,7374
2021-09-15,4462673,4243
2021-09-16,4468493,5820
2021-09-17,4477734,9241
2021-09-18,4484416,6682
2021-09-19,4488083,3667
2021-09-20,4492357,4274
2021-09-21,4498964,6607
2021-09-22,4505892,6928
2021-09-23,4512715,6823
2021-09-24,4526200,13485
2021-09-25,4536545,10345
2021-09-26,4542466,5921
2021-09-27,4556909,14443
2021-09-28,4570677,13768
2021-09-29,4584536,13859
2021-09-30,4598430,13894
2021-10-01,4613626,15196
2021-10-02,4621953,8327
2021-10-03,4626205,4252
2021-10-04,4638812,12607
2021-10-05,4651315,12503
2021-10-06,4662265,10950
2021-10-07,4671403,9138
2021-10-08,4682023,10620
2021-10-09,4689586,7563
2021-10-10,4694500,4914
2021-10-11,4706089,11589
2021-10-12,4712156,6067
2021-10-13,4720848,8692
2021-10-14,4731510,10662
2021-10-15,4743296,11786
2021-10-16,4749913,6617
2021-10-17,4754289,4376
2021-10-18,4764805,10516
2021-10-19,4774543,9738
2021-10-20,4784162,9619
2021-10-21,4793157,8995
2021-10-22,4806571,13414
2021-10-23,4814924,8353
2021-10-24,4820351,5427
2021-10-25,4833896,13545
2021-10-26,4846571,12675
2021-10-27,4859264,12693
2021-10-28,4871177,11913
2021-10-29,4884344,13167
2021-10-30,4891064,6720
2021-10-31,4894605,3541
2021-11-01,4904929,10324
2021-11-02,4915827,10898
2021-11-03,4924696,8869
2021-11-04,4935255,10559
2021-11-05,4949746,14491
2021-11-06,4960679,10933
2021-11-07,4966359,5680
2021-11-08,4979256,12897
2021-11-09,4991555,12299
2021-11-10,5004141,12586
2021-11-11,5017438,13297
