Category,value
tests,14250637
day,
pos,
est_pos,
total_pos,
APACHE,79024
COCHISE,166007
COCONINO,369721
GILA,97913
GRAHAM,33374
GREENLEE,3657
LA PAZ,27099
MARICOPA,8614765
MOHAVE,301946
NAVAJO,184622
PIMA,2263920
PINAL,915803
SANTA CRUZ,78341
YAVAPAI,303088
YUMA,314450
0_5,
Less than 20 years,2509699
20 - 44 years,6026930
45 - 54 years,1864245
55 - 64 years,1727735
65 years and older,2081395
Unknown,40633
positive,0.0977711382305226
